id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
485026,Sunny Apt in Brooklyn-Close to Manhattan,2400932,Jackie'S Place,Brooklyn,Gowanus,40.67858,-73.98537,Private room,125,31,17,2014-06-30,0.20,2,331
486350,Great 2 bedroom apartment in Williamsburg!,2407024,Michael,Brooklyn,Williamsburg,40.70821,-73.95352,Entire home/apt,225,7,13,2016-08-21,0.15,2,0
488083,Nice apartment with a deck!,619154,Keith,Brooklyn,Sunset Park,40.66158,-73.98954,Entire home/apt,92,2,58,2019-05-27,0.67,1,0
489018,Lovely Central East Village 2 Person Entire Apt,864370,Mick & Heidi,Manhattan,East Village,40.72457,-73.98453,Entire home/apt,185,2,62,2019-06-23,0.74,1,0
489365,PRIME LOCATION STYLISH COMFORT,2420670,Carter,Brooklyn,Williamsburg,40.71689,-73.95706,Entire home/apt,226,3,203,2019-06-27,2.85,1,38
489924,South Slope Private Bedroom,1027283,Kelly,Brooklyn,Sunset Park,40.66221,-73.99743,Private room,50,2,33,2019-06-30,0.39,1,20
489965,A Gem in Harlem - Modern Living,2423067,Clara,Manhattan,East Harlem,40.79313,-73.93493,Private room,80,3,47,2019-03-09,0.66,2,0
490011,Great for families!,2423401,Peter,Brooklyn,Carroll Gardens,40.68444,-73.99904,Private room,200,5,0,,,1,342
490278,Lovely 1BR - Midtown East by metro!,2424873,A.B.,Manhattan,Midtown,40.75632,-73.96464,Entire home/apt,99,14,30,2018-03-02,0.35,1,317
490989,Cat lovers: 3-story Park Slope Townhouse with cat!,2427385,Andy,Brooklyn,Park Slope,40.67996,-73.98027,Entire home/apt,68,3,2,2017-03-29,0.05,1,0
491123,Cozy Love Nest Prospect Heights,2427868,Ada,Brooklyn,Prospect Heights,40.67369,-73.96589,Private room,102,2,121,2019-06-17,1.60,1,361
491529,3 bdrm family friendly home in central Park Slope,2429432,Julie,Brooklyn,Park Slope,40.67211,-73.976,Entire home/apt,220,3,27,2019-05-17,0.45,1,68
491942,Renovated Spacious 1BR Upper West,1995093,Carly,Manhattan,Upper West Side,40.79183,-73.97172,Entire home/apt,199,3,24,2016-10-09,0.30,1,0
491977,Stylish Large 1bd APT in Chinatown/Tribeca NYC,2431528,Christine,Manhattan,Chinatown,40.71456,-73.99978,Entire home/apt,165,5,22,2019-05-11,0.26,1,316
493177,Two Bridges District Chinatown NYC,2436633,Gelya,Manhattan,Chinatown,40.71668,-73.99073,Entire home/apt,150,2,162,2019-06-16,1.92,1,231
493611,Huge sunny artist loft +roof garden,1407251,Ute,Brooklyn,Gowanus,40.67862,-73.98561,Entire home/apt,385,1,66,2019-05-19,0.76,2,363
494296,Brooklyn waterfront large sunny apt,2442340,Maddy,Brooklyn,Columbia St,40.68721,-74.00147,Private room,75,7,0,,,1,0
494937,"The SoHo Loft - Huge Penthouse - 1,200 sqft",1527535,Jean-Marie,Manhattan,SoHo,40.72162,-74.00414,Entire home/apt,499,2,63,2019-07-07,0.76,1,26
495249,10min Walk & 15mins to Tourist Spot,2446219,Biren,Queens,East Elmhurst,40.75541,-73.89239,Private room,85,1,219,2019-06-14,2.63,2,305
495348,Classic Brooklyn Brownstone,2389885,Megan,Brooklyn,Fort Greene,40.69011,-73.97691,Entire home/apt,160,4,2,2013-03-31,0.03,2,34
496166,"Beautiful, Spacious 4 BR Brooklyn Brownstone",2450665,D,Brooklyn,South Slope,40.66641,-73.98283,Entire home/apt,249,3,12,2019-07-01,0.27,1,26
497370,Carroll Gardens Carriage House,2455462,Elizabeth (And Jeff Too),Brooklyn,Gowanus,40.67828,-73.99136,Private room,80,2,35,2017-05-30,0.41,1,189
498052,Modern private room in condominium,2426779,Regina,Brooklyn,Williamsburg,40.71483,-73.96216,Private room,120,1,124,2019-06-10,1.46,1,292
498120,Hi Traveler.. welcome,2459648,Ellen,Bronx,Allerton,40.8687,-73.8524,Private room,35,7,2,2018-07-23,0.17,1,90
498859,"NYC 30 min by Subway, Brooklyn 2",2462260,Dimitry,Brooklyn,Brighton Beach,40.5822,-73.96392,Entire home/apt,169,4,63,2019-07-06,1.27,1,323
500845,Trendy Nest in the East Village,1336370,Bojan+Margaret,Manhattan,East Village,40.72686,-73.9797,Entire home/apt,220,4,162,2019-06-21,1.88,1,341
500886,BEAUTIFUL ROOM IN BKLYN BROWNSTONE,2206506,James,Brooklyn,Bedford-Stuyvesant,40.68825,-73.92951,Private room,85,3,103,2019-06-15,1.25,2,344
501041,UPWS sunny DUPLEX +PATIO,1386685,Aleksandra,Manhattan,Upper West Side,40.78451,-73.97882,Entire home/apt,300,7,0,,,1,0
501082,Private Bdrm & Bath-30-night min-Weekly Maid Serv.,2471671,Joyce,Manhattan,Harlem,40.82392,-73.94205,Private room,79,30,185,2019-06-07,2.15,1,302
501098,Private Bedroom in Wooden House,2472680,Fanny,Brooklyn,Williamsburg,40.71384,-73.9474,Private room,90,4,219,2019-06-15,2.54,1,30
501693,Room w/pvt bathroom on Central Park,1490833,Patrick,Manhattan,Upper West Side,40.7952,-73.9624,Private room,99,1,280,2019-06-23,3.51,1,246
502132,Beautiful Downtown Manhattan Share,48599,Anastasia,Manhattan,Chelsea,40.73942,-74.00009,Shared room,50,1,61,2017-05-07,0.71,2,0
502309,"Sunny Rm #1, Air Conditioner, Park,Express Q train",2478675,Gina,Brooklyn,Prospect-Lefferts Gardens,40.65524,-73.95646,Private room,46,1,184,2019-06-10,2.14,5,362
502429,Park Slope duplex with backyard,2100968,Elodie,Brooklyn,South Slope,40.66153,-73.98554,Entire home/apt,325,3,116,2019-07-07,1.37,1,203
503460,Spacious Apartment w extra room,2483236,Caitlin,Staten Island,New Springville,40.59274,-74.16178,Private room,68,2,11,2018-10-22,0.24,1,88
503529,HEART OF SOHO The Perfect One Bedroom Apt,2483293,Eric,Manhattan,SoHo,40.72701,-74.0011,Entire home/apt,198,3,9,2019-02-23,0.10,1,0
503585,Charming & Spacious One Bedroom,2483766,Rebecca (Marks),Brooklyn,Bedford-Stuyvesant,40.68607,-73.95839,Entire home/apt,100,5,4,2013-07-14,0.05,1,0
503722,Hip Stylish WIlliamsburg Studio,2484383,Theresa,Brooklyn,Williamsburg,40.71345,-73.95689,Entire home/apt,175,2,15,2019-06-03,0.29,1,64
503790,SLEEK WEST VILLAGE ARTIST STUDIO LOFT,2484654,Michele,Manhattan,West Village,40.73214,-74.00188,Entire home/apt,130,4,22,2019-05-26,0.28,1,77
504322,Sunny 1BD in Greenwich Village,471928,Mahalia,Manhattan,Greenwich Village,40.72903,-74.00028,Entire home/apt,180,3,18,2017-07-01,0.21,1,0
504362,1760 Sq ft Penthouse apartment,2487309,Eric,Brooklyn,Prospect Heights,40.67823,-73.97007,Entire home/apt,209,3,56,2019-07-04,0.65,1,160
504394,"Charming, Retro Apt on the UWS",2487319,Erin,Manhattan,Upper West Side,40.79842,-73.96903,Entire home/apt,150,4,2,2014-09-03,0.03,1,141
504437,The biggest small apt in Manhattan,2356449,Mariana,Manhattan,Lower East Side,40.72232,-73.98686,Entire home/apt,104,3,57,2019-06-30,0.70,1,6
505029,SPACIOUS Fabulous Sunny Loft for 2 wks in Fall,2490471,Ann,Manhattan,East Village,40.72454,-73.97944,Entire home/apt,175,4,13,2018-11-16,0.17,1,0
505231,"Enjoy a 1 Bedroom to share, NYC",2490915,Catherine,Manhattan,Upper East Side,40.77799,-73.95223,Private room,80,1,1,2012-06-22,0.01,1,0
505315,Charming ROOM(s)*Lovely BUSHWICK Block*25min->City,167417,Kelly,Brooklyn,Bushwick,40.69227,-73.90852,Private room,68,2,37,2019-06-23,0.49,1,23
506121,Cozy Room in Lively East Village,2267153,John,Manhattan,East Village,40.7276,-73.98347,Private room,72,5,451,2019-06-30,5.26,2,13
506527,Modern Sunny 2 Bedroom Apartment,864735,Jason,Queens,Astoria,40.75782,-73.92129,Entire home/apt,107,30,24,2019-04-30,0.29,8,262
506571,Large sunny 1br apt in East Village,2349977,Anthony,Manhattan,East Village,40.72756,-73.97939,Entire home/apt,150,7,19,2019-03-22,0.32,1,24
506575,Bronx Room Near Yankees + Harlem,2001830,Jose And Ysaira,Bronx,Morris Heights,40.84937,-73.91328,Private room,45,3,190,2019-06-06,2.21,2,329
507393,Ready private furnished room w/Wifi,1539749,Edward,Brooklyn,Bedford-Stuyvesant,40.68549,-73.94724,Private room,49,2,46,2019-05-27,0.54,4,301
509989,Artist's Ditmas Pk 5 bedroom house,2472305,Rick,Brooklyn,Flatbush,40.64229,-73.96548,Entire home/apt,349,1,169,2019-06-23,2.08,1,344
510218,Spacious Upper West Side 1-Bedroom,2513726,Margaret,Manhattan,Upper West Side,40.79218,-73.97926,Entire home/apt,185,2,165,2019-06-18,1.92,1,259
510454,"Gramercy Pk Area, w Rooftop Gdn!",2515124,Jacqueline,Manhattan,Kips Bay,40.73951,-73.98146,Entire home/apt,145,3,2,2016-06-23,0.02,1,0
511436,"Wake up to the skyline of the city, prime location",2519356,Darya,Brooklyn,Williamsburg,40.7139,-73.96553,Entire home/apt,96,3,1,2018-05-26,0.07,1,0
511733,"Artist Loft @ Bushwick, Brooklyn",1840766,Samantha,Brooklyn,Bushwick,40.70753,-73.92048,Entire home/apt,120,5,3,2015-09-20,0.04,1,0
511960,Wonderful east village floor thru,2521848,Gay,Manhattan,East Village,40.73044,-73.98683,Entire home/apt,160,1,15,2016-05-09,0.18,1,0
512209,Your own townhouse in Bklyn Heights,2521513,Amy,Brooklyn,Brooklyn Heights,40.69964,-73.99299,Entire home/apt,800,3,60,2019-01-01,0.70,1,67
512210,The Brooklyn Woodworker 3bdrm/2bth,2522854,Rich,Brooklyn,Crown Heights,40.67709,-73.95237,Entire home/apt,349,2,320,2019-06-22,3.85,1,260
512775,The Cottage / 1500 sqft. of Privacy,2396295,Richard,Queens,Long Island City,40.75296,-73.93716,Entire home/apt,350,2,182,2019-06-11,2.20,1,272
513343,"Cozy, Hella Sunny, and Convenient!",2528671,Dennis,Brooklyn,Prospect Heights,40.67717,-73.96915,Entire home/apt,125,30,1,2012-07-11,0.01,1,341
513688,Boerum Hill Brownstone Garden Duplx,2530670,Tiffany,Brooklyn,Boerum Hill,40.68586,-73.9809,Entire home/apt,350,2,134,2019-07-07,1.56,1,56
514457,Brownstone Beauty with Deck,2096690,Richard,Brooklyn,Bedford-Stuyvesant,40.68543,-73.93838,Entire home/apt,150,10,10,2019-05-26,0.17,2,185
514548,Loft Apt and Art Studio: 4-month rental,2533991,Amanda,Brooklyn,Bushwick,40.69849,-73.92678,Entire home/apt,180,30,0,,,1,352
515392,Beautiful Brand New Chelsea Studio,2538544,Michael,Manhattan,Chelsea,40.74348,-73.9998,Entire home/apt,200,1,60,2019-06-02,0.78,1,260
516452,"Big, Bright, and Beautiful",2542888,Catrinel,Brooklyn,Fort Greene,40.68679,-73.97378,Entire home/apt,99,30,5,2019-05-12,0.06,1,242
516461,Great studio apt in midtown west!,2542895,Aaron,Manhattan,Chelsea,40.75086,-73.99776,Entire home/apt,130,5,9,2016-08-04,0.10,1,0
516643,"Williamsburg Apt, close to metro L",2543761,Stephane,Brooklyn,Williamsburg,40.71915,-73.95581,Entire home/apt,150,3,1,2013-01-04,0.01,1,0
516791,Lovely Brooklyn Apt,696306,Bethany,Brooklyn,Kensington,40.64625,-73.97932,Entire home/apt,90,10,33,2019-05-22,0.39,1,269
517626,Above Graham stop - L train,2438262,Walker,Brooklyn,Williamsburg,40.71577,-73.94084,Private room,95,1,10,2014-12-03,0.14,1,0
517654,Beautiful apt 10 min to Wbrg!,78742,Joni,Queens,Ridgewood,40.70278,-73.90153,Entire home/apt,70,30,3,2015-08-15,0.04,1,0
518566,"Gorgeous, charming Upper East private room",1497427,Andrea,Manhattan,Upper East Side,40.77108,-73.95967,Private room,82,3,10,2019-05-15,0.13,2,251
518576,3 bedroom duplex apt with backyard,2155917,Stephanie,Brooklyn,Bedford-Stuyvesant,40.68812,-73.94627,Entire home/apt,250,30,62,2019-07-02,0.73,3,292
518960,Cozy and quiet with secret garden,2155832,Federico,Manhattan,Harlem,40.82823,-73.94691,Entire home/apt,90,4,266,2019-07-04,3.17,1,150
519310,YOU ROOM IN NYC,1366310,Janina,Queens,Woodside,40.74377,-73.91225,Private room,75,2,251,2019-07-07,2.92,2,317
521018,1BR Loft in Brooklyn,2562882,Brendan,Brooklyn,Clinton Hill,40.69432,-73.96481,Entire home/apt,160,14,3,2016-04-28,0.04,1,0
521038,Cozy room in  2 bedrm apt in amazing Harlem!,2563132,Ghislaine,Manhattan,Harlem,40.82749,-73.9382,Private room,115,7,8,2012-12-25,0.09,1,178
521522,Beautiful 3 room studio in Brooklyn,2440317,Amelia,Brooklyn,South Slope,40.66777,-73.98367,Private room,150,4,5,2012-12-31,0.06,1,0
521672,Luxury Loft in Creative & Fun Apt,1720619,Glace,Brooklyn,Williamsburg,40.71423,-73.95305,Private room,89,4,160,2019-06-21,1.92,1,23
521806,Airy 1BR nice area Queens nr subway,2389494,Anya,Queens,Rego Park,40.72719,-73.86166,Entire home/apt,69,5,5,2019-05-17,0.10,1,4
522081,Guest Room in Art Loft in Chelsea,1413546,Asher,Manhattan,Chelsea,40.74341,-73.99298,Private room,170,2,183,2019-06-14,2.19,2,254
523123,Tranquility & convenience in Bklyn,2572253,Carl,Brooklyn,South Slope,40.66051,-73.98495,Entire home/apt,375,5,19,2018-12-30,0.23,1,43
524111,"Convenient East Village Studio,",62508,Leigh,Manhattan,East Village,40.72915,-73.98019,Entire home/apt,118,3,141,2019-06-24,1.66,1,13
525120,Very cute quiet Studio in chelsea,184883,Noele,Manhattan,Chelsea,40.74767,-74.01061,Entire home/apt,135,6,42,2019-05-27,0.49,1,170
525293,Yankee Nest,2556498,Chris,Bronx,Concourse,40.82822,-73.92439,Entire home/apt,250,3,119,2019-07-01,1.41,1,339
525388,Greenpoint gypset retreat,787204,Jenna,Brooklyn,Greenpoint,40.73067,-73.955,Entire home/apt,200,7,20,2019-06-23,0.24,1,365
525412,Beautiful sunny Nolita/Soho Apt,1104814,Robert,Manhattan,Nolita,40.72246,-73.99552,Entire home/apt,150,5,5,2015-06-28,0.06,1,0
525523,Comfortable Private Room in Upper Manhattan 2BR,2582890,Kim,Manhattan,East Harlem,40.80762,-73.94017,Private room,50,2,16,2018-07-04,0.62,1,60
526520,Large light-filled Apt in Brooklyn,2576980,Eleanor,Brooklyn,Prospect Heights,40.67786,-73.97166,Private room,60,2,0,,,1,0
526532,Beautiful Spacious Brownstone,2492286,Reena,Manhattan,Harlem,40.80719,-73.94253,Entire home/apt,100,2,24,2018-09-10,0.29,1,0
526923,Come stay in super comfy and cozy!,2589521,Lisbeth,Manhattan,Flatiron District,40.74129,-73.98374,Entire home/apt,265,3,26,2019-06-15,0.32,1,341
526942,UES Jewel-Private Long Term Rental,2205455,Wendy,Manhattan,Upper East Side,40.77761,-73.94606,Private room,90,30,3,2018-09-14,0.04,1,128
527076,"Great 1BR, 1BaR in Lux Bldg w Pool",2590219,Kyle,Manhattan,Upper East Side,40.76413,-73.96227,Entire home/apt,175,2,0,,,1,0
528485,lovely private room in South Park Slope,17985,Sing,Brooklyn,Sunset Park,40.66119,-73.98822,Private room,36,10,5,2019-04-30,0.07,2,44
530247,☆ Home Away From Home <3 of NYC! ☆ 2BR ENTIRE HOME,2604437,Lane,Manhattan,Upper West Side,40.78339,-73.98003,Entire home/apt,250,4,2,2014-06-28,0.03,2,0
530431,"Bright, Renovated 1BR in Brownstone",2605064,Larah,Manhattan,Harlem,40.80654,-73.95019,Entire home/apt,220,3,194,2019-07-04,2.42,1,338
530576,"1bedroom, 70s UWS,brownstone charm",263510,Sandy,Manhattan,Upper West Side,40.78111,-73.97739,Private room,93,14,88,2019-06-28,1.03,1,176
530632,Sunny + Charming 2 BR in Brooklyn Brownstone,1816331,Justine,Brooklyn,Crown Heights,40.67147,-73.94979,Entire home/apt,275,5,2,2018-10-18,0.10,1,357
531091,King size bedroom in 2 bed apartment,1787284,Dragan,Queens,Astoria,40.75532,-73.91603,Private room,109,30,304,2019-06-19,3.70,1,0
531208,Industrial Loft in Williamsburg,2495836,Sofia,Brooklyn,Williamsburg,40.70762,-73.96764,Entire home/apt,450,2,11,2014-07-08,0.13,1,0
531258,1 BR Village - 30 day+ stay,2609535,Alexandra,Manhattan,Greenwich Village,40.7311,-73.99913,Entire home/apt,165,30,19,2018-10-15,0.23,1,259
531455,Nice one bedroom apartment by the Prospect park,1445298,Gita,Brooklyn,Prospect-Lefferts Gardens,40.66199,-73.96294,Entire home/apt,80,7,23,2019-06-05,0.27,1,20
532288,A Little West Village Charm,683230,Thomas,Manhattan,Greenwich Village,40.73176,-73.99895,Private room,295,5,103,2019-06-30,1.25,3,350
532749,"Very Large, Airy, and Bright Loft -Williamsburg",2617850,Matthew,Brooklyn,Williamsburg,40.71606,-73.95526,Entire home/apt,280,7,82,2019-06-21,0.98,1,41
533168,Spacious Nolita 2 Bd w/roof garden,2620162,Olivia,Manhattan,Nolita,40.72184,-73.9944,Entire home/apt,300,30,92,2019-06-08,1.09,1,106
533506,2RW - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.72829,-73.98156,Entire home/apt,99,30,66,2019-07-03,0.77,6,0
533625,Sunny 2 Bedroom Duplex with Garden,367815,Liz,Brooklyn,Bedford-Stuyvesant,40.69043,-73.95677,Entire home/apt,175,3,18,2018-10-08,0.35,2,0
533927,Large NYC Chelsea Studio - King Bed,2624738,Michael,Manhattan,Chelsea,40.74403,-73.99581,Entire home/apt,225,4,153,2019-06-24,2.03,1,205
534897,"CHELSEA APT- SPACE, LIGHT, BEAUTY! ",2426404,Judith & Reid,Manhattan,Chelsea,40.74552,-74.0006,Entire home/apt,230,6,6,2015-06-12,0.09,1,0
535095,Beautiful bedroom in Prospect Heights,598770,Maite & Javi,Brooklyn,Prospect Heights,40.6744,-73.96558,Private room,90,7,43,2019-06-29,0.52,1,38
535352,Upper West Side 1-bedroom,2630351,Dawn,Manhattan,Upper West Side,40.79358,-73.97043,Entire home/apt,102,3,36,2019-07-02,0.50,1,21
536578,Nice and clean private space in Bklyn loft.,2635819,Fabrizio,Brooklyn,Bushwick,40.7014,-73.91333,Private room,59,10,19,2019-06-20,0.27,1,0
538344,East Village Oasis!  1Bd Apt,2644519,David,Manhattan,East Village,40.72924,-73.98113,Entire home/apt,195,2,160,2019-06-11,2.31,1,68
538590,cozy 2bedroomAPART 10min to MIDTOWN,2645592,De & Claudia,Queens,Astoria,40.75919,-73.91836,Entire home/apt,150,3,74,2019-05-15,0.87,2,365
539160,Manhattan *SuperHost* Luxury 2 Bdrm Apt Sleeps 6+,512878,Michelle,Manhattan,Washington Heights,40.83064,-73.94076,Entire home/apt,170,1,47,2019-04-28,0.58,2,17
539350,Hell's Kitchen Musician's Hideaway,2640100,Stefanie,Manhattan,Hell's Kitchen,40.76184,-73.99334,Entire home/apt,217,2,43,2018-09-14,0.51,1,0
540057,Stylish Uptown Westside Apt.,2653648,Kareem,Manhattan,Harlem,40.82445,-73.95243,Entire home/apt,185,1,102,2019-06-13,1.19,2,91
540489,Large + Bright private bedroom in NoLiTa,2656413,Anton,Manhattan,Little Italy,40.72006,-73.99579,Private room,58,6,18,2019-01-20,0.21,1,0
541725,"Entire loft, best Williamsburg",1879389,Christina,Brooklyn,Williamsburg,40.71872,-73.96042,Entire home/apt,189,4,33,2019-04-07,0.44,2,1
542054,3RW - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.72855,-73.98265,Entire home/apt,88,30,60,2019-06-09,0.72,6,0
542203,QUITE LOVELY STUDIO IN HEART OF HELLS KITCHEN**,1846051,Kj,Manhattan,Hell's Kitchen,40.76304,-73.9888,Entire home/apt,195,3,22,2019-06-23,1.61,2,59
543792,Studio Apartment Bushwick/Ridgewood,865264,Sharon And Tom,Queens,Ridgewood,40.70878,-73.91727,Entire home/apt,110,5,107,2019-06-21,1.25,1,276
544039,Luxury 2-bdrm w Piano & Gym,2674637,Greta,Brooklyn,Sunset Park,40.64437,-74.00304,Entire home/apt,120,14,0,,,1,0
544131,Heart of Greenwich Village near Bleecker St,534328,F,Manhattan,Greenwich Village,40.72987,-74.00082,Private room,79,4,87,2019-07-04,1.02,1,30
544331,1 corner bedroom with lots of light,2676438,Srdjan,Manhattan,Upper East Side,40.77424,-73.94839,Entire home/apt,110,10,16,2018-08-07,0.20,1,0
545261,Clinton Hill Lux Apt Grill & Lawn,746552,Tom,Brooklyn,Clinton Hill,40.68752,-73.96688,Private room,200,3,2,2015-08-07,0.02,1,365
545651,COMFORTABLE PRIVATE ROOM FOR RENT,1785800,Marvet,Brooklyn,Prospect-Lefferts Gardens,40.65841,-73.95016,Private room,69,4,19,2019-05-20,0.24,3,43
546383,My Little Guest Room in Flushing,2680820,Linda,Queens,Flushing,40.75578,-73.81948,Private room,55,1,474,2019-05-25,5.53,3,332
546504,Brooklyn Heights 1brm Private Deck ,2687009,Jeff,Brooklyn,Brooklyn Heights,40.69271,-73.99365,Entire home/apt,135,4,5,2016-05-16,0.06,1,0
546573,Stunning apt with downtown views!,1792568,Mickey,Manhattan,Financial District,40.70587,-74.01534,Entire home/apt,500,2,63,2019-05-19,0.75,1,79
547830,Brooklyn Summer Sublet-Ditmas Park,2693076,Kristin,Brooklyn,Flatbush,40.64882,-73.9605,Entire home/apt,90,3,0,,,1,157
548133,Chic One-Bedroom Apt,2694451,Shontae,Brooklyn,Clinton Hill,40.69073,-73.96762,Entire home/apt,135,3,28,2019-06-01,0.40,1,211
548184,Cozy Room in GREENPOINT Apt. YeY,2694253,Yonatan,Brooklyn,Greenpoint,40.72515,-73.95153,Private room,199,1,0,,,1,365
549873,1 BR with garden--East Village,2702563,James,Manhattan,East Village,40.72564,-73.98252,Entire home/apt,90,2,5,2015-05-25,0.09,1,0
550288,Cozy Upper East Side 1 Bedroom,2684478,Brian,Manhattan,Upper East Side,40.78024,-73.94813,Entire home/apt,160,4,16,2019-02-12,0.20,1,0
550653,Sun Fill Room in a Spacious Apt,2706505,Huxley,Brooklyn,Windsor Terrace,40.6599,-73.98279,Private room,65,20,6,2018-09-30,0.32,1,311
550777,"Lrg1Bdrm, Terrace w/ Cent.Park View",2707053,Kathleen,Manhattan,Upper West Side,40.7964,-73.9675,Entire home/apt,210,3,25,2019-06-10,0.30,1,347
550858,Gorgeous Chelsea loft in the heart of Manhattan,2277487,Henrik,Manhattan,Chelsea,40.74664,-73.99441,Entire home/apt,399,3,15,2017-08-10,0.31,1,0
552141,Historic sundrenched apt of the Lower East Side,2712998,Greg,Manhattan,Lower East Side,40.71788,-73.98975,Entire home/apt,300,1,45,2019-06-08,0.62,1,111
552519,Brooklyn Amazing 2bedrm Luxury Apt,2715012,Maurice,Brooklyn,Crown Heights,40.67356,-73.9425,Entire home/apt,185,1,215,2019-06-16,2.55,3,348
552639,Beautiful 2-BDRM Brownstone Apartment,2518984,Historic Harlem,Manhattan,Harlem,40.81757,-73.94709,Entire home/apt,220,3,33,2019-06-22,0.51,2,174
553516,One Bdrm in Trendy Prospect Hts,2261381,Jennie,Brooklyn,Prospect Heights,40.68052,-73.97254,Entire home/apt,121,2,46,2017-01-02,0.54,1,0
553565,Feels like home with park view,567226,Yah,Manhattan,Inwood,40.86821,-73.92252,Entire home/apt,120,10,25,2019-06-01,0.30,1,129
553862,"Bedroom, kitchen and private garden",2647043,Steve,Brooklyn,Park Slope,40.67981,-73.97967,Private room,152,2,23,2018-10-08,0.27,1,365
554165,"View of skyline w roof deck, perfect for families!",1267900,Maayan,Brooklyn,Gowanus,40.68251,-73.98486,Entire home/apt,250,2,57,2019-07-02,0.67,1,25
