"SCHOOL","STATE","CITY","NOC","PROGRAM","TYPE","DEPARTMENT","DELIVERY","DURATION","PREREQ","LINK","LOC_LAT","LOC_LONG","WORLD_RANK","COUNTRY","TEACHING","INTERNATIONAL","RESEARCH","CITATIONS","INCOME","TOTAL_SCORE","NUM_STUDENTS","STUDENT_STAFF_RATIO","INTERNATIONAL_STUDENTS","F_M_RATIO","YEAR","timesData"
"Northwestern University","Illinois","Evanston",5,"Master of Science in Predictive Analytics Online","M","School of Continuing Studies","Online","33 credit hours","Not Available","http://sps.northwestern.edu/program-areas/professional-development/business-analytics/index.php",42.0584,-87.6737,"25","United States of America",69.8,"53.9",78.4,96.5,"81.2","79.5","18,334",13.8,"15%","48:52:00",2016,1
"Northwestern University","Illinois","Evanston",5,"Master of Science in Predictive Analytics Online","M","School of Continuing Studies","Online","33 credit hours","Not Available","http://sps.northwestern.edu/program-areas/professional-development/business-analytics/index.php",42.0584,-87.6737,"22","United States of America",70.2,"34.4",76,97.1,"61.9","77.1","18,334",13.8,"15%","48:52:00",2014,1
"Northwestern University","Illinois","Evanston",5,"Master of Science in Information Systems with Concentration in Analytics and Business Intelligence","M","School of Professional Studies","Online","11 units of credit (classes)","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/tuition.php",42.0584,-87.6737,"19","United States of America",77.6,"33.8",87.3,98.2,"64.4","83.1","18,334",13.8,"15%","48:52:00",2013,1
"Northwestern University","Illinois","Evanston",5,"Master of Science in Information Systems with Concentration in Analytics and Business Intelligence","M","School of Professional Studies","Online","11 units of credit (classes)","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/tuition.php",42.0584,-87.6737,"26","United States of America",66.3,"35.3",75.5,98.6,"56.6","76.2","18,334",13.8,"15%","48:52:00",2012,1
"Northwestern University","Illinois","Evanston",5,"Master of Science in Information Systems with Concentration in Analytics and Business Intelligence","M","School of Professional Studies","Online","11 units of credit (classes)","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/tuition.php",42.0584,-87.6737,"21","United States of America",72.7,"36.7",78.9,96.9,"77","79.2","18,334",13.8,"15%","48:52:00",2015,1
"Northwestern University","Illinois","Evanston",5,"Master of Science in Information Systems with Concentration in Analytics and Business Intelligence","M","School of Professional Studies","Online","11 units of credit (classes)","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/tuition.php",42.0584,-87.6737,"25","United States of America",64.5,"60.5",68.8,95.3,"-","75.9","18,334",13.8,"15%","48:52:00",2011,1
"Northwestern University","Illinois","Evanston",5,"Master of Science in Information Systems with Concentration in Analytics and Business Intelligence","M","School of Professional Studies","Online","11 units of credit (classes)","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/tuition.php",42.0584,-87.6737,"25","United States of America",69.8,"53.9",78.4,96.5,"81.2","79.5","18,334",13.8,"15%","48:52:00",2016,1
"Northwestern University","Illinois","Evanston",5,"Master of Science in Information Systems with Concentration in Analytics and Business Intelligence","M","School of Professional Studies","Online","11 units of credit (classes)","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/tuition.php",42.0584,-87.6737,"22","United States of America",70.2,"34.4",76,97.1,"61.9","77.1","18,334",13.8,"15%","48:52:00",2014,1
"Northwestern University","Illinois","Evanston",5,"Certificate in Analytics and Business Intelligence for IT Professionals","C","School of Professional Studies","Online","4 courses","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php",42.0584,-87.6737,"19","United States of America",77.6,"33.8",87.3,98.2,"64.4","83.1","18,334",13.8,"15%","48:52:00",2013,1
"Northwestern University","Illinois","Evanston",5,"Certificate in Analytics and Business Intelligence for IT Professionals","C","School of Professional Studies","Online","4 courses","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php",42.0584,-87.6737,"26","United States of America",66.3,"35.3",75.5,98.6,"56.6","76.2","18,334",13.8,"15%","48:52:00",2012,1
"Northwestern University","Illinois","Evanston",5,"Certificate in Analytics and Business Intelligence for IT Professionals","C","School of Professional Studies","Online","4 courses","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php",42.0584,-87.6737,"21","United States of America",72.7,"36.7",78.9,96.9,"77","79.2","18,334",13.8,"15%","48:52:00",2015,1
"Northwestern University","Illinois","Evanston",5,"Certificate in Analytics and Business Intelligence for IT Professionals","C","School of Professional Studies","Online","4 courses","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php",42.0584,-87.6737,"25","United States of America",64.5,"60.5",68.8,95.3,"-","75.9","18,334",13.8,"15%","48:52:00",2011,1
"Northwestern University","Illinois","Evanston",5,"Certificate in Analytics and Business Intelligence for IT Professionals","C","School of Professional Studies","Online","4 courses","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php",42.0584,-87.6737,"25","United States of America",69.8,"53.9",78.4,96.5,"81.2","79.5","18,334",13.8,"15%","48:52:00",2016,1
"Northwestern University","Illinois","Evanston",5,"Certificate in Analytics and Business Intelligence for IT Professionals","C","School of Professional Studies","Online","4 courses","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php",42.0584,-87.6737,"22","United States of America",70.2,"34.4",76,97.1,"61.9","77.1","18,334",13.8,"15%","48:52:00",2014,1
"Northwestern University","Illinois","Evanston",5,"Master of Science in Analytics","M","McCormick School of Engineering","Campus","15 months","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php",42.0584,-87.6737,"19","United States of America",77.6,"33.8",87.3,98.2,"64.4","83.1","18,334",13.8,"15%","48:52:00",2013,1
"Northwestern University","Illinois","Evanston",5,"Master of Science in Analytics","M","McCormick School of Engineering","Campus","15 months","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php",42.0584,-87.6737,"26","United States of America",66.3,"35.3",75.5,98.6,"56.6","76.2","18,334",13.8,"15%","48:52:00",2012,1
"Northwestern University","Illinois","Evanston",5,"Master of Science in Analytics","M","McCormick School of Engineering","Campus","15 months","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php",42.0584,-87.6737,"21","United States of America",72.7,"36.7",78.9,96.9,"77","79.2","18,334",13.8,"15%","48:52:00",2015,1
"Northwestern University","Illinois","Evanston",5,"Master of Science in Analytics","M","McCormick School of Engineering","Campus","15 months","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php",42.0584,-87.6737,"25","United States of America",64.5,"60.5",68.8,95.3,"-","75.9","18,334",13.8,"15%","48:52:00",2011,1
"Northwestern University","Illinois","Evanston",5,"Master of Science in Analytics","M","McCormick School of Engineering","Campus","15 months","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php",42.0584,-87.6737,"25","United States of America",69.8,"53.9",78.4,96.5,"81.2","79.5","18,334",13.8,"15%","48:52:00",2016,1
"Northwestern University","Illinois","Evanston",5,"Master of Science in Analytics","M","McCormick School of Engineering","Campus","15 months","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php",42.0584,-87.6737,"22","United States of America",70.2,"34.4",76,97.1,"61.9","77.1","18,334",13.8,"15%","48:52:00",2014,1
"Northwestern University","Illinois","Evanston",5,"Certificate in Predictive Business Analytics","C","Bridge School of Management","Campus","Four courses","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/admission.php",42.0584,-87.6737,"19","United States of America",77.6,"33.8",87.3,98.2,"64.4","83.1","18,334",13.8,"15%","48:52:00",2013,1
"Northwestern University","Illinois","Evanston",5,"Certificate in Predictive Business Analytics","C","Bridge School of Management","Campus","Four courses","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/admission.php",42.0584,-87.6737,"26","United States of America",66.3,"35.3",75.5,98.6,"56.6","76.2","18,334",13.8,"15%","48:52:00",2012,1
"Northwestern University","Illinois","Evanston",5,"Certificate in Predictive Business Analytics","C","Bridge School of Management","Campus","Four courses","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/admission.php",42.0584,-87.6737,"21","United States of America",72.7,"36.7",78.9,96.9,"77","79.2","18,334",13.8,"15%","48:52:00",2015,1
"Northwestern University","Illinois","Evanston",5,"Certificate in Predictive Business Analytics","C","Bridge School of Management","Campus","Four courses","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/admission.php",42.0584,-87.6737,"25","United States of America",64.5,"60.5",68.8,95.3,"-","75.9","18,334",13.8,"15%","48:52:00",2011,1
"Northwestern University","Illinois","Evanston",5,"Certificate in Predictive Business Analytics","C","Bridge School of Management","Campus","Four courses","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/admission.php",42.0584,-87.6737,"25","United States of America",69.8,"53.9",78.4,96.5,"81.2","79.5","18,334",13.8,"15%","48:52:00",2016,1
"Northwestern University","Illinois","Evanston",5,"Certificate in Predictive Business Analytics","C","Bridge School of Management","Campus","Four courses","Not Available","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/admission.php",42.0584,-87.6737,"22","United States of America",70.2,"34.4",76,97.1,"61.9","77.1","18,334",13.8,"15%","48:52:00",2014,1
"Notre Dame of Maryland University","Maryland","Baltimore",1,"Master of Science in Analytics in Knowledge Management","M","College of Arts and Sciences","Campus","36 credits","Not Available","http://catalog.ndm.edu/graduate/artsandsciences/knowledgemanagementprogram/",39.3513,-76.6197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Nova Southeastern University","Florida","Fort Lauderdale",2,"Graduate Certificate in Business Intelligence / Analytics","C","Graduate School of Computer and Information Sciences","Online","15 credits","Not Available","http://www.scis.nova.edu/masters/certificate_bi.html",26.0793,-80.2425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Nova Southeastern University","Florida","Fort Lauderdale",2,"Master of Science in Biomedical Informatics","M","College of Osteopathic Medicine","Campus","43 credits","biology, computer science","http://cec.nova.edu/admissions/apply_masters.html",26.0793,-80.2425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Oakland University","Michigan","Rochester Hills",2,"MS in Applied Statistics","M","Department of Mathematics and Statistics","Campus","36 credits","math, statistics, computer science","http://wwwp.oakland.edu/business/graduate-executive-programs/msitm/",42.6726,-83.2189,"601-800","United States of America",18.1,"23.3",11.9,21.9,"30.3","-","14,584",19.8,"2%","60:40:00",2016,1
"Oakland University","Michigan","Rochester Hills",2,"Master of Science in Information Technology Management in Business Analytics","M","School of Business Administration","Hybrid","30 credit hours/1 year","Not Available","http://www.oakland.edu/MSITM-BA",42.6726,-83.2189,"601-800","United States of America",18.1,"23.3",11.9,21.9,"30.3","-","14,584",19.8,"2%","60:40:00",2016,1
"Ohio State University-Main Campus","Ohio","Columbus",2,"Master of Applied Statistics","M","Department of Statistics","Campus","50 hours of coursework minimum","math","http://www.stat.osu.edu/dept/descriptions-programs/master-applied-statistics/quarters",39.9984,-83.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Ohio State University-Main Campus","Ohio","Columbus",2,"Master of Public Health in Biomedical Informatics","M","College of Medicine","Campus","48 credit hours","Not Available","http://gpadmissions.osu.edu/grad/admissions.html",39.9984,-83.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Ohio University-Main Campus","Ohio","Athens",1,"Online MBA in Business Analytics","M","College of Business","Online","35 credit hours","Not Available","http://onlinemba.ohio.edu/lp-responsive-portals/?Access_Code=OU-MBABA-FA2015A&utm_source=email&utm_campaign=OU-MBABA-FA2015A",39.3268,-82.1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Oklahoma State University-Main Campus","Oklahoma","Stillwater",3,"Graduate Certificate in Business Data Mining","C","Spears School of Business","Campus or Online","12 Credit Hours","Not Available","http://analytics.okstate.edu/certificate/grad-data-mining/",36.1231,-97.0697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Oklahoma State University-Main Campus","Oklahoma","Stillwater",3,"Graduate Certificate in Marketing Analytics","C","Spears School of Business","Campus or Online","12 Credit Hours","Not Available","https://analytics.okstate.edu/certificate/grad-data-mining/admissions/",36.1231,-97.0697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
