,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
14651,36,admin.,single,basic.9y,no,no,yes,cellular,jul,tue,155,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
15316,41,blue-collar,married,basic.4y,no,no,no,cellular,jul,fri,623,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,yes
13845,30,blue-collar,single,basic.6y,no,no,no,cellular,jul,fri,252,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
15188,25,blue-collar,married,basic.4y,no,no,no,cellular,jul,thu,420,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
37008,23,student,single,high.school,no,no,no,cellular,jul,mon,270,3,999,0,nonexistent,-2.9,92.469,-33.6,1.048,5076.2,yes
36946,24,self-employed,single,unknown,no,no,yes,cellular,jul,thu,342,2,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes
24788,40,management,married,university.degree,no,no,no,cellular,nov,tue,1122,2,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,yes
31325,32,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,230,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
7263,46,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,431,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
14229,29,admin.,married,high.school,unknown,no,no,cellular,jul,mon,35,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
15387,30,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,fri,474,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,yes
17645,54,self-employed,divorced,high.school,unknown,no,no,telephone,jul,mon,178,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
168,40,blue-collar,married,unknown,no,no,no,telephone,may,mon,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40653,44,management,married,university.degree,no,no,no,cellular,sep,wed,210,1,3,3,success,-1.1,94.199,-37.5,0.88,4963.6,yes
36671,51,technician,married,basic.9y,no,no,no,telephone,jun,fri,302,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
30291,37,admin.,single,university.degree,no,yes,no,cellular,apr,thu,261,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
18302,32,admin.,married,high.school,no,no,no,cellular,jul,wed,185,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
16383,31,technician,married,basic.9y,no,no,no,cellular,jul,wed,500,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
25579,46,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,wed,814,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
2554,31,admin.,married,high.school,unknown,yes,no,telephone,may,tue,101,13,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
9321,42,blue-collar,married,basic.9y,no,no,yes,telephone,jun,fri,213,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
38708,28,admin.,married,high.school,no,no,no,cellular,nov,tue,406,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
9522,56,retired,married,basic.6y,no,unknown,unknown,telephone,jun,mon,356,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
4372,51,admin.,married,basic.6y,unknown,no,no,telephone,may,tue,253,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
10635,51,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,781,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
22220,47,services,divorced,high.school,unknown,no,no,cellular,aug,thu,819,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
25447,35,technician,single,high.school,no,yes,yes,cellular,nov,wed,819,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
35659,34,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,mon,316,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
1305,39,management,married,university.degree,no,no,no,telephone,may,thu,1007,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
24853,36,housemaid,divorced,basic.9y,no,yes,no,cellular,nov,tue,59,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
27988,33,blue-collar,married,basic.6y,no,yes,no,cellular,apr,wed,165,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,yes
40628,34,admin.,married,university.degree,no,no,yes,cellular,sep,mon,250,3,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,yes
10938,45,blue-collar,divorced,unknown,unknown,yes,no,telephone,jun,wed,29,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
6906,42,admin.,single,basic.9y,unknown,no,no,telephone,may,thu,42,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
11977,33,unknown,married,unknown,unknown,yes,no,telephone,jun,wed,247,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
30055,61,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,266,5,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
28164,48,admin.,single,high.school,no,no,no,cellular,apr,mon,223,2,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
40109,62,technician,married,unknown,no,yes,no,cellular,jul,mon,248,1,999,2,failure,-1.7,94.215,-40.3,0.8270000000000001,4991.6,yes
4936,31,technician,married,high.school,no,yes,no,telephone,may,wed,69,4,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
8924,37,blue-collar,single,basic.6y,unknown,no,no,telephone,jun,thu,27,8,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
36471,31,services,married,high.school,no,no,no,cellular,jun,wed,592,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
38761,29,student,single,professional.course,no,no,no,cellular,nov,thu,227,3,3,2,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
32850,36,admin.,married,university.degree,no,no,no,cellular,may,mon,91,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
33500,27,technician,married,professional.course,no,no,no,cellular,may,tue,234,6,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
28167,34,blue-collar,married,basic.9y,unknown,yes,no,telephone,apr,mon,1353,2,5,1,success,-1.8,93.075,-47.1,1.466,5099.1,yes
5319,46,admin.,married,high.school,no,yes,no,telephone,may,fri,185,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
12767,56,services,married,basic.4y,unknown,no,no,cellular,jul,tue,534,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
27522,41,blue-collar,married,unknown,no,yes,no,cellular,nov,fri,663,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes
14287,26,admin.,single,high.school,no,yes,no,cellular,jul,mon,115,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
10495,32,technician,single,university.degree,no,yes,no,telephone,jun,tue,45,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10569,32,self-employed,married,professional.course,no,no,yes,telephone,jun,tue,705,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
34523,32,blue-collar,married,basic.9y,no,unknown,unknown,cellular,may,thu,1020,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
25391,43,housemaid,single,basic.9y,no,no,no,cellular,nov,tue,173,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
39305,53,blue-collar,single,basic.9y,no,unknown,unknown,cellular,mar,thu,362,1,9,2,success,-1.8,93.369,-34.8,0.643,5008.7,yes
39876,29,admin.,married,high.school,no,yes,no,cellular,jun,wed,292,1,999,1,failure,-1.7,94.055,-39.8,0.727,4991.6,yes
33515,30,student,single,university.degree,no,yes,no,cellular,may,tue,775,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes
18392,35,technician,married,professional.course,no,no,no,cellular,jul,thu,207,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
35586,33,admin.,single,professional.course,no,no,no,cellular,may,mon,843,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes
17916,39,services,married,high.school,no,yes,yes,cellular,jul,tue,197,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
11961,51,admin.,divorced,unknown,no,yes,no,telephone,jun,tue,528,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
36412,24,unknown,single,university.degree,no,no,no,cellular,jun,tue,119,1,3,2,success,-2.9,92.963,-40.8,1.262,5076.2,yes
10299,43,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,1395,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,yes
19679,50,admin.,married,basic.9y,no,yes,no,cellular,aug,thu,61,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
11075,60,retired,married,high.school,no,yes,no,telephone,jun,wed,340,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
34584,23,services,single,basic.9y,no,yes,no,cellular,may,thu,64,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
36954,59,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,thu,218,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes
40191,22,admin.,single,university.degree,no,yes,no,telephone,jul,mon,484,1,999,2,failure,-1.7,94.215,-40.3,0.87,4991.6,yes
7233,46,admin.,married,unknown,unknown,yes,no,telephone,may,thu,352,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
39167,52,services,married,high.school,unknown,yes,no,cellular,mar,thu,177,2,11,3,failure,-1.8,93.369,-34.8,0.654,5008.7,yes
7822,40,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,527,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
12290,46,self-employed,married,high.school,unknown,yes,no,telephone,jul,fri,121,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,no
16730,40,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,thu,50,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
25832,30,services,married,professional.course,no,yes,no,cellular,nov,wed,622,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
40312,71,retired,married,basic.9y,no,yes,yes,cellular,jul,fri,230,6,999,0,nonexistent,-1.7,94.215,-40.3,0.8959999999999999,4991.6,yes
7620,48,technician,single,unknown,no,yes,no,telephone,may,fri,722,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
19569,36,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,94,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
17090,50,retired,married,professional.course,no,yes,no,cellular,jul,fri,695,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
17088,34,blue-collar,single,unknown,no,no,yes,cellular,jul,fri,1000,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
39400,35,admin.,divorced,high.school,no,yes,no,telephone,apr,thu,216,3,999,1,failure,-1.8,93.749,-34.6,0.635,5008.7,yes
3863,44,admin.,married,university.degree,unknown,no,no,telephone,may,fri,165,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
36527,40,services,married,high.school,unknown,no,no,cellular,jun,wed,157,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
38089,38,admin.,single,university.degree,unknown,yes,no,cellular,sep,wed,153,1,3,1,success,-3.4,92.37899999999999,-29.8,0.768,5017.5,yes
33746,31,unemployed,married,basic.9y,no,no,no,cellular,may,wed,570,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes
39697,28,student,single,high.school,no,no,yes,cellular,may,wed,472,1,3,5,success,-1.8,93.876,-40.0,0.69,5008.7,yes
20946,41,technician,married,university.degree,unknown,yes,no,cellular,aug,thu,423,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
16033,31,admin.,single,university.degree,no,yes,no,cellular,jul,tue,72,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
15472,26,admin.,single,high.school,no,no,no,cellular,jul,fri,140,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
13409,34,admin.,married,high.school,no,no,no,cellular,jul,wed,359,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
16703,31,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,wed,280,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
39851,30,self-employed,married,university.degree,no,no,no,cellular,jun,mon,212,4,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,yes
26416,31,blue-collar,married,professional.course,unknown,no,no,cellular,nov,thu,230,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
31701,36,technician,single,high.school,no,yes,no,cellular,may,thu,426,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
3264,41,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,500,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
39295,52,admin.,married,university.degree,no,no,no,cellular,mar,tue,231,1,6,2,success,-1.8,93.369,-34.8,0.6459999999999999,5008.7,yes
26344,29,admin.,single,university.degree,no,yes,no,cellular,nov,thu,103,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
28043,28,blue-collar,single,high.school,no,yes,no,telephone,apr,thu,771,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes
27901,26,student,single,high.school,no,no,no,cellular,mar,thu,200,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.538,5099.1,yes
31865,34,services,married,professional.course,unknown,yes,yes,cellular,may,thu,18,8,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
23527,41,technician,divorced,professional.course,no,yes,yes,cellular,aug,thu,100,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
10977,41,services,married,high.school,no,unknown,unknown,telephone,jun,wed,707,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
30359,36,admin.,married,university.degree,no,yes,no,cellular,apr,thu,970,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,yes
14813,30,admin.,married,university.degree,no,yes,no,cellular,jul,wed,1150,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
28715,47,admin.,single,high.school,no,no,no,cellular,apr,thu,1025,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
37636,46,entrepreneur,married,high.school,no,yes,no,cellular,aug,mon,109,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.861,5076.2,no
38694,24,unemployed,married,high.school,no,yes,no,cellular,nov,mon,98,1,999,1,failure,-3.4,92.649,-30.1,0.715,5017.5,yes
21104,35,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,139,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
15211,28,blue-collar,single,unknown,no,no,no,cellular,jul,thu,637,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,yes
36569,52,admin.,married,university.degree,no,yes,yes,cellular,jun,wed,247,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
40141,29,technician,single,basic.9y,no,yes,no,telephone,jul,wed,247,1,6,1,success,-1.7,94.215,-40.3,0.84,4991.6,yes
39244,46,admin.,married,university.degree,no,no,no,telephone,mar,thu,184,1,3,1,success,-1.8,93.369,-34.8,0.65,5008.7,no
13705,31,admin.,married,high.school,no,yes,no,cellular,jul,thu,627,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
30847,37,management,single,university.degree,no,yes,no,cellular,may,tue,42,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
2040,49,management,divorced,high.school,unknown,yes,no,telephone,may,mon,145,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
15866,57,blue-collar,married,professional.course,unknown,yes,no,cellular,jul,mon,857,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
24220,33,blue-collar,single,basic.9y,no,yes,no,cellular,nov,mon,214,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
35636,28,services,single,high.school,no,yes,no,cellular,may,mon,91,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
20135,47,admin.,married,university.degree,no,no,no,cellular,aug,mon,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38556,72,retired,married,basic.6y,no,yes,yes,cellular,oct,thu,189,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes
15963,32,admin.,married,high.school,no,no,no,cellular,jul,mon,549,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
3057,60,retired,married,high.school,no,no,no,telephone,may,wed,278,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
10462,36,blue-collar,single,university.degree,unknown,no,no,telephone,jun,mon,323,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
21297,31,technician,married,professional.course,no,no,no,cellular,aug,mon,22,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
38200,37,housemaid,single,university.degree,no,no,no,cellular,oct,tue,296,3,999,0,nonexistent,-3.4,92.431,-26.9,0.7440000000000001,5017.5,yes
36225,29,admin.,single,high.school,no,yes,no,cellular,jun,mon,295,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
2846,38,admin.,married,university.degree,no,no,no,telephone,may,wed,438,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
41003,37,management,married,university.degree,no,yes,no,cellular,oct,thu,150,3,5,5,success,-1.1,94.601,-49.5,1.025,4963.6,yes
15605,26,admin.,single,university.degree,no,yes,no,cellular,jul,mon,200,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
18471,37,unemployed,single,university.degree,no,yes,no,cellular,jul,thu,47,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
38839,25,admin.,single,university.degree,no,no,yes,cellular,nov,mon,295,1,7,2,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
30153,35,services,married,high.school,no,yes,no,cellular,apr,thu,412,1,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
30471,36,unemployed,single,university.degree,no,yes,no,cellular,may,mon,251,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes
3245,27,services,single,high.school,unknown,no,no,telephone,may,thu,144,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31249,27,admin.,married,high.school,no,no,yes,cellular,may,wed,251,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
39190,74,retired,married,unknown,no,no,yes,cellular,mar,fri,607,2,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,yes
32225,55,blue-collar,divorced,basic.4y,no,no,no,cellular,may,fri,278,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
27983,49,admin.,married,basic.6y,no,yes,no,cellular,apr,wed,805,2,999,1,failure,-1.8,93.075,-47.1,1.4980000000000002,5099.1,yes
1495,41,technician,married,professional.course,no,no,no,telephone,may,thu,112,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
13710,31,admin.,married,high.school,no,no,no,cellular,jul,thu,634,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
23909,51,unknown,married,unknown,unknown,yes,no,cellular,aug,fri,165,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
760,46,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,117,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
40280,57,blue-collar,married,basic.4y,no,no,yes,cellular,jul,wed,471,2,999,0,nonexistent,-1.7,94.215,-40.3,0.8959999999999999,4991.6,yes
28939,29,admin.,single,university.degree,no,no,no,cellular,apr,fri,678,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
15042,32,admin.,married,university.degree,no,no,no,cellular,jul,thu,45,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
28073,37,management,married,high.school,no,yes,no,cellular,apr,fri,445,1,999,2,failure,-1.8,93.075,-47.1,1.479,5099.1,no
33030,37,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,may,mon,170,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
1999,47,blue-collar,single,basic.4y,no,yes,no,telephone,may,mon,345,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29588,26,admin.,single,high.school,no,no,no,telephone,apr,mon,216,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
39195,38,technician,single,high.school,no,yes,no,cellular,mar,fri,292,2,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,yes
20254,52,unemployed,married,university.degree,no,yes,no,cellular,aug,mon,445,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
575,42,admin.,married,high.school,no,no,no,telephone,may,tue,695,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32328,35,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,568,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,yes
10244,48,services,married,high.school,no,yes,no,telephone,jun,mon,57,8,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
41004,80,retired,married,professional.course,no,yes,no,cellular,oct,thu,411,1,999,1,failure,-1.1,94.601,-49.5,1.025,4963.6,yes
20343,53,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,506,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
40709,57,admin.,divorced,high.school,no,no,no,cellular,sep,tue,473,1,3,5,success,-1.1,94.199,-37.5,0.877,4963.6,yes
21655,31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,1032,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
37704,37,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,329,3,9,1,success,-2.9,92.20100000000001,-31.4,0.851,5076.2,yes
5337,49,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,281,27,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
