Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
,,,P.S. 107 THOMAS A DOOLEY,3.43E+11,25Q107,25,40.755444,-73.799406,"167-02 45TH AVE FLUSHING, NY 11358",FLUSHING,11358,"PK,0K,01,02,03,04,05",PK,5,No,0.43,63863.56,0.2,0.51,0.01,0.32,0.34,0.14,0.96,0.12,0.82,Approaching Target,0.8,Approaching Target,0.91,Meeting Target,0.65,Not Meeting Target,0.85,Meeting Target,0.83,Approaching Target,Meeting Target,2.71,3.16,146,6,0,0,0,4,0,0,0,2,152,28,0,0,1,22,0,0,0,17,136,20,0,0,2,17,0,0,0,13,141,37,0,0,2,32,0,0,2,27,147,21,0,0,3,15,0,0,0,10,154,49,0,0,3,39,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 120 QUEENS,3.43E+11,25Q120,25,40.745218,-73.828746,"58-01 136TH ST FLUSHING, NY 11355",FLUSHING,11355,"PK,0K,01,02,03,04,05",PK,5,No,0.61,43621.61,0.39,0.83,0.01,0.15,0.15,0.02,0.97,0.08,0.91,Meeting Target,0.83,Meeting Target,0.93,Exceeding Target,0.76,Approaching Target,0.76,Not Meeting Target,0.84,Approaching Target,Exceeding Target,2.71,3.27,187,8,0,0,0,7,0,0,0,2,193,53,0,0,0,52,0,0,9,31,149,17,0,0,0,16,0,0,1,11,160,48,0,0,0,47,0,0,6,21,155,18,0,0,2,15,0,0,0,8,162,48,0,0,1,46,0,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 129 PATRICIA LARKIN,3.43E+11,25Q129,25,40.789929,-73.839501,"128-02 7TH AVE COLLEGE POINT, NY 11356",COLLEGE POINT,11356,"PK,0K,01,02,03,04,05",PK,5,No,0.45,62563.19,0.14,0.31,0.02,0.51,0.52,0.15,0.94,0.16,0.94,Meeting Target,0.97,Exceeding Target,0.97,Exceeding Target,0.94,Exceeding Target,0.85,Meeting Target,0.98,Exceeding Target,Exceeding Target,2.95,3.3,181,14,0,0,7,7,0,0,0,10,185,75,0,0,29,35,0,0,7,57,156,28,0,0,13,14,0,0,1,24,160,58,0,0,18,34,0,0,4,47,162,24,0,0,9,13,0,0,0,17,166,53,0,0,14,35,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 130,3.43E+11,25Q130,26,40.760072,-73.783908,"200-01 42ND AVE BAYSIDE, NY 11361",BAYSIDE,11361,"0K,01,02,03",0K,3,No,0.31,63770.09,0.13,0.53,0.03,0.18,0.21,0.23,0.95,0.14,0.99,N/A,0.97,N/A,0.99,N/A,0.91,N/A,0.89,N/A,0.98,N/A,N/A,N/A,N/A,46,1,0,0,0,1,0,0,0,0,46,20,0,0,0,13,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 154 QUEENS,3.43E+11,25Q154,25,40.726437,-73.807592,"75-02 162ND ST FLUSHING, NY 11366",FLUSHING,11366,"PK,0K,01,02,03,04,05",PK,5,No,0.55,51933.12,0.24,0.55,0.08,0.23,0.3,0.13,0.95,0.12,0.96,Exceeding Target,0.91,Meeting Target,0.96,Exceeding Target,0.89,Exceeding Target,0.83,Meeting Target,0.94,Exceeding Target,Approaching Target,2.63,2.93,100,18,0,0,3,13,1,0,0,14,106,30,0,0,3,26,1,0,2,23,113,21,0,0,4,14,2,0,0,18,123,30,0,0,5,19,5,0,3,26,122,21,0,0,5,13,2,0,0,15,124,33,0,0,6,22,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 163 FLUSHING HEIGHTS,3.43E+11,25Q163,25,40.741093,-73.808757,"159-01 59TH AVE FLUSHING, NY 11365",FLUSHING,11365,"PK,0K,01,02,03,04,05",PK,5,No,0.48,56868.76,0.45,0.79,0.03,0.15,0.18,0.02,0.97,0.07,0.94,Exceeding Target,0.95,Meeting Target,0.95,Exceeding Target,0.9,Exceeding Target,0.81,Approaching Target,0.98,Exceeding Target,Meeting Target,2.87,3.35,93,11,0,0,0,10,0,0,0,5,98,40,0,0,2,37,0,0,8,25,94,26,0,0,0,26,0,0,2,19,98,52,0,0,0,50,0,0,13,40,85,12,0,0,1,10,0,0,1,9,87,26,0,0,2,22,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 164 QUEENS VALLEY,3.43E+11,25Q164,25,40.721159,-73.823164,"138-01 77TH AVE FLUSHING, NY 11367",FLUSHING,11367,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.42,64280.02,0.1,0.29,0.06,0.26,0.32,0.38,0.95,0.1,0.89,Meeting Target,0.88,Meeting Target,0.83,Meeting Target,0.76,Meeting Target,0.79,Approaching Target,0.89,Meeting Target,Meeting Target,2.95,3.24,45,3,0,0,0,0,1,0,0,3,45,17,0,0,0,7,5,0,0,13,57,12,0,0,2,0,4,0,0,8,57,16,0,0,5,0,4,0,0,11,57,13,0,0,0,7,5,0,0,9,58,15,0,0,0,7,7,0,0,11,80,36,0,0,4,19,11,0,0,27,82,41,0,0,5,23,13,0,0,31,83,16,0,0,5,6,3,0,0,12,82,15,0,0,2,10,2,0,0,13,65,14,0,1,2,7,4,0,0,11,42,4,0,0,0,0,1,0,0,2
,,,P.S. 165 EDITH K. BERGTRAUM,3.43E+11,25Q165,25,40.729597,-73.817716,"70-35 150TH ST FLUSHING, NY 11367",FLUSHING,11367,"PK,0K,01,02,03,04,05",PK,5,No,0.54,49632.93,0.1,0.55,0.12,0.19,0.31,0.12,0.95,0.14,0.9,Exceeding Target,0.8,Meeting Target,0.92,Exceeding Target,0.66,Approaching Target,0.82,Approaching Target,0.8,Approaching Target,Meeting Target,2.78,3.11,138,33,0,0,3,27,2,0,0,23,138,65,0,0,5,53,5,0,2,41,97,24,0,1,2,20,0,0,0,15,98,35,0,2,6,23,0,0,0,24,91,17,0,0,2,14,0,0,0,10,90,28,0,1,4,22,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 169 BAY TERRACE,3.43E+11,25Q169,25,40.782346,-73.77844,"18-25 212TH ST BAYSIDE, NY 11360",BAYSIDE,11360,"PK,0K,01,02,03,04,05",PK,5,No,0.22,78377.51,0.04,0.34,0.04,0.2,0.25,0.4,0.95,0.09,0.97,Exceeding Target,0.98,Exceeding Target,0.95,Exceeding Target,0.92,Exceeding Target,0.88,Meeting Target,0.97,Exceeding Target,Meeting Target,2.9,3.12,61,7,0,0,0,5,1,0,0,1,61,15,0,0,0,11,3,0,0,4,62,8,0,0,0,5,1,0,0,2,62,14,0,0,0,8,4,0,0,2,55,15,0,0,0,8,6,0,0,5,55,15,0,0,0,10,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 184 FLUSHING MANOR,3.43E+11,25Q184,25,40.778164,-73.799841,"163-15 21ST RD WHITESTONE, NY 11357",WHITESTONE,11357,"PK,0K,01,02,03,04,05",PK,5,No,0.24,66656.2,0.08,0.37,0,0.15,0.15,0.46,0.97,0.05,0.98,Exceeding Target,0.98,Exceeding Target,0.99,Exceeding Target,0.94,Exceeding Target,0.87,Meeting Target,0.99,Exceeding Target,Meeting Target,2.94,3.27,88,14,0,0,0,8,6,0,0,6,89,34,0,0,0,24,10,0,2,14,81,14,0,0,0,9,5,0,0,7,81,31,0,0,0,18,12,0,0,14,76,26,0,0,3,11,12,0,0,8,77,30,0,0,5,13,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,J.H.S. 185 EDWARD BLEEKER,3.43E+11,25Q185,25,40.775122,-73.8185,"147-26 25TH DR FLUSHING, NY 11354",FLUSHING,11354,"06,07,08",6,8,No,0.44,N/A,0.1,0.55,0.04,0.29,0.32,0.12,0.96,0.1,0.89,Meeting Target,0.92,Exceeding Target,0.87,Meeting Target,0.87,Meeting Target,0.71,Approaching Target,0.93,Meeting Target,Meeting Target,2.92,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,160,0,0,14,120,24,0,0,106,509,241,0,0,25,186,27,0,18,176,467,102,0,0,15,74,11,0,0,66,485,180,0,0,17,148,11,0,7,132,521,129,0,2,12,99,16,0,0,85,409,87,1,1,11,67,7,0,6,68
,,,J.H.S. 189 DANIEL CARTER BEARD,3.43E+11,25Q189,25,40.760344,-73.817909,"144-80 BARCLAY AVE FLUSHING, NY 11355",FLUSHING,11355,"06,07,08",6,8,No,0.63,N/A,0.24,0.69,0.03,0.25,0.28,0.03,0.97,0.05,0.94,Meeting Target,0.94,Meeting Target,0.88,Exceeding Target,0.88,Meeting Target,0.69,Approaching Target,0.9,Meeting Target,Meeting Target,2.64,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,33,0,0,2,30,1,0,0,15,245,83,0,0,4,73,3,0,11,51,213,32,0,0,5,25,0,0,0,17,224,59,0,0,6,53,0,0,5,32,200,22,0,0,2,18,0,0,0,20,151,11,0,0,0,11,0,0,6,4
,,,P.S. 193 ALFRED J. KENNEDY,3.43E+11,25Q193,25,40.792326,-73.809516,"152-20 11TH AVE WHITESTONE, NY 11357",WHITESTONE,11357,"PK,0K,01,02,03,04,05",PK,5,No,0.2,81951.03,0.09,0.24,0.01,0.2,0.21,0.54,0.95,0.11,0.98,Meeting Target,0.95,Meeting Target,0.99,Meeting Target,0.88,Meeting Target,0.86,Meeting Target,0.93,Meeting Target,Meeting Target,2.83,3.22,94,9,0,0,0,2,3,0,0,2,96,45,0,0,0,20,16,0,1,24,57,12,0,0,0,2,10,0,0,4,57,15,0,0,2,4,9,0,1,5,68,10,0,0,0,0,8,0,0,1,70,18,0,0,3,0,8,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,J.H.S. 194 WILLIAM CARR,3.43E+11,25Q194,25,40.78322,-73.806977,"154-60 17TH AVE WHITESTONE, NY 11357",WHITESTONE,11357,"06,07,08",6,8,No,0.34,N/A,0.07,0.35,0.02,0.29,0.31,0.33,0.95,0.12,0.86,Meeting Target,0.84,Exceeding Target,0.82,Meeting Target,0.77,Approaching Target,0.75,Approaching Target,0.87,Meeting Target,Approaching Target,2.87,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,110,0,0,0,66,32,0,0,44,378,155,0,0,0,101,35,0,7,80,355,58,0,0,8,26,19,0,0,23,358,101,0,0,11,62,26,0,1,59,324,76,0,0,13,39,21,0,0,37,325,79,0,0,9,52,17,0,1,46
,,,P.S./M.S. 200 - THE POMONOK SCHOOL & STAR ACADEMY,3.43E+11,25Q200,25,40.73106,-73.805449,"70-10 164TH ST FLUSHING, NY 11365",FLUSHING,11365,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.53,47345.33,0.06,0.13,0.23,0.46,0.69,0.16,0.94,0.18,0.89,Approaching Target,0.92,Meeting Target,0.78,Approaching Target,0.88,Exceeding Target,0.83,Meeting Target,0.91,Meeting Target,Meeting Target,2.66,2.61,40,1,0,0,1,0,0,0,0,0,40,3,0,0,1,0,0,0,0,2,45,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,1,0,0,0,46,4,0,1,1,0,0,0,0,2,46,9,0,2,4,0,0,0,0,7,61,17,0,5,6,0,4,0,0,10,61,8,0,2,1,0,2,0,0,4,52,6,0,0,2,2,0,0,0,4,52,3,0,0,0,2,0,0,0,1,46,4,0,1,2,1,0,0,0,4,45,2,0,0,0,2,0,0,0,1
,,,P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,3.43E+11,25Q201,25,40.736521,-73.813001,"65-11 155TH ST FLUSHING, NY 11367",FLUSHING,11367,"PK,0K,01,02,03,04,05",PK,5,No,0.75,34723.19,0.09,0.18,0.41,0.36,0.77,0.04,0.92,0.29,0.9,Exceeding Target,0.83,Meeting Target,0.92,Meeting Target,0.75,Approaching Target,0.84,Meeting Target,0.89,Meeting Target,Meeting Target,2.56,2.72,53,4,0,0,1,0,0,0,0,2,55,6,0,1,2,0,0,0,0,2,62,3,0,0,0,0,0,0,0,0,61,5,0,0,0,0,0,0,0,0,66,8,0,1,2,0,0,0,0,5,68,13,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 209 CLEARVIEW GARDENS,3.43E+11,25Q209,25,40.783714,-73.795027,"16-10 UTOPIA PKWY WHITESTONE, NY 11357",WHITESTONE,11357,"PK,0K,01,02,03,04,05",PK,5,No,0.2,64911.92,0.04,0.41,0.01,0.17,0.17,0.39,0.97,0.04,0.95,Exceeding Target,0.98,Exceeding Target,0.97,Exceeding Target,0.91,Exceeding Target,0.84,Meeting Target,0.96,Exceeding Target,Meeting Target,3.13,3.53,81,10,0,0,1,4,3,0,0,2,83,34,0,0,2,15,14,0,0,9,128,55,0,0,0,43,9,0,0,25,129,73,0,0,0,59,11,0,0,32,99,22,0,0,0,12,8,0,0,8,98,39,0,0,0,24,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 214 CADWALLADER COLDEN,3.43E+11,25Q214,25,40.770194,-73.82762,"31-15 140TH ST FLUSHING, NY 11354",FLUSHING,11354,"PK,0K,01,02,03,04,05",PK,5,No,0.58,50336.56,0.15,0.65,0.05,0.24,0.3,0.03,0.96,0.1,0.89,Meeting Target,0.9,Meeting Target,0.95,Meeting Target,0.86,Meeting Target,0.83,Meeting Target,0.92,Meeting Target,Exceeding Target,2.82,3.09,131,13,0,1,0,11,1,0,0,6,136,52,0,0,2,48,2,0,2,38,85,17,0,0,1,16,0,0,0,14,86,27,0,0,0,24,0,0,2,22,81,7,0,0,3,4,0,0,0,5,85,20,0,1,3,16,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 219 PAUL KLAPPER,3.43E+11,25Q219,25,40.735855,-73.823583,"144-39 GRAVETT RD FLUSHING, NY 11367",FLUSHING,11367,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.46,61994.44,0.15,0.44,0.09,0.32,0.4,0.16,0.96,0.13,0.91,Exceeding Target,0.86,Exceeding Target,0.9,Meeting Target,0.82,Meeting Target,0.78,Approaching Target,0.88,Meeting Target,Exceeding Target,2.71,2.97,53,1,0,0,0,1,0,0,0,1,56,12,0,0,1,10,0,0,1,8,61,10,0,1,1,8,0,0,0,7,61,12,0,0,1,11,0,0,1,9,59,6,0,1,2,3,0,0,0,5,62,7,0,1,3,3,0,0,1,6,70,11,0,0,1,10,0,0,0,7,70,28,0,0,4,23,0,0,1,21,71,15,0,0,2,10,3,0,0,9,72,22,0,0,1,19,2,0,1,16,73,18,0,3,3,12,0,0,0,15,9,0,0,0,0,0,0,0,0,0
,,,I.S. 237,3.43E+11,25Q237,25,40.749539,-73.821454,"46-21 COLDEN ST FLUSHING, NY 11355",FLUSHING,11355,"06,07,08",6,8,No,0.56,N/A,0.19,0.73,0.07,0.17,0.25,0.02,0.96,0.13,0.78,Meeting Target,0.78,Approaching Target,0.78,Approaching Target,0.71,Approaching Target,0.66,Not Meeting Target,0.83,Approaching Target,Meeting Target,2.72,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,92,0,2,4,84,0,0,0,69,416,161,0,1,10,147,0,0,19,130,363,66,0,1,3,60,0,0,0,48,392,151,0,2,4,143,0,0,7,122,381,76,2,0,7,66,1,0,0,56,386,151,2,1,6,141,1,0,18,122
,,,P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOOL,3.43E+11,25Q242,25,40.769789,-73.832019,"29-66 137TH ST FLUSHING, NY 11354",FLUSHING,11354,"0K,01,02,03",0K,3,No,0.52,48735.89,0.28,0.74,0.03,0.15,0.18,0.05,0.96,0.12,0.93,N/A,0.92,N/A,0.99,N/A,0.7,N/A,0.85,N/A,0.86,N/A,N/A,N/A,N/A,68,6,0,0,0,5,0,0,0,3,70,38,0,0,1,34,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,THE ACTIVE LEARNING ELEMENTARY SCHOOL,3.43E+11,25Q244,25,40.754465,-73.826204,"137-20 FRANKLIN AVE FLUSHING, NY 11367",FLUSHING,11367,"0K,01,02,03",0K,3,No,0.58,41791.27,0.56,0.86,0.02,0.08,0.1,0.03,0.97,0.04,0.88,N/A,0.96,N/A,0.99,N/A,0.94,N/A,0.87,N/A,0.98,N/A,N/A,N/A,N/A,66,11,0,0,0,9,0,0,1,9,66,35,0,0,0,32,0,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL,3.43E+11,25Q250,25,40.724191,-73.80937,"158-40 76TH RD FLUSHING, NY 11366",FLUSHING,11366,"06,07,08",6,8,No,0.61,N/A,0.18,0.33,0.28,0.25,0.53,0.11,0.92,0.28,0.8,Approaching Target,0.79,Approaching Target,0.85,Approaching Target,0.73,Approaching Target,0.71,Approaching Target,0.87,Meeting Target,Meeting Target,2.4,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,6,0,2,2,1,0,0,0,5,131,14,0,1,0,11,0,0,0,11,119,7,0,0,0,5,0,0,0,7,123,15,0,0,0,13,0,0,3,13,95,4,0,0,1,2,1,0,0,3,103,6,0,0,0,5,0,0,0,6
,,,"QUEENS SCHOOL OF INQUIRY, THE",3.43E+11,25Q252,25,40.724191,-73.80937,"158-40 76TH RD FLUSHING, NY 11366",FLUSHING,11366,"06,07,08,09,10,11,12",6,12,No,0.44,N/A,0.02,0.4,0.17,0.23,0.4,0.18,0.96,0.09,0.81,Meeting Target,0.87,Approaching Target,0.85,Meeting Target,0.82,Meeting Target,0.73,Approaching Target,0.89,Meeting Target,Approaching Target,2.8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,8,0,1,1,6,0,0,0,4,71,3,0,0,0,3,0,0,0,1,75,5,0,0,0,2,0,0,0,1,74,3,0,0,0,2,0,0,0,2,69,12,0,0,3,7,2,0,0,7,47,1,0,0,1,0,0,0,0,1
