Date,Team,Time,Opponent,Rank,Site,TV,Result,Attendance,Current Wins,Current Losses,Stadium Capacity,Fill Rate,New Coach,Tailgating,PRCP,SNOW,SNWD,TMAX,TMIN,Opponent_Rank,Conference,Year,Month,Day
10/25/2008,Kansas State,11:30 AM,No. 4 Oklahoma,NR,"Bill Snyder Family Football StadiumManhattan, KS",FSN,L 35–58,47054,4,3,50000,0.94108,FALSE,FALSE,0.01,0,0,55,32,4,Big-12,2008,10,25
11/15/2008,Kansas State,2:35 PM,Nebraska,NR,"Bill Snyder Family Football StadiumManhattan, KS (rivalry)",Not on TV,L 28–56,48444,4,6,50000,0.96888,FALSE,FALSE,0.03,0,0,52,28,NR,Big-12,2008,11,15
11/22/2008,Kansas State,2:30 PM,Iowa State,NR,"Bill Snyder Family Football StadiumManhattan, KS (rivalry)",FCS,W 38–30,41266,4,7,50000,0.82532,FALSE,FALSE,0,0,0,37,13,NR,Big-12,2008,11,22
9/5/2009,Kansas State,6:10 PM,UMass*,NR,"Bill Snyder Family Football StadiumManhattan, KS",Not on TV,W 21–17,50750,0,0,50000,1.015,TRUE,FALSE,0.01,0,0,79,58,NR,Big-12,2009,9,5
9/26/2009,Kansas State,1:10 PM,Tennessee Tech*,NR,"Bill Snyder Family Football StadiumManhattan, KS",Not on TV,W 49–7,48094,1,2,50000,0.96188,TRUE,FALSE,0.19,0,0,74,45,NR,Big-12,2009,9,26
10/17/2009,Kansas State,6:00 PM,Texas A&M,NR,"Bill Snyder Family Football StadiumManhattan, KS",FCS,W 62–14,44934,3,3,50000,0.89868,TRUE,FALSE,0,0,0,55,34,NR,Big-12,2009,10,17
10/24/2009,Kansas State,11:30 AM,Colorado,NR,"Bill Snyder Family Football StadiumManhattan, KS",FCS,W 20–6,42019,4,3,50000,0.84038,TRUE,FALSE,0,0,0,52,33,NR,Big-12,2009,10,24
11/7/2009,Kansas State,11:30 AM,Kansas,NR,"Bill Snyder Family Football StadiumManhattan, KS (rivalry)",Versus,W 17–10,48306,5,4,50000,0.96612,TRUE,FALSE,0,0,0,73,41,NR,Big-12,2009,11,7
11/14/2009,Kansas State,11:30 AM,Missouri,NR,"Bill Snyder Family Football StadiumManhattan, KS",Versus,L 12–38,46476,6,4,50000,0.92952,TRUE,FALSE,0,0,0,70,47,NR,Big-12,2009,11,14
9/4/2010,Kansas State,2:30 PM,UCLA*,NR,"Bill Snyder Family Football StadiumManhattan, KS",ABC/ESPN2,W 31–22,51059,0,0,50000,1.02118,FALSE,FALSE,0,0,0,78,45,NR,Big-12,2010,9,4
9/11/2010,Kansas State,6:10 PM,Missouri State*,NR,"Bill Snyder Family Football StadiumManhattan, KS",Not on TV,W 48–24,48672,1,0,50000,0.97344,FALSE,FALSE,0.24,0,0,90,60,NR,Big-12,2010,9,11
9/25/2010,Kansas State,11:30 AM,UCF*,NR,"Bill Snyder Family Football StadiumManhattan, KS",FSN,W 17–13,50586,3,0,50000,1.01172,FALSE,FALSE,0,0,0,79,52,NR,Big-12,2010,9,25
10/7/2010,Kansas State,6:30 PM,No. 7 Nebraska,NR,"Bill Snyder Family Football StadiumManhattan, KS (rivalry)",ESPN,L 13–48,51015,4,0,50000,1.0203,FALSE,FALSE,0,0,0,85,50,7,Big-12,2010,10,7
10/30/2010,Kansas State,11:00 AM,No. 20 Oklahoma State,NR,"Bill Snyder Family Football StadiumManhattan, KS",FSN,L 14–24,50831,5,2,50000,1.01662,FALSE,FALSE,0,0,0,71,32,20,Big-12,2010,10,30
11/6/2010,Kansas State,7:00 PM,Texas,NR,"Bill Snyder Family Football StadiumManhattan, KS",ESPN2,W 39–14,46734,5,3,50000,0.93468,FALSE,FALSE,0,0,0,54,25,NR,Big-12,2010,11,6
9/3/2011,Kansas State,6:00 PM,Eastern Kentucky*,NR,"Bill Snyder Family Football StadiumManhattan, KS",K-StateHD.TV,W 10–7,50292,0,0,50000,1.00584,FALSE,FALSE,0,0,0,101,80,NR,Big-12,2011,9,3
9/17/2011,Kansas State,6:00 PM,Kent State*,NR,"Bill Snyder Family Football StadiumManhattan, KS",FCS,W 37–0,50483,1,0,50000,1.00966,FALSE,FALSE,0.02,0,0,59,48,NR,Big-12,2011,9,17
10/1/2011,Kansas State,2:30 PM,No. 15 Baylor,NR,"Bill Snyder Family Football StadiumManhattan, KS",ABC/ESPN,W 36–35,49399,3,0,50000,0.98798,FALSE,FALSE,0,0,0,71,41,15,Big-12,2011,10,1
10/8/2011,Kansas State,2:30 PM,Missouri,20,"Bill Snyder Family Football StadiumManhattan, KS",ABC/ESPN3,W 24–17,48435,4,0,50000,0.9687,FALSE,FALSE,0,0,0,84,69,NR,Big-12,2011,10,8
10/29/2011,Kansas State,2:30 PM,No. 11 Oklahoma,10,"Bill Snyder Family Football StadiumManhattan, KS",ESPN,L 17–58,51004,7,0,50000,1.02008,FALSE,FALSE,0,0,0,61,31,11,Big-12,2011,10,29
11/12/2011,Kansas State,2:30 PM,Texas A&M,17,"Bill Snyder Family Football StadiumManhattan, KS",ABC,W 53–50 4OT,46204,7,2,50000,0.92408,FALSE,FALSE,0,0,0,63,38,NR,Big-12,2011,11,12
12/3/2011,Kansas State,11:30 AM,Iowa State,16,"Bill Snyder Family Football StadiumManhattan, KS (rivalry)",FSN,W 30–23,47392,9,2,50000,0.94784,FALSE,FALSE,0.65,0,0,39,18,NR,Big-12,2011,12,3
9/1/2012,Kansas State,6:00 PM,Missouri State*,22,"Bill Snyder Family Football StadiumManhattan, KS",K-StateHD.TV,W 51–9,50007,0,0,50000,1.00014,FALSE,FALSE,0,0,0,93,65,NR,Big-12,2012,9,1
9/8/2012,Kansas State,11:00 AM,Miami (FL)*,21,"Bill Snyder Family Football StadiumManhattan, KS",FX,W 52–13,48843,1,0,50000,0.97686,FALSE,FALSE,0.21,0,0,76,49,NR,Big-12,2012,9,8
9/15/2012,Kansas State,6:00 PM,North Texas*,15,"Bill Snyder Family Football StadiumManhattan, KS",FSN,W 35–21,50290,2,0,50000,1.0058,FALSE,FALSE,0,0,0,74,48,NR,Big-12,2012,9,15
10/6/2012,Kansas State,11:00 AM,Kansas,7,"Bill Snyder Family Football StadiumManhattan, KS (rivalry)",FX,W 56–16,50344,4,0,50000,1.00688,FALSE,FALSE,0,0,0,52,40,NR,Big-12,2012,10,6
10/27/2012,Kansas State,2:30 PM,No. 15 Texas Tech,4,"Bill Snyder Family Football StadiumManhattan, KS",FOX,W 55–24,50766,7,0,50000,1.01532,FALSE,FALSE,0,0,0,45,26,15,Big-12,2012,10,27
11/3/2012,Kansas State,7:00 PM,Oklahoma State,3,"Bill Snyder Family Football StadiumManhattan, KS",ABC,W 44–30,50781,8,0,50000,1.01562,FALSE,FALSE,0,0,0,67,37,NR,Big-12,2012,11,3
12/1/2012,Kansas State,7:00 PM,No. 23 Texas,7,"Bill Snyder Family Football StadiumManhattan, KS",ABC,W 42–24,50912,10,1,50000,1.01824,FALSE,FALSE,0,0,0,58,32,23,Big-12,2012,12,1
8/30/2013,Kansas State,7:30 PM,No. 1 (FCS) North Dakota State*,NR,"Bill Snyder Family Football StadiumManhattan, KS",FS1,L 21–24,53351,0,0,50000,1.06702,FALSE,FALSE,0,0,0,99,74,NR,Big-12,2013,8,30
9/7/2013,Kansas State,5:30 PM,Louisiana–Lafayette*,NR,"Bill Snyder Family Football StadiumManhattan, KS",FS1,W 48–27,53073,0,1,50000,1.06146,FALSE,FALSE,0,0,0,95,68,NR,Big-12,2013,9,7
9/14/2013,Kansas State,6:00 PM,UMass*,NR,"Bill Snyder Family Football StadiumManhattan, KS",K-StateHD.TV,W 37–7,52894,1,1,50000,1.05788,FALSE,FALSE,0,0,0,77,55,NR,Big-12,2013,9,14
10/12/2013,Kansas State,2:30 PM,No. 15 Baylor,NR,"Bill Snyder Family Football StadiumManhattan, KS",FOX,L 25–35,52803,2,3,50000,1.05606,FALSE,FALSE,0,0,0,81,44,15,Big-12,2013,10,12
10/26/2013,Kansas State,2:45 PM,West Virginia,NR,"Bill Snyder Family Football StadiumManhattan, KS",FS1,W 35–12,52898,2,4,50000,1.05796,FALSE,FALSE,0,0,0,59,29,NR,Big-12,2013,10,26
11/2/2013,Kansas State,2:30 PM,Iowa State,NR,"Bill Snyder Family Football StadiumManhattan, KS (rivalry)",FS1,W 41–7,52542,3,4,50000,1.05084,FALSE,FALSE,0.03,0,0,61,39,NR,Big-12,2013,11,2
11/16/2013,Kansas State,2:30 PM,TCU,NR,"Bill Snyder Family Football StadiumManhattan, KS",FSN,W 33–31,52697,5,4,50000,1.05394,FALSE,FALSE,0,0,0,61,34,NR,Big-12,2013,11,16
11/23/2013,Kansas State,11:00 AM,No. 22 Oklahoma,NR,"Bill Snyder Family Football StadiumManhattan, KS",FS1,L 31–41,52773,6,4,50000,1.05546,FALSE,FALSE,0,0,0,29,19,22,Big-12,2013,11,23
8/30/2014,Kansas State,6:10 PM,Stephen F. Austin*,20,"Bill Snyder Family Football StadiumManhattan, KS",K-StateHD.TV,W 55–16,52830,0,0,50000,1.0566,FALSE,FALSE,0.02,0,0,86,65,NR,Big-12,2014,8,30
9/18/2014,Kansas State,6:30 PM,No. 5 Auburn*,20,"Bill Snyder Family Football StadiumManhattan, KS",ESPN,L 14–20,53046,2,0,50000,1.06092,FALSE,FALSE,0,0,0,79,63,5,Big-12,2014,9,18
9/27/2014,Kansas State,11:00 AM,UTEP*,25,"Bill Snyder Family Football StadiumManhattan, KS",FSN,W 58–28,52899,2,1,50000,1.05798,FALSE,FALSE,0,0,0,84,59,NR,Big-12,2014,9,27
10/4/2014,Kansas State,6:00 PM,Texas Tech,23,"Bill Snyder Family Football StadiumManhattan, KS",ESPNU,W 45–13,52726,3,1,50000,1.05452,FALSE,FALSE,0,0,0,58,36,NR,Big-12,2014,10,4
10/25/2014,Kansas State,11:00 AM,Texas,11,"Bill Snyder Family Football StadiumManhattan, KS",ESPN,W 23–0,52879,5,1,50000,1.05758,FALSE,FALSE,0,0,0,78,54,NR,Big-12,2014,10,25
11/1/2014,Kansas State,7:00 PM,Oklahoma State,9,"Bill Snyder Family Football StadiumManhattan, KS",ABC,W 48–14,53746,6,1,50000,1.07492,FALSE,FALSE,0,0,0,47,26,NR,Big-12,2014,11,1
11/29/2014,Kansas State,3:00 PM,Kansas,12,"Bill Snyder Family Football StadiumManhattan, KS (rivalry)",FS1,W 51–13,53439,8,2,50000,1.06878,FALSE,FALSE,0,0,0,64,36,NR,Big-12,2014,11,29
9/5/2015,Kansas State,6:00 PM,South Dakota*,NR,"Bill Snyder Family Football StadiumManhattan, KS",K-StateHD.TV,W 34–0,53297,0,0,50000,1.06594,FALSE,FALSE,0,0,0,94,75,NR,Big-12,2015,9,5
9/19/2015,Kansas State,2:00 PM,Louisiana Tech*,NR,"Bill Snyder Family Football StadiumManhattan, KS",FSN,W 39–33 3OT,53540,2,0,50000,1.0708,FALSE,FALSE,0.01,0,0,83,52,NR,Big-12,2015,9,19
10/10/2015,Kansas State,6:30 PM,No. 2 TCU,NR,"Bill Snyder Family Football StadiumManhattan, KS",FOX,L 45–52,53671,3,1,50000,1.07342,FALSE,FALSE,0.01,0,0,68,46,2,Big-12,2015,10,10
10/17/2015,Kansas State,2:30 PM,No. 19 Oklahoma,NR,"Bill Snyder Family Football StadiumManhattan, KS",ABC,L 0–55,52867,3,2,50000,1.05734,FALSE,FALSE,0,0,0,65,41,19,Big-12,2015,10,17
11/5/2015,Kansas State,6:30 PM,No. 2 Baylor,NR,"Bill Snyder Family Football StadiumManhattan, KS",FS1,L 24–31,52108,3,4,50000,1.04216,FALSE,FALSE,0,0,0,80,54,2,Big-12,2015,11,5
11/21/2015,Kansas State,11:00 AM,Iowa State,NR,"Bill Snyder Family Football StadiumManhattan, KS (rivalry)",FS1,W 38–35,53297,3,6,50000,1.06594,FALSE,FALSE,0.01,0,0,60,31,NR,Big-12,2015,11,21
12/5/2015,Kansas State,3:30 PM,West Virginia,NR,"Bill Snyder Family Football StadiumManhattan, KS",FS1,W 24–23,52918,5,6,50000,1.05836,FALSE,FALSE,0,0,0,61,25,NR,Big-12,2015,12,5
9/24/2016,Kansas State,6:00 PM,Missouri State*,NR,"Bill Snyder Family Football StadiumManhattan, KS",K-StateHD.TV,W 35–0,51686,1,1,50000,1.03372,FALSE,FALSE,0,0,0,89,67,NR,Big-12,2016,9,24
10/8/2016,Kansas State,6:00 PM,Texas Tech,NR,"Bill Snyder Family Football StadiumManhattan, KS",ESPNU,W 44–38,51540,2,2,50000,1.0308,FALSE,FALSE,0,0,0,64,41,NR,Big-12,2016,10,8
11/26/2016,Kansas State,11:00 AM,Kansas,NR,"Bill Snyder Family StadiumManhattan, KS (rivalry)",FS1,W 34–19,52637,6,4,50000,1.05274,FALSE,FALSE,0,0,0,54,32,NR,Big-12,2016,11,26
9/2/2017,Kansas State,6:10 PM,No. 15 (FCS) Central Arkansas*,20,"Bill Snyder Family Football StadiumManhattan, KS",ESPN3,W 55–19,51043,0,0,50000,1.02086,FALSE,FALSE,0,0,0,79,63,1,Big-12,2017,9,2
9/9/2017,Kansas State,11:00 AM,Charlotte*,19,"Bill Snyder Family Football StadiumManhattan, KS",FSN,W 55–7,50087,1,0,50000,1.00174,FALSE,FALSE,0,0,0,91,60,NR,Big-12,2017,9,9
9/30/2017,Kansas State,2:30 PM,Baylor,NR,"Bill Snyder Family Football StadiumManhattan, KS",ESPN2,W 33–20,52293,2,1,50000,1.04586,FALSE,FALSE,0,0,0,80,57,NR,Big-12,2017,9,30
10/14/2017,Kansas State,11:00 AM,No. 6 TCU,NR,"Bill Snyder Family Football StadiumManhattan, KS",FS1,L 6–26,52055,3,2,50000,1.0411,FALSE,FALSE,0,0,0,79,55,6,Big-12,2017,10,14
10/21/2017,Kansas State,3:00 PM,No. 9 Oklahoma,NR,"Bill Snyder Family Football StadiumManhattan, KS",FOX,L 35–42,52122,3,3,50000,1.04244,FALSE,FALSE,0,0,0,78,60,9,Big-12,2017,10,21
11/11/2017,Kansas State,2:30 PM,West Virginia,NR,"Bill Snyder Family Football StadiumManhattan, KS",ESPN2,L 23–28,51223,5,4,50000,1.02446,FALSE,FALSE,0,0,0,44,26,NR,Big-12,2017,11,11
11/25/2017,Kansas State,2:30 PM,Iowa State,NR,"Bill Snyder Family Football StadiumManhattan, KS (rivalry)",ESPN2,W 20–19,49554,6,5,50000,0.99108,FALSE,FALSE,0,0,0,79,35,NR,Big-12,2017,11,25
9/1/2018,Kansas State,6:00 PM,South Dakota*,NR,"Bill Snyder Family Football StadiumManhattan, KS",ESPN3,W 27–24,50063,0,0,50000,1.00126,FALSE,FALSE,0,0,0,94,74,NR,Big-12,2018,9,1
9/8/2018,Kansas State,11:00 AM,No. 18 Mississippi State*,NR,"Bill Snyder Family Football StadiumManhattan, KS",ESPN,L 10–31,49784,1,0,50000,0.99568,FALSE,FALSE,0.05,0,0,73,62,18,Big-12,2018,9,8
9/15/2018,Kansas State,3:00 PM,UTSA*,NR,"Bill Snyder Family Football StadiumManhattan, KS",FSN,W 41–17,50618,1,1,50000,1.01236,FALSE,FALSE,0,0,0,90,68,NR,Big-12,2018,9,15
9/29/2018,Kansas State,2:30 PM,No. 18 Texas,NR,"Bill Snyder Family Football StadiumManhattan, KS",FS1,L 14–19,49916,2,2,50000,0.99832,FALSE,FALSE,0.17,0,0,64,44,18,Big-12,2018,9,29
10/13/2018,Kansas State,11:00 AM,Oklahoma State,NR,"Bill Snyder Family Football StadiumManhattan, KS",ESPNU,W 31–12,50245,2,4,50000,1.0049,FALSE,FALSE,0.11,0,0,50,35,NR,Big-12,2018,10,13
11/10/2018,Kansas State,11:00 AM,Kansas,NR,"Bill Snyder Family Football StadiumManhattan, KS (rivalry)",FSN,W 21–17,50062,3,6,50000,1.00124,FALSE,FALSE,0,0,1,30,13,NR,Big-12,2018,11,10
11/17/2018,Kansas State,2:30 PM,Texas Tech,NR,"Bill Snyder Family Football StadiumManhattan, KS",ESPNU,W 21–6,47287,4,6,50000,0.94574,FALSE,FALSE,0,0,0,60,29,NR,Big-12,2018,11,17
8/31/2000,Marshall,7:00 PM,SE Missouri State*,NR,"Marshall University StadiumHuntington, WV",Not on TV,W 63–7,30225,0,0,38019,0.794997238,FALSE,FALSE,0,0,0,80,60,NR,Mid-American,2000,8,31
9/30/2000,Marshall,7:00 PM,Buffalo,NR,"Marshall University StadiumHuntington, WV",Not on TV,W 47–14,29089,1,2,38019,0.765117441,FALSE,FALSE,0,0,0,71,39,NR,Mid-American,2000,9,30
10/5/2000,Marshall,8:00 PM,Western Michigan,NR,"Marshall University StadiumHuntington, WV",ESPN,L 10–30,27109,2,2,38019,0.713038218,FALSE,FALSE,0,0,0,78,50,NR,Mid-American,2000,10,5
10/21/2000,Marshall,3:30 PM,Kent State,NR,"Marshall University StadiumHuntington, WV",Not on TV,W 34–12,25646,2,4,38019,0.674557458,FALSE,FALSE,0,0,0,76,34,NR,Mid-American,2000,10,21
11/11/2000,Marshall,7:00 PM,Miami (OH),NR,"Marshall University StadiumHuntington, WV",Not on TV,W 51–31,30419,5,4,38019,0.80009995,FALSE,FALSE,0.01,0,0,44,37,NR,Mid-American,2000,11,11
12/2/2000,Marshall,1:00 PM,Western Michigan,NR,"Marshall University StadiumHuntington, WV (MAC Championship Game)",ABC,W 19–14,24816,6,5,38019,0.652726268,FALSE,FALSE,0,0,0,43,17,NR,Mid-American,2000,12,2
9/8/2001,Marshall,7:00 PM,UMass*,NR,"Marshall University StadiumHuntington, WV",Not on TV,W 49–20,27533,0,1,38019,0.724190536,FALSE,FALSE,0,0,0,82,57,NR,Mid-American,2001,9,8
9/29/2001,Marshall,7:00 PM,Bowling Green,NR,"Marshall University StadiumHuntington, WV",Not on TV,W 37–31,32034,1,1,38019,0.842578711,FALSE,FALSE,0,0,0,59,36,NR,Mid-American,2001,9,29
10/20/2001,Marshall,4:00 PM,Central Michigan,NR,"Marshall University StadiumHuntington, WV",Not on TV,W 42–21,30063,4,1,38019,0.790736211,FALSE,FALSE,0,0,0,67,29,NR,Mid-American,2001,10,20
10/27/2001,Marshall,7:00 PM,Akron,NR,"Marshall University StadiumHuntington, WV",Not on TV,W 50–33,22129,5,1,38019,0.58205108,FALSE,FALSE,0,0,0,52,33,NR,Mid-American,2001,10,27
11/17/2001,Marshall,3:00 PM,Ohio,24,"Marshall University StadiumHuntington, WV (Battle for the Bell)",Not on TV,W 42–18,24932,8,1,38019,0.655777374,FALSE,FALSE,0,0,0,65,26,NR,Mid-American,2001,11,17
11/24/2001,Marshall,7:00 PM,Youngstown State*,20,"Marshall University StadiumHuntington, WV",Not on TV,W 38–24,16041,9,1,38019,0.421920619,FALSE,FALSE,0.04,0,0,65,25,NR,Mid-American,2001,11,24
8/31/2002,Marshall,7:00 PM,No. 2 (1-AA) Appalachian State*,19,"Marshall University StadiumHuntington, WV",ESPN+,W 50–17,31042,0,0,38019,0.816486494,FALSE,FALSE,0,0,0,80,60,NR,Mid-American,2002,8,31
9/20/2002,Marshall,7:00 PM,UCF,NR,"Marshall University StadiumHuntington, WV",ESPN2,W 26–21,32900,1,1,38019,0.865356795,FALSE,FALSE,0.12,0,0,80,58,NR,Mid-American,2002,9,20
10/12/2002,Marshall,4:30 PM,Buffalo,NR,"Marshall University StadiumHuntington, WV",Not on TV,W 66–21,28200,3,1,38019,0.741734396,FALSE,FALSE,0.04,0,0,68,60,NR,Mid-American,2002,10,12
10/19/2002,Marshall,4:30 PM,Troy State*,NR,"Marshall University StadiumHuntington, WV",ESPN+,W 24–7,27121,4,1,38019,0.713353849,FALSE,FALSE,0,0,0,60,36,NR,Mid-American,2002,10,19
11/12/2002,Marshall,8:00 PM,Miami (OH),NR,"Marshall University StadiumHuntington, WV",ESPN,W 36–34,26851,6,2,38019,0.706252137,FALSE,FALSE,0.39,0,0,64,47,NR,Mid-American,2002,11,12
11/30/2002,Marshall,4:30 PM,Ball State,NR,"Marshall University StadiumHuntington, WV",ESPN2,W 38–14,23824,8,2,38019,0.626634051,FALSE,FALSE,0,0,0,46,16,NR,Mid-American,2002,11,30
12/7/2002,Marshall,2:30 PM,Toledo,NR,"Marshall University StadiumHuntington, WV (MAC Championship Game)",ESPN2,W 49–45,24582,9,2,38019,0.646571451,FALSE,FALSE,0,0,3,29,8,NR,Mid-American,2002,12,7
8/30/2003,Marshall,4:30 PM,Hofstra*,NR,"Marshall University StadiumHuntington, WV",ESPN+,W 45–21,25141,0,0,38019,0.661274626,FALSE,FALSE,0.93,0,0,83,64,NR,Mid-American,2003,8,30
9/12/2003,Marshall,7:00 PM,Toledo,NR,"Marshall University StadiumHuntington, WV",ESPN,L 17–24,31511,1,1,38019,0.828822431,FALSE,FALSE,0,0,0,75,51,NR,Mid-American,2003,9,12
10/11/2003,Marshall,4:30 PM,Kent State,NR,"Marshall University StadiumHuntington, WV",Not on TV,W 49–33,33537,2,3,38019,0.882111576,FALSE,FALSE,0,0,0,71,52,NR,Mid-American,2003,10,11
11/1/2003,Marshall,4:30 PM,Akron,NR,"Marshall University StadiumHuntington, WV",ESPNGP,W 42–24,29884,5,3,38019,0.786028039,FALSE,FALSE,0,0,0,77,37,NR,Mid-American,2003,11,1
11/28/2003,Marshall,12:00 PM,Ohio,NR,"Marshall University StadiumHuntington, WV (Battle for the Bell)",FSN,W 28–0,19113,7,4,38019,0.502722323,FALSE,FALSE,0.25,0,0,53,36,NR,Mid-American,2003,11,28
9/4/2004,Marshall,4:30 PM,Troy*,NR,"Joan C. Edwards StadiumHuntington, WV",FSN,L 15–17,29382,0,0,38019,0.772824114,FALSE,FALSE,0,0,0,76,61,NR,Mid-American,2004,9,4
9/29/2004,Marshall,7:00 PM,Miami (OH),NR,"Joan C. Edwards StadiumHuntington, WV",ESPN2,W 33–25,27229,0,3,38019,0.716194534,FALSE,FALSE,0.03,0,0,65,53,NR,Mid-American,2004,9,29
10/23/2004,Marshall,4:30 PM,Buffalo,NR,"Joan C. Edwards StadiumHuntington, WV",FSN,W 48–14,30128,3,3,38019,0.792445882,FALSE,FALSE,0,0,0,71,47,NR,Mid-American,2004,10,23
10/30/2004,Marshall,2:30 PM,UCF,NR,"Joan C. Edwards StadiumHuntington, WV",WSAZ,W 20–3,23122,4,3,38019,0.608169599,FALSE,FALSE,0.22,0,0,74,58,NR,Mid-American,2004,10,30
11/20/2004,Marshall,4:30 PM,Western Michigan,NR,"Joan C. Edwards StadiumHuntington, WV",WSAZ,W 31–21,19803,5,5,38019,0.520871143,FALSE,FALSE,0.04,0,0,64,51,NR,Mid-American,2004,11,20
9/1/2005,Marshall,7:00 PM,William & Mary*,NR,"Joan C. Edwards StadiumHuntington, WV",Not on TV,W 36–24,25102,0,0,38019,0.660248823,TRUE,FALSE,0.02,0,0,75,57,NR,CUSA,2005,9,1
9/10/2005,Marshall,10:30 AM,Kansas State*,NR,"Joan C. Edwards StadiumHuntington, WV",ESPN2,L 19–21,36914,1,0,38019,0.970935585,TRUE,FALSE,0,0,0,80,49,NR,CUSA,2005,9,10
10/1/2005,Marshall,4:00 PM,SMU,NR,"Joan C. Edwards StadiumHuntington, WV",CSTV,W 16–13 OT,25218,1,2,38019,0.663299929,TRUE,FALSE,0,0,0,74,41,NR,CUSA,2005,10,1
10/15/2005,Marshall,5:00 PM,UAB,NR,"Joan C. Edwards StadiumHuntington, WV",iTV,W 20–19,27182,2,3,38019,0.71495831,TRUE,FALSE,0,0,0,67,43,NR,CUSA,2005,10,15
11/8/2005,Marshall,7:30 PM,Southern Miss,NR,"Joan C. Edwards StadiumHuntington, WV",ESPN2,L 24–27 OT,22238,4,4,38019,0.584918067,TRUE,FALSE,0,0,0,66,34,NR,CUSA,2005,11,8
11/19/2005,Marshall,4:30 PM,East Carolina,NR,"Joan C. Edwards StadiumHuntington, WV (rivalry)",Not on TV,L 29–34,22408,4,5,38019,0.589389516,TRUE,FALSE,0,0,0,41,16,NR,CUSA,2005,11,19
9/9/2006,Marshall,4:30 PM,Hofstra*,NR,"Joan C. Edwards StadiumHuntington, WV",Not on TV,W 54–31,26861,0,1,38019,0.706515163,FALSE,FALSE,0,0,0,76,56,NR,CUSA,2006,9,9
10/4/2006,Marshall,7:30 PM,UCF,NR,"Joan C. Edwards StadiumHuntington, WV",ESPN2,L 22–23,27572,1,3,38019,0.725216339,FALSE,FALSE,0,0,0,75,42,NR,CUSA,2006,10,4
10/28/2006,Marshall,4:30 PM,Memphis,NR,"Joan C. Edwards StadiumHuntington, WV",WOWK,W 41–27,29204,2,5,38019,0.768142245,FALSE,FALSE,1.3,0,0,53,47,NR,CUSA,2006,10,28
11/4/2006,Marshall,7:30 PM,Tulane,NR,"Joan C. Edwards StadiumHuntington, WV",CSTV,W 42–21,25128,3,5,38019,0.660932692,FALSE,FALSE,0,0,0,42,20,NR,CUSA,2006,11,4
11/18/2006,Marshall,4:30 PM,UTEP,NR,"Joan C. Edwards StadiumHuntington, WV",Not on TV,W 49–21,20783,4,6,38019,0.546647729,FALSE,FALSE,0.03,0,0,45,29,NR,CUSA,2006,11,18
9/8/2007,Marshall,11:00 AM,No. 3 West Virginia*,NR,"Joan C. Edwards StadiumHuntington, WV (Friends of Coal Bowl)",ESPN2,L 23–48,40383,0,1,38019,1.062179437,FALSE,FALSE,0,0,0,89,56,3,CUSA,2007,9,8
9/15/2007,Marshall,4:30 PM,New Hampshire*,NR,"Joan C. Edwards StadiumHuntington, WV",Not on TV,L 35–48,27255,0,2,38019,0.716878403,FALSE,FALSE,0.41,0,0,66,50,NR,CUSA,2007,9,15
10/21/2007,Marshall,8:00 PM,Southern Miss,NR,"Joan C. Edwards StadiumHuntington, WV",ESPN,L 24–33,27234,0,6,38019,0.716326048,FALSE,FALSE,0,0,0,68,35,NR,CUSA,2007,10,21
10/27/2007,Marshall,4:30 PM,Rice,NR,"Joan C. Edwards StadiumHuntington, WV",CSTV,W 34–21,31768,0,7,38019,0.835582209,FALSE,FALSE,0,0,0,68,45,NR,CUSA,2007,10,27
11/10/2007,Marshall,4:30 PM,East Carolina,NR,"Joan C. Edwards StadiumHuntington, WV (rivalry)",MASN,W 26–7,26718,1,8,38019,0.702753886,FALSE,FALSE,0.03,0,0,56,33,NR,CUSA,2007,11,10
11/24/2007,Marshall,4:30 PM,UAB,NR,"Joan C. Edwards StadiumHuntington, WV",Not on TV,W 46–39,26762,2,9,38019,0.703911202,FALSE,FALSE,0,0,0,37,18,NR,CUSA,2007,11,24
8/30/2008,Marshall,4:30 PM,Illinois State*,NR,"Joan C. Edwards StadiumHuntington, WV",ESPN+,W 35–10,25661,0,0,38019,0.674951998,FALSE,FALSE,0,0,0,81,60,NR,CUSA,2008,8,30
9/13/2008,Marshall,7:00 PM,Memphis,NR,"Joan C. Edwards StadiumHuntington, WV",CSS,W 17–16,27349,1,1,38019,0.719350851,FALSE,FALSE,0.03,0,0,82,63,NR,CUSA,2008,9,13
10/3/2008,Marshall,8:00 PM,Cincinnati*,NR,"Joan C. Edwards StadiumHuntington, WV",ESPN,L 10-33,29237,3,2,38019,0.769010232,FALSE,FALSE,0,0,0,60,33,NR,CUSA,2008,10,3
10/28/2008,Marshall,8:00 PM,Houston,NR,"Joan C. Edwards StadiumHuntington, WV",ESPN2,W 37–23,20716,3,4,38019,0.544885452,FALSE,FALSE,0,0,0,47,32,NR,CUSA,2008,10,28
11/15/2008,Marshall,4:30 PM,Central Florida,NR,"Joan C. Edwards StadiumHuntington, WV",CSS,L 14-30,24059,4,5,38019,0.632815171,FALSE,FALSE,0.6,0,0,66,45,NR,CUSA,2008,11,15
11/29/2008,Marshall,3:30 PM,Tulsa,NR,"Joan C. Edwards StadiumHuntington, WV",Not on TV,L 35–38,21571,4,7,38019,0.567374208,FALSE,FALSE,0,0,0,52,27,NR,CUSA,2008,11,29
