teamstatspk,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,SEASON
599,Philadelphia 76ers,82,56,26,0.683,48.4,94.7,35.4,79.1,44.7,3.2,9.8,32.6,20.7,27.8,74.5,13.1,31.7,44.8,20.6,15.8,8.4,5.0,5.6,20.4,0.0,4.3,2000-01
600,Sacramento Kings,82,55,27,0.671,49.0,101.7,38.2,85.0,44.9,5.8,16.5,35.4,19.5,25.3,77.1,12.0,33.0,45.0,22.6,14.9,9.7,5.3,5.8,19.5,0.0,5.8,2000-01
601,Dallas Mavericks,82,53,29,0.646,48.3,100.5,37.6,81.9,45.9,6.3,16.5,38.1,18.9,23.8,79.4,10.1,31.4,41.5,21.2,13.9,7.5,6.0,4.6,23.3,0.1,4.3,2000-01
602,Utah Jazz,82,53,29,0.646,48.2,97.1,36.1,76.7,47.1,4.0,10.4,38.1,20.9,27.8,75.2,11.5,29.1,40.6,25.7,15.8,8.1,5.6,5.5,25.7,0.1,4.7,2000-01
603,Milwaukee Bucks,82,52,30,0.634,48.2,100.7,38.0,82.9,45.8,6.9,18.1,37.9,18.0,22.9,78.7,11.9,30.5,42.4,22.5,13.7,8.2,4.7,4.3,23.5,0.1,3.9,2000-01
604,Phoenix Suns,82,51,31,0.622,48.3,94.0,35.9,82.4,43.6,4.0,12.9,31.5,18.2,24.1,75.5,11.8,30.8,42.7,23.2,15.3,9.5,5.2,5.1,22.7,0.1,2.2,2000-01
605,Miami Heat,82,50,32,0.61,48.5,88.9,32.9,76.3,43.0,5.8,16.9,34.5,17.4,22.9,75.9,9.9,29.7,39.6,19.9,13.7,7.7,3.7,5.2,21.0,0.1,2.3,2000-01
606,Portland Trail Blazers,82,50,32,0.61,48.2,95.4,36.6,78.3,46.8,4.5,12.9,34.9,17.6,23.2,76.2,11.7,30.3,42.0,23.9,15.3,8.2,5.1,4.0,21.3,0.1,4.2,2000-01
607,New York Knicks,82,48,34,0.585,48.5,88.7,33.6,75.6,44.4,4.8,13.6,35.1,16.8,21.1,79.6,9.4,30.8,40.2,18.5,14.5,6.6,4.2,4.1,22.7,0.1,2.6,2000-01
608,Minnesota Timberwolves,82,47,35,0.573,48.4,97.3,38.4,83.8,45.8,3.9,11.0,35.7,16.6,21.2,78.5,12.2,30.1,42.3,25.4,13.9,8.3,5.6,4.4,23.2,0.1,1.4,2000-01
609,Toronto Raptors,82,47,35,0.573,48.7,97.6,37.2,85.0,43.7,5.2,14.2,36.9,18.1,24.2,74.7,13.6,30.8,44.5,24.4,13.2,7.3,6.3,5.4,21.3,0.1,2.3,2000-01
610,Charlotte Hornets,82,46,36,0.561,48.5,91.9,34.1,79.3,43.1,4.1,12.0,34.6,19.5,26.2,74.5,12.6,31.8,44.4,23.2,14.4,8.1,5.5,4.6,21.4,0.1,2.1,2000-01
611,Houston Rockets,82,45,37,0.549,48.4,97.2,35.9,79.2,45.3,6.1,17.2,35.7,19.3,25.4,75.8,11.2,30.8,42.0,19.7,14.7,7.2,4.4,4.9,20.2,0.0,2.3,2000-01
612,Seattle SuperSonics,82,44,38,0.537,48.3,97.3,36.9,81.1,45.6,5.7,14.3,39.9,17.7,24.2,73.2,12.2,29.5,41.7,21.9,15.3,8.0,5.0,6.2,21.1,0.1,0.0,2000-01
613,Orlando Magic,82,43,39,0.524,48.7,97.5,36.7,83.8,43.8,6.0,16.4,36.4,18.0,25.2,71.4,13.0,29.9,42.9,22.0,15.2,8.2,5.9,5.4,25.3,0.1,1.0,2000-01
614,Indiana Pacers,82,41,41,0.5,48.7,92.6,34.5,78.4,44.0,4.8,14.1,34.2,18.8,24.5,76.6,11.2,31.6,42.9,21.5,15.2,6.9,5.9,4.7,23.5,0.1,-0.2,2000-01
615,Denver Nuggets,82,40,42,0.488,48.2,96.6,36.3,83.9,43.3,6.2,17.6,35.5,17.7,24.0,73.7,12.7,31.5,44.2,24.0,13.9,6.7,6.6,6.1,22.2,0.0,-2.5,2000-01
616,Boston Celtics,82,36,46,0.439,48.4,94.6,33.8,79.1,42.8,7.2,19.9,36.3,19.8,26.7,74.0,10.9,28.9,39.8,20.8,15.7,9.4,4.1,5.4,23.8,0.0,-2.1,2000-01
617,Detroit Pistons,82,32,50,0.39,48.4,95.6,35.6,83.9,42.4,4.7,13.6,35.0,19.6,27.2,72.1,13.5,32.0,45.5,19.9,15.9,7.5,5.5,4.8,23.8,0.1,-1.7,2000-01
618,Los Angeles Clippers,82,31,51,0.378,48.9,92.5,35.3,78.9,44.8,4.4,13.0,33.9,17.4,25.1,69.3,11.7,31.2,42.9,19.3,15.8,6.0,6.3,5.0,21.6,0.0,-2.9,2000-01
619,Cleveland Cavaliers,82,30,52,0.366,48.4,92.2,35.2,79.7,44.2,2.7,8.0,33.4,19.0,24.9,76.5,12.4,29.8,42.1,20.8,16.5,7.8,5.3,6.6,23.2,0.1,-4.2,2000-01
620,New Jersey Nets,82,26,56,0.317,48.1,92.1,33.9,79.9,42.5,4.4,13.2,33.3,19.9,26.2,75.9,11.1,28.5,39.6,19.5,14.7,7.9,5.0,6.4,24.2,0.0,-5.0,2000-01
621,Atlanta Hawks,82,25,57,0.305,48.1,91.0,35.1,81.3,43.1,4.1,11.4,35.7,16.8,22.1,75.9,12.5,30.4,42.9,19.0,16.7,7.7,4.7,6.3,22.7,0.1,-5.2,2000-01
622,Vancouver Grizzlies,82,23,59,0.28,48.2,91.7,35.0,79.7,43.9,4.0,11.5,34.3,17.8,23.1,77.0,10.9,29.6,40.5,23.2,15.7,7.1,4.4,5.8,21.1,0.1,-5.7,2000-01
623,Washington Wizards,82,19,63,0.232,48.0,93.2,34.5,78.7,43.9,3.4,10.3,32.4,20.8,27.4,75.9,12.4,28.9,41.3,20.1,17.0,7.7,4.7,6.2,23.3,0.1,-6.7,2000-01
624,Golden State Warriors,82,17,65,0.207,48.2,92.5,35.8,87.5,40.9,3.4,11.8,29.3,17.4,24.7,70.6,16.4,29.1,45.5,21.8,15.9,9.0,5.0,6.0,21.1,0.1,-9.0,2000-01
625,Chicago Bulls,82,15,67,0.183,48.4,87.6,33.2,78.2,42.4,4.0,11.6,34.6,17.2,23.3,73.9,11.3,27.6,38.9,22.1,15.8,8.2,4.6,5.2,23.2,0.0,-9.1,2000-01
