location,date,vaccine,total_vaccinations
Czechia,2021-02-28,Oxford/AstraZeneca,26095
Czechia,2021-02-28,Pfizer/BioNTech,605661
Czechia,2021-03-01,Moderna,40054
Czechia,2021-03-01,Oxford/AstraZeneca,30162
Czechia,2021-03-01,Pfizer/BioNTech,623023
Czechia,2021-03-02,Moderna,41938
Czechia,2021-03-02,Oxford/AstraZeneca,39572
Czechia,2021-03-02,Pfizer/BioNTech,642505
Czechia,2021-03-03,Moderna,45672
Czechia,2021-03-03,Oxford/AstraZeneca,49409
Czechia,2021-03-03,Pfizer/BioNTech,664382
Czechia,2021-03-04,Moderna,50476
Czechia,2021-03-04,Oxford/AstraZeneca,58809
Czechia,2021-03-04,Pfizer/BioNTech,688148
Czechia,2021-03-05,Johnson&Johnson,2
Czechia,2021-03-05,Moderna,54127
Czechia,2021-03-05,Oxford/AstraZeneca,67229
Czechia,2021-03-05,Pfizer/BioNTech,710329
Czechia,2021-03-06,Johnson&Johnson,7
Czechia,2021-03-06,Moderna,55536
Czechia,2021-03-06,Oxford/AstraZeneca,71740
Czechia,2021-03-06,Pfizer/BioNTech,717408
Czechia,2021-03-07,Johnson&Johnson,9
Czechia,2021-03-07,Moderna,56936
Czechia,2021-03-07,Oxford/AstraZeneca,75914
Czechia,2021-03-07,Pfizer/BioNTech,724212
Czechia,2021-03-08,Johnson&Johnson,12
Czechia,2021-03-08,Moderna,60049
Czechia,2021-03-08,Oxford/AstraZeneca,83848
Czechia,2021-03-08,Pfizer/BioNTech,747755
Czechia,2021-03-09,Johnson&Johnson,14
Czechia,2021-03-09,Moderna,65403
Czechia,2021-03-09,Oxford/AstraZeneca,95105
Czechia,2021-03-09,Pfizer/BioNTech,773876
Czechia,2021-03-10,Johnson&Johnson,15
Czechia,2021-03-10,Moderna,70465
Czechia,2021-03-10,Oxford/AstraZeneca,106062
Czechia,2021-03-10,Pfizer/BioNTech,806124
Czechia,2021-03-11,Johnson&Johnson,17
Czechia,2021-03-11,Moderna,74774
Czechia,2021-03-11,Oxford/AstraZeneca,117898
Czechia,2021-03-11,Pfizer/BioNTech,843178
Czechia,2021-03-12,Johnson&Johnson,19
Czechia,2021-03-12,Moderna,80240
Czechia,2021-03-12,Oxford/AstraZeneca,130189
Czechia,2021-03-12,Pfizer/BioNTech,872678
Czechia,2021-03-13,Johnson&Johnson,20
Czechia,2021-03-13,Moderna,81560
Czechia,2021-03-13,Oxford/AstraZeneca,133200
Czechia,2021-03-13,Pfizer/BioNTech,886739
Czechia,2021-03-14,Johnson&Johnson,21
Czechia,2021-03-14,Moderna,82701
Czechia,2021-03-14,Oxford/AstraZeneca,134126
Czechia,2021-03-14,Pfizer/BioNTech,897940
Czechia,2021-03-15,Johnson&Johnson,22
Czechia,2021-03-15,Moderna,89537
Czechia,2021-03-15,Oxford/AstraZeneca,142179
Czechia,2021-03-15,Pfizer/BioNTech,920208
Czechia,2021-03-16,Johnson&Johnson,24
Czechia,2021-03-16,Moderna,98788
Czechia,2021-03-16,Oxford/AstraZeneca,150932
Czechia,2021-03-16,Pfizer/BioNTech,951625
Czechia,2021-03-17,Moderna,106550
Czechia,2021-03-17,Oxford/AstraZeneca,159946
Czechia,2021-03-17,Pfizer/BioNTech,982825
Czechia,2021-03-18,Johnson&Johnson,29
Czechia,2021-03-18,Moderna,113745
Czechia,2021-03-18,Oxford/AstraZeneca,169317
Czechia,2021-03-18,Pfizer/BioNTech,1016649
Czechia,2021-03-19,Moderna,119850
Czechia,2021-03-19,Oxford/AstraZeneca,178151
Czechia,2021-03-19,Pfizer/BioNTech,1049806
Czechia,2021-03-20,Johnson&Johnson,35
Czechia,2021-03-20,Moderna,121004
Czechia,2021-03-20,Oxford/AstraZeneca,180616
Czechia,2021-03-20,Pfizer/BioNTech,1063355
Czechia,2021-03-21,Johnson&Johnson,37
Czechia,2021-03-21,Moderna,121331
Czechia,2021-03-21,Oxford/AstraZeneca,181102
Czechia,2021-03-21,Pfizer/BioNTech,1071520
Czechia,2021-03-22,Johnson&Johnson,39
Czechia,2021-03-22,Moderna,125681
Czechia,2021-03-22,Oxford/AstraZeneca,187994
Czechia,2021-03-22,Pfizer/BioNTech,1097346
Czechia,2021-03-23,Johnson&Johnson,42
Czechia,2021-03-23,Moderna,129554
Czechia,2021-03-23,Oxford/AstraZeneca,195652
Czechia,2021-03-23,Pfizer/BioNTech,1125816
Czechia,2021-03-24,Johnson&Johnson,45
Czechia,2021-03-24,Moderna,133721
Czechia,2021-03-24,Oxford/AstraZeneca,203451
Czechia,2021-03-24,Pfizer/BioNTech,1156451
Czechia,2021-03-25,Moderna,137787
Czechia,2021-03-25,Oxford/AstraZeneca,210983
Czechia,2021-03-25,Pfizer/BioNTech,1189045
Czechia,2021-03-26,Johnson&Johnson,46
Czechia,2021-03-26,Moderna,140361
Czechia,2021-03-26,Oxford/AstraZeneca,216732
Czechia,2021-03-26,Pfizer/BioNTech,1223029
Czechia,2021-03-27,Johnson&Johnson,48
Czechia,2021-03-27,Moderna,141611
Czechia,2021-03-27,Oxford/AstraZeneca,217629
Czechia,2021-03-27,Pfizer/BioNTech,1234163
Czechia,2021-03-28,Moderna,143156
Czechia,2021-03-28,Oxford/AstraZeneca,217760
Czechia,2021-03-28,Pfizer/BioNTech,1242172
Czechia,2021-03-29,Johnson&Johnson,52
Czechia,2021-03-29,Moderna,149165
Czechia,2021-03-29,Oxford/AstraZeneca,221539
Czechia,2021-03-29,Pfizer/BioNTech,1272243
Czechia,2021-03-30,Johnson&Johnson,55
Czechia,2021-03-30,Moderna,158043
Czechia,2021-03-30,Oxford/AstraZeneca,226918
Czechia,2021-03-30,Pfizer/BioNTech,1304848
Czechia,2021-03-31,Johnson&Johnson,62
Czechia,2021-03-31,Moderna,169090
Czechia,2021-03-31,Oxford/AstraZeneca,231914
Czechia,2021-03-31,Pfizer/BioNTech,1338974
Czechia,2021-04-01,Johnson&Johnson,72
Czechia,2021-04-01,Moderna,179847
Czechia,2021-04-01,Oxford/AstraZeneca,236508
Czechia,2021-04-01,Pfizer/BioNTech,1381304
Czechia,2021-04-02,Johnson&Johnson,84
Czechia,2021-04-02,Moderna,182408
Czechia,2021-04-02,Oxford/AstraZeneca,237090
Czechia,2021-04-02,Pfizer/BioNTech,1397851
Czechia,2021-04-03,Johnson&Johnson,86
Czechia,2021-04-03,Moderna,184117
Czechia,2021-04-03,Oxford/AstraZeneca,237309
Czechia,2021-04-03,Pfizer/BioNTech,1410471
Czechia,2021-04-04,Johnson&Johnson,88
Czechia,2021-04-04,Moderna,185432
Czechia,2021-04-04,Oxford/AstraZeneca,237321
Czechia,2021-04-04,Pfizer/BioNTech,1420575
Czechia,2021-04-05,Johnson&Johnson,96
Czechia,2021-04-05,Moderna,186847
Czechia,2021-04-05,Oxford/AstraZeneca,237400
Czechia,2021-04-05,Pfizer/BioNTech,1428663
Czechia,2021-04-06,Johnson&Johnson,108
Czechia,2021-04-06,Moderna,195344
Czechia,2021-04-06,Oxford/AstraZeneca,240411
Czechia,2021-04-06,Pfizer/BioNTech,1462549
Czechia,2021-04-07,Johnson&Johnson,117
Czechia,2021-04-07,Moderna,203776
Czechia,2021-04-07,Oxford/AstraZeneca,248547
Czechia,2021-04-07,Pfizer/BioNTech,1491628
Czechia,2021-04-08,Johnson&Johnson,133
Czechia,2021-04-08,Moderna,210047
Czechia,2021-04-08,Oxford/AstraZeneca,260024
Czechia,2021-04-08,Pfizer/BioNTech,1543619
Czechia,2021-04-09,Johnson&Johnson,146
Czechia,2021-04-09,Moderna,217673
Czechia,2021-04-09,Oxford/AstraZeneca,271456
Czechia,2021-04-09,Pfizer/BioNTech,1594276
Czechia,2021-04-10,Johnson&Johnson,165
Czechia,2021-04-10,Moderna,219249
Czechia,2021-04-10,Oxford/AstraZeneca,274957
Czechia,2021-04-10,Pfizer/BioNTech,1619966
Czechia,2021-04-11,Johnson&Johnson,175
Czechia,2021-04-11,Moderna,220398
Czechia,2021-04-11,Oxford/AstraZeneca,275472
Czechia,2021-04-11,Pfizer/BioNTech,1638114
Czechia,2021-04-12,Johnson&Johnson,188
Czechia,2021-04-12,Moderna,229044
Czechia,2021-04-12,Oxford/AstraZeneca,284438
Czechia,2021-04-12,Pfizer/BioNTech,1683907
Czechia,2021-04-13,Moderna,239670
Czechia,2021-04-13,Oxford/AstraZeneca,293971
Czechia,2021-04-13,Pfizer/BioNTech,1726050
Czechia,2021-04-14,Moderna,250142
Czechia,2021-04-14,Oxford/AstraZeneca,304072
Czechia,2021-04-14,Pfizer/BioNTech,1771672
Czechia,2021-04-15,Moderna,259713
Czechia,2021-04-15,Oxford/AstraZeneca,313204
Czechia,2021-04-15,Pfizer/BioNTech,1826530
Czechia,2021-04-16,Moderna,269805
Czechia,2021-04-16,Oxford/AstraZeneca,319960
Czechia,2021-04-16,Pfizer/BioNTech,1880012
Czechia,2021-04-17,Moderna,272199
Czechia,2021-04-17,Oxford/AstraZeneca,320580
Czechia,2021-04-17,Pfizer/BioNTech,1902717
Czechia,2021-04-18,Moderna,273103
Czechia,2021-04-18,Oxford/AstraZeneca,320734
Czechia,2021-04-18,Pfizer/BioNTech,1919629
Czechia,2021-04-19,Moderna,280042
Czechia,2021-04-19,Oxford/AstraZeneca,326352
Czechia,2021-04-19,Pfizer/BioNTech,1966464
Czechia,2021-04-20,Johnson&Johnson,189
Czechia,2021-04-20,Moderna,286942
Czechia,2021-04-20,Oxford/AstraZeneca,333145
Czechia,2021-04-20,Pfizer/BioNTech,2011205
Czechia,2021-04-21,Moderna,292400
Czechia,2021-04-21,Oxford/AstraZeneca,340644
Czechia,2021-04-21,Pfizer/BioNTech,2060339
Czechia,2021-04-22,Johnson&Johnson,218
Czechia,2021-04-22,Moderna,298334
Czechia,2021-04-22,Oxford/AstraZeneca,348793
Czechia,2021-04-22,Pfizer/BioNTech,2118083
Czechia,2021-04-23,Johnson&Johnson,439
Czechia,2021-04-23,Moderna,302243
Czechia,2021-04-23,Oxford/AstraZeneca,355021
Czechia,2021-04-23,Pfizer/BioNTech,2169540
Czechia,2021-04-24,Johnson&Johnson,453
Czechia,2021-04-24,Moderna,303081
Czechia,2021-04-24,Oxford/AstraZeneca,355717
Czechia,2021-04-24,Pfizer/BioNTech,2191075
Czechia,2021-04-25,Johnson&Johnson,469
Czechia,2021-04-25,Moderna,304547
Czechia,2021-04-25,Oxford/AstraZeneca,355909
Czechia,2021-04-25,Pfizer/BioNTech,2208080
Czechia,2021-04-26,Johnson&Johnson,1006
Czechia,2021-04-26,Moderna,308884
Czechia,2021-04-26,Oxford/AstraZeneca,361555
Czechia,2021-04-26,Pfizer/BioNTech,2254164
Czechia,2021-04-27,Johnson&Johnson,1937
Czechia,2021-04-27,Moderna,315228
Czechia,2021-04-27,Oxford/AstraZeneca,368268
Czechia,2021-04-27,Pfizer/BioNTech,2300446
Czechia,2021-04-28,Johnson&Johnson,3391
Czechia,2021-04-28,Moderna,323672
Czechia,2021-04-28,Oxford/AstraZeneca,374985
Czechia,2021-04-28,Pfizer/BioNTech,2355146
Czechia,2021-04-29,Johnson&Johnson,4997
Czechia,2021-04-29,Moderna,331553
Czechia,2021-04-29,Oxford/AstraZeneca,381545
Czechia,2021-04-29,Pfizer/BioNTech,2418952
Czechia,2021-04-30,Johnson&Johnson,6459
Czechia,2021-04-30,Moderna,335373
Czechia,2021-04-30,Oxford/AstraZeneca,385458
Czechia,2021-04-30,Pfizer/BioNTech,2480515
Czechia,2021-05-01,Johnson&Johnson,6564
Czechia,2021-05-01,Moderna,336585
Czechia,2021-05-01,Oxford/AstraZeneca,385702
Czechia,2021-05-01,Pfizer/BioNTech,2501647
Czechia,2021-05-02,Johnson&Johnson,6597
Czechia,2021-05-02,Moderna,337086
Czechia,2021-05-02,Oxford/AstraZeneca,385826
Czechia,2021-05-02,Pfizer/BioNTech,2522153
Czechia,2021-05-03,Johnson&Johnson,7720
Czechia,2021-05-03,Moderna,340104
Czechia,2021-05-03,Oxford/AstraZeneca,389052
Czechia,2021-05-03,Pfizer/BioNTech,2585970
Czechia,2021-05-04,Johnson&Johnson,9280
Czechia,2021-05-04,Moderna,347242
Czechia,2021-05-04,Oxford/AstraZeneca,393389
Czechia,2021-05-04,Pfizer/BioNTech,2646224
Czechia,2021-05-05,Johnson&Johnson,11253
Czechia,2021-05-05,Moderna,352923
Czechia,2021-05-05,Oxford/AstraZeneca,399647
Czechia,2021-05-05,Pfizer/BioNTech,2712914
Czechia,2021-05-06,Johnson&Johnson,13221
Czechia,2021-05-06,Moderna,358356
Czechia,2021-05-06,Oxford/AstraZeneca,407048
Czechia,2021-05-06,Pfizer/BioNTech,2787271
Czechia,2021-05-07,Johnson&Johnson,15115
Czechia,2021-05-07,Moderna,363270
Czechia,2021-05-07,Oxford/AstraZeneca,412851
Czechia,2021-05-07,Pfizer/BioNTech,2860116
Czechia,2021-05-08,Johnson&Johnson,15267
Czechia,2021-05-08,Moderna,364387
Czechia,2021-05-08,Oxford/AstraZeneca,413147
Czechia,2021-05-08,Pfizer/BioNTech,2889634
Czechia,2021-05-09,Johnson&Johnson,15279
Czechia,2021-05-09,Moderna,365460
Czechia,2021-05-09,Oxford/AstraZeneca,413565
Czechia,2021-05-09,Pfizer/BioNTech,2913544
Czechia,2021-05-10,Johnson&Johnson,16966
Czechia,2021-05-10,Moderna,371136
Czechia,2021-05-10,Oxford/AstraZeneca,419572
Czechia,2021-05-10,Pfizer/BioNTech,2978488
Czechia,2021-05-11,Johnson&Johnson,18784
Czechia,2021-05-11,Moderna,377467
Czechia,2021-05-11,Oxford/AstraZeneca,427177
Czechia,2021-05-11,Pfizer/BioNTech,3045823
Czechia,2021-05-12,Johnson&Johnson,20377
Czechia,2021-05-12,Moderna,385873
Czechia,2021-05-12,Oxford/AstraZeneca,434624
Czechia,2021-05-12,Pfizer/BioNTech,3115769
Czechia,2021-05-13,Johnson&Johnson,21886
Czechia,2021-05-13,Moderna,393303
Czechia,2021-05-13,Oxford/AstraZeneca,441626
Czechia,2021-05-13,Pfizer/BioNTech,3191491
Czechia,2021-05-14,Johnson&Johnson,22997
Czechia,2021-05-14,Moderna,398825
Czechia,2021-05-14,Oxford/AstraZeneca,447515
Czechia,2021-05-14,Pfizer/BioNTech,3265114
Czechia,2021-05-15,Johnson&Johnson,23073
Czechia,2021-05-15,Moderna,399573
Czechia,2021-05-15,Oxford/AstraZeneca,449479
Czechia,2021-05-15,Pfizer/BioNTech,3296409
Czechia,2021-05-16,Johnson&Johnson,23085
Czechia,2021-05-16,Moderna,400285
Czechia,2021-05-16,Oxford/AstraZeneca,450281
Czechia,2021-05-16,Pfizer/BioNTech,3321914
Czechia,2021-05-17,Johnson&Johnson,23970
Czechia,2021-05-17,Moderna,405284
Czechia,2021-05-17,Oxford/AstraZeneca,454922
Czechia,2021-05-17,Pfizer/BioNTech,3389751
Czechia,2021-05-18,Johnson&Johnson,24973
Czechia,2021-05-18,Moderna,413148
Czechia,2021-05-18,Oxford/AstraZeneca,460977
Czechia,2021-05-18,Pfizer/BioNTech,3458837
Czechia,2021-05-19,Johnson&Johnson,26203
Czechia,2021-05-19,Moderna,423538
Czechia,2021-05-19,Oxford/AstraZeneca,467532
Czechia,2021-05-19,Pfizer/BioNTech,3532027
Czechia,2021-05-20,Johnson&Johnson,27830
Czechia,2021-05-20,Moderna,434147
Czechia,2021-05-20,Oxford/AstraZeneca,474316
Czechia,2021-05-20,Pfizer/BioNTech,3613860
Czechia,2021-05-21,Johnson&Johnson,29255
Czechia,2021-05-21,Moderna,442141
Czechia,2021-05-21,Oxford/AstraZeneca,480122
Czechia,2021-05-21,Pfizer/BioNTech,3693742
Czechia,2021-05-22,Johnson&Johnson,29435
Czechia,2021-05-22,Moderna,444008
Czechia,2021-05-22,Oxford/AstraZeneca,482013
Czechia,2021-05-22,Pfizer/BioNTech,3733198
Czechia,2021-05-23,Johnson&Johnson,29447
Czechia,2021-05-23,Moderna,444928
Czechia,2021-05-23,Oxford/AstraZeneca,483486
Czechia,2021-05-23,Pfizer/BioNTech,3762184
Czechia,2021-05-24,Johnson&Johnson,30729
Czechia,2021-05-24,Moderna,453608
Czechia,2021-05-24,Oxford/AstraZeneca,489869
Czechia,2021-05-24,Pfizer/BioNTech,3825348
Czechia,2021-05-25,Johnson&Johnson,32510
Czechia,2021-05-25,Moderna,462426
Czechia,2021-05-25,Oxford/AstraZeneca,501068
Czechia,2021-05-25,Pfizer/BioNTech,3889419
Czechia,2021-05-26,Johnson&Johnson,34418
Czechia,2021-05-26,Moderna,472396
Czechia,2021-05-26,Oxford/AstraZeneca,512060
Czechia,2021-05-26,Pfizer/BioNTech,3969919
Czechia,2021-05-27,Johnson&Johnson,36524
Czechia,2021-05-27,Moderna,482496
Czechia,2021-05-27,Oxford/AstraZeneca,521658
Czechia,2021-05-27,Pfizer/BioNTech,4054717
Czechia,2021-05-28,Johnson&Johnson,38633
Czechia,2021-05-28,Moderna,492419
Czechia,2021-05-28,Oxford/AstraZeneca,530987
Czechia,2021-05-28,Pfizer/BioNTech,4139517
Czechia,2021-05-29,Johnson&Johnson,38778
Czechia,2021-05-29,Moderna,495036
Czechia,2021-05-29,Oxford/AstraZeneca,533459
Czechia,2021-05-29,Pfizer/BioNTech,4180418
Czechia,2021-05-30,Johnson&Johnson,38788
Czechia,2021-05-30,Moderna,496039
Czechia,2021-05-30,Oxford/AstraZeneca,536064
Czechia,2021-05-30,Pfizer/BioNTech,4213595
Czechia,2021-05-31,Johnson&Johnson,40639
Czechia,2021-05-31,Moderna,504379
Czechia,2021-05-31,Oxford/AstraZeneca,544424
Czechia,2021-05-31,Pfizer/BioNTech,4296441
Czechia,2021-06-01,Johnson&Johnson,42922
Czechia,2021-06-01,Moderna,514810
Czechia,2021-06-01,Oxford/AstraZeneca,556219
Czechia,2021-06-01,Pfizer/BioNTech,4377502
Czechia,2021-06-02,Johnson&Johnson,45384
Czechia,2021-06-02,Moderna,524161
Czechia,2021-06-02,Oxford/AstraZeneca,567782
Czechia,2021-06-02,Pfizer/BioNTech,4468541
Czechia,2021-06-03,Johnson&Johnson,48182
Czechia,2021-06-03,Moderna,533751
Czechia,2021-06-03,Oxford/AstraZeneca,579735
Czechia,2021-06-03,Pfizer/BioNTech,4559812
Czechia,2021-06-04,Johnson&Johnson,51431
Czechia,2021-06-04,Moderna,543058
Czechia,2021-06-04,Oxford/AstraZeneca,590269
Czechia,2021-06-04,Pfizer/BioNTech,4653968
Czechia,2021-06-05,Johnson&Johnson,51558
Czechia,2021-06-05,Moderna,543947
Czechia,2021-06-05,Oxford/AstraZeneca,592332
Czechia,2021-06-05,Pfizer/BioNTech,4703742
Czechia,2021-06-06,Johnson&Johnson,51632
Czechia,2021-06-06,Moderna,544485
Czechia,2021-06-06,Oxford/AstraZeneca,593268
Czechia,2021-06-06,Pfizer/BioNTech,4744173
Czechia,2021-06-07,Johnson&Johnson,54756
Czechia,2021-06-07,Moderna,552305
Czechia,2021-06-07,Oxford/AstraZeneca,602085
Czechia,2021-06-07,Pfizer/BioNTech,4840582
Czechia,2021-06-08,Johnson&Johnson,57804
Czechia,2021-06-08,Moderna,560542
Czechia,2021-06-08,Oxford/AstraZeneca,612624
Czechia,2021-06-08,Pfizer/BioNTech,4934650
Czechia,2021-06-09,Johnson&Johnson,61444
Czechia,2021-06-09,Moderna,570004
Czechia,2021-06-09,Oxford/AstraZeneca,623210
Czechia,2021-06-09,Pfizer/BioNTech,5031088
Czechia,2021-06-10,Johnson&Johnson,64552
Czechia,2021-06-10,Moderna,580217
Czechia,2021-06-10,Oxford/AstraZeneca,634102
Czechia,2021-06-10,Pfizer/BioNTech,5128822
Czechia,2021-06-11,Johnson&Johnson,67681
Czechia,2021-06-11,Moderna,589210
Czechia,2021-06-11,Oxford/AstraZeneca,642734
Czechia,2021-06-11,Pfizer/BioNTech,5226779
Czechia,2021-06-12,Johnson&Johnson,67784
Czechia,2021-06-12,Moderna,590159
Czechia,2021-06-12,Oxford/AstraZeneca,644139
Czechia,2021-06-12,Pfizer/BioNTech,5277016
Czechia,2021-06-13,Johnson&Johnson,67839
Czechia,2021-06-13,Moderna,590560
Czechia,2021-06-13,Oxford/AstraZeneca,644329
Czechia,2021-06-13,Pfizer/BioNTech,5318722
Czechia,2021-06-14,Johnson&Johnson,70231
Czechia,2021-06-14,Moderna,598796
Czechia,2021-06-14,Oxford/AstraZeneca,651847
Czechia,2021-06-14,Pfizer/BioNTech,5415610
Czechia,2021-06-15,Johnson&Johnson,72414
Czechia,2021-06-15,Moderna,609344
Czechia,2021-06-15,Oxford/AstraZeneca,660696
Czechia,2021-06-15,Pfizer/BioNTech,5508819
Czechia,2021-06-16,Johnson&Johnson,74958
Czechia,2021-06-16,Moderna,618795
Czechia,2021-06-16,Oxford/AstraZeneca,669254
Czechia,2021-06-16,Pfizer/BioNTech,5606663
Czechia,2021-06-17,Johnson&Johnson,77144
Czechia,2021-06-17,Moderna,626781
Czechia,2021-06-17,Oxford/AstraZeneca,677374
Czechia,2021-06-17,Pfizer/BioNTech,5708615
Czechia,2021-06-18,Johnson&Johnson,79195
Czechia,2021-06-18,Moderna,634775
Czechia,2021-06-18,Oxford/AstraZeneca,683176
Czechia,2021-06-18,Pfizer/BioNTech,5813616
Czechia,2021-06-19,Johnson&Johnson,79220
Czechia,2021-06-19,Moderna,635973
Czechia,2021-06-19,Oxford/AstraZeneca,683799
Czechia,2021-06-19,Pfizer/BioNTech,5862771
Czechia,2021-06-20,Johnson&Johnson,79258
Czechia,2021-06-20,Moderna,637276
Czechia,2021-06-20,Oxford/AstraZeneca,683917
Czechia,2021-06-20,Pfizer/BioNTech,5902454
Czechia,2021-06-21,Johnson&Johnson,80695
Czechia,2021-06-21,Moderna,646550
Czechia,2021-06-21,Oxford/AstraZeneca,690368
Czechia,2021-06-21,Pfizer/BioNTech,5994910
Czechia,2021-06-22,Johnson&Johnson,82309
Czechia,2021-06-22,Moderna,656041
Czechia,2021-06-22,Oxford/AstraZeneca,698960
Czechia,2021-06-22,Pfizer/BioNTech,6088776
Czechia,2021-06-23,Johnson&Johnson,84112
Czechia,2021-06-23,Moderna,667026
Czechia,2021-06-23,Oxford/AstraZeneca,707379
Czechia,2021-06-23,Pfizer/BioNTech,6182590
Czechia,2021-06-24,Johnson&Johnson,85933
Czechia,2021-06-24,Moderna,676929
Czechia,2021-06-24,Oxford/AstraZeneca,715546
Czechia,2021-06-24,Pfizer/BioNTech,6280686
Czechia,2021-06-25,Johnson&Johnson,87643
Czechia,2021-06-25,Moderna,686008
Czechia,2021-06-25,Oxford/AstraZeneca,721573
Czechia,2021-06-25,Pfizer/BioNTech,6379320
Czechia,2021-06-26,Johnson&Johnson,87681
Czechia,2021-06-26,Moderna,687507
Czechia,2021-06-26,Oxford/AstraZeneca,723215
Czechia,2021-06-26,Pfizer/BioNTech,6426770
Czechia,2021-06-27,Johnson&Johnson,87693
Czechia,2021-06-27,Moderna,688605
Czechia,2021-06-27,Oxford/AstraZeneca,723361
Czechia,2021-06-27,Pfizer/BioNTech,6466083
Czechia,2021-06-28,Johnson&Johnson,88951
Czechia,2021-06-28,Moderna,697445
Czechia,2021-06-28,Oxford/AstraZeneca,730303
Czechia,2021-06-28,Pfizer/BioNTech,6561337
Czechia,2021-06-29,Johnson&Johnson,90401
Czechia,2021-06-29,Moderna,708421
Czechia,2021-06-29,Oxford/AstraZeneca,739902
Czechia,2021-06-29,Pfizer/BioNTech,6653566
Czechia,2021-06-30,Johnson&Johnson,91755
Czechia,2021-06-30,Moderna,720761
Czechia,2021-06-30,Oxford/AstraZeneca,748978
Czechia,2021-06-30,Pfizer/BioNTech,6747875
Czechia,2021-07-01,Johnson&Johnson,93533
Czechia,2021-07-01,Moderna,731733
Czechia,2021-07-01,Oxford/AstraZeneca,758481
Czechia,2021-07-01,Pfizer/BioNTech,6837825
Czechia,2021-07-02,Johnson&Johnson,95251
Czechia,2021-07-02,Moderna,742781
Czechia,2021-07-02,Oxford/AstraZeneca,765593
Czechia,2021-07-02,Pfizer/BioNTech,6928743
Czechia,2021-07-03,Johnson&Johnson,95268
Czechia,2021-07-03,Moderna,744066
Czechia,2021-07-03,Oxford/AstraZeneca,766242
Czechia,2021-07-03,Pfizer/BioNTech,6965341
Czechia,2021-07-04,Johnson&Johnson,95277
Czechia,2021-07-04,Moderna,744576
Czechia,2021-07-04,Oxford/AstraZeneca,766298
Czechia,2021-07-04,Pfizer/BioNTech,6994093
Czechia,2021-07-05,Johnson&Johnson,95294
Czechia,2021-07-05,Moderna,744839
Czechia,2021-07-05,Oxford/AstraZeneca,766364
Czechia,2021-07-05,Pfizer/BioNTech,7026456
Czechia,2021-07-06,Johnson&Johnson,95322
Czechia,2021-07-06,Moderna,745547
Czechia,2021-07-06,Oxford/AstraZeneca,766591
Czechia,2021-07-06,Pfizer/BioNTech,7058503
Czechia,2021-07-07,Johnson&Johnson,96308
Czechia,2021-07-07,Moderna,754134
Czechia,2021-07-07,Oxford/AstraZeneca,772773
Czechia,2021-07-07,Pfizer/BioNTech,7146485
Czechia,2021-07-08,Johnson&Johnson,97627
Czechia,2021-07-08,Moderna,762947
Czechia,2021-07-08,Oxford/AstraZeneca,779619
Czechia,2021-07-08,Pfizer/BioNTech,7225063
Czechia,2021-07-09,Johnson&Johnson,99054
Czechia,2021-07-09,Moderna,771059
Czechia,2021-07-09,Oxford/AstraZeneca,784921
Czechia,2021-07-09,Pfizer/BioNTech,7305945
Czechia,2021-07-10,Johnson&Johnson,99076
Czechia,2021-07-10,Moderna,772051
Czechia,2021-07-10,Oxford/AstraZeneca,785258
Czechia,2021-07-10,Pfizer/BioNTech,7342531
Czechia,2021-07-11,Johnson&Johnson,99108
Czechia,2021-07-11,Moderna,772486
Czechia,2021-07-11,Oxford/AstraZeneca,785676
Czechia,2021-07-11,Pfizer/BioNTech,7372993
Czechia,2021-07-12,Johnson&Johnson,100421
Czechia,2021-07-12,Moderna,782721
Czechia,2021-07-12,Oxford/AstraZeneca,791113
Czechia,2021-07-12,Pfizer/BioNTech,7451259
Czechia,2021-07-13,Johnson&Johnson,102267
Czechia,2021-07-13,Moderna,791885
Czechia,2021-07-13,Oxford/AstraZeneca,798066
Czechia,2021-07-13,Pfizer/BioNTech,7527447
Czechia,2021-07-14,Johnson&Johnson,104252
Czechia,2021-07-14,Moderna,800308
Czechia,2021-07-14,Oxford/AstraZeneca,804935
Czechia,2021-07-14,Pfizer/BioNTech,7605912
Czechia,2021-07-15,Johnson&Johnson,106599
Czechia,2021-07-15,Moderna,807903
Czechia,2021-07-15,Oxford/AstraZeneca,812021
Czechia,2021-07-15,Pfizer/BioNTech,7681652
Czechia,2021-07-16,Johnson&Johnson,109077
Czechia,2021-07-16,Moderna,816162
Czechia,2021-07-16,Oxford/AstraZeneca,817130
Czechia,2021-07-16,Pfizer/BioNTech,7763908
Czechia,2021-07-17,Johnson&Johnson,109574
Czechia,2021-07-17,Moderna,816643
Czechia,2021-07-17,Oxford/AstraZeneca,817272
Czechia,2021-07-17,Pfizer/BioNTech,7802462
Czechia,2021-07-18,Johnson&Johnson,110118
Czechia,2021-07-18,Moderna,817204
Czechia,2021-07-18,Oxford/AstraZeneca,817287
Czechia,2021-07-18,Pfizer/BioNTech,7835208
Czechia,2021-07-19,Johnson&Johnson,111592
