#,Name,Type,Division,SubDivision,Url,NameLong,Displacement Standard (tons),Displacement Full load (tons),Length (m),Beam (m),Draft (m),Speed (knots),Range,Autonomy (days),Propulsion,Armament,Electronics,Complement,Cargo,Passengers,Endurance (days),Special equipment,Capacity (tons),Capacity (c.m.)
,RVK-771,Diving Boat,314th Rescue Ship Squad Novorossiysk,,https://www.kchf.ru/eng/ship/rescue/rvk771.htm,"Diving 
Boat RVK-771 Project 23040",100,118,"28,09","5,56","1,5","13,7",200 nmi (10 knots),5,"2x600 hp diesels, 2 fixed pitch propellers, 1 bow thruster, 2x80 kW diesel-generatros, 1x20 kW diesel-generator",,,8,,,,1 diving complex (1 hyperbaric chamber)  60 meters,,
,RVK-1149,Diving Boat,314th Rescue Ship Squad Novorossiysk,,https://www.kchf.ru/eng/ship/rescue/rvk1149.htm,"Diving 
Boat RVK-1149 Project 14157",,82,25,"4,8","1,4",12,200 nmi,7,"1x415 hp diesel, 2x40 kW diesel-generators, 1 fixed pitch propeller",,,8,,,,1 diving complex (1 pressure chamber) – 60 m,,
,KSV-67,Communication Boat,61th Auxiliary Ship Group Novorossiysk,,https://www.kchf.ru/eng/ship/boats/ksv67.htm,Communication Boat KSV-67 Project 1388N,370,400,49,9,"2,4",22,"1250 nmi (15,5 knots), 1116 nmi (28,7 knots)",10,"2x5000 hp diesels, 2 fixed pitch propellers, 2 diesel-generators",,Mius navigation radar,8,,12,,,,
,VTN-96,Seagoing Small Tanker,61th Auxiliary Ship Group Novorossiysk,,https://www.kchf.ru/eng/ship/auxiliary/vtn96.htm,"Small 
Seagoing Tanker VTN-96 Project 1844D",539,1127,"53,77","9,72","3,37",10,1500 nmi (10 knots),10,"1x600 hp 6DR30/50-5-3 diesel, 1 fixed pitch propeller in rotate nozzle, 2x100 kW diesel-generators, 1x50 kW diesel-generator",,Don navigation radar,20,,,,,500,
,RB-18,Harbor Tug,61th Auxiliary Ship Group Novorossiysk,,https://www.kchf.ru/eng/ship/auxiliary/rb18.htm,"Harbor 
Tug RB-18 Project 14970",173,188,"26,75","6,5","2,5","10,5",,6,"1x610 hp 6VD18/15 AL-2 diesel, 1 variable pitch propeller, 2x30 kW diesel generators",,,,,,,,,
,RB-43,Harbor Tug,61th Auxiliary Ship Group Novorossiysk,,https://www.kchf.ru/eng/ship/auxiliary/rb43.htm,"Tug 
RB-43 Project 90600",303,417,"25,4","9,3","3,6",12,,,"2x1015 hp KTA 38 M1 diesels, 2x84 kW diesel generators, 2 rudder propellers",,,8,,,,2x300 m3/h fire monitors,,
,RB-371,Harbor Tug,61th Auxiliary Ship Group Novorossiysk,,https://www.kchf.ru/eng/ship/auxiliary/rb371.htm,"Tug 
RB-371 Project 705BM",,"86,5","17,7",5,"1,5",10,,3,"2x340 hp Deutz BF6M1015MC diesels, 2 fixed pitch propellers in nozzles",,,6,,,,,,
,RB-391,Harbor Tug,61th Auxiliary Ship Group Novorossiysk,,https://www.kchf.ru/eng/ship/auxiliary/rb391.htm,"Tug 
RB-391 Project 90600",303,417,"25,4","9,3","3,6",12,,,"2x1015 hp KTA 38 M1 diesels, 2x84 kW diesel generators, 2 rudder propellers",,,8,,,,2x300 m3/h fire monitors,,
,RB-392,Harbor Tug,61th Auxiliary Ship Group Novorossiysk,,https://www.kchf.ru/eng/ship/auxiliary/rb392.htm,"Tug 
RB-392 Project 90600",303,417,"25,4","9,3","3,6",12,,,"2x1015 hp KTA 38 M1 diesels, 2x84 kW diesel generators, 2 rudder propellers",,,8,,,,2x300 m3/h fire monitors,,
,RB-398,Harbor Tug,61th Auxiliary Ship Group Novorossiysk,,https://www.kchf.ru/eng/ship/auxiliary/rb398.htm,"Tug 
RB-398 Project 90600",303,417,"25,4","9,3","3,6",12,,,"2x1015 hp KTA 38 M1 diesels, 2x84 kW diesel generators, 2 rudder propellers",,,8,,,,2x300 m3/h fire monitors,,
,RK-314,Harbor Boat,61th Auxiliary Ship Group Novorossiysk,,,,,,,,,,,,,,,,,,,,,
,GS-402,Hydrographic Ship,55th Independent Hydrographic Vessel Division Novorossiysk,,https://www.kchf.ru/eng/ship/hydrographic/gs402.htm,"Small 
Hydrographic Survey Vessel GS-402  Project 872 / Finik Class",939,1190,"61,33","10,81","3,24","13,37","4356 nmi (11,82 knots), 3045 nmi (13,37 knots)",15,"2x960 hp Cegielski-Sulzer 6AL25/30 diesels, 2x143 hp electric motors mSS5e, 2 controllable pitch propellers, 3x192 kW diesel-generators",,"2 Mius navigation radars, Rumb radio direction finder",27+9,,,,,,
,Boris Slobodnik,Large Hydrographic Boat,55th Independent Hydrographic Vessel Division Novorossiysk,,https://www.kchf.ru/eng/ship/boats/boris_slobodnik.htm,"Large 
Hydrographic Boat Boris Slobodnik Project 23040G","177,1","223,2","33,21","6,8","1,6","12,7",2000 nmi (12 kts),10,"2x337 hp diesels, 2 fixed pitch propellers, 1 bow thruster",,,9,,,,,,
,BGK-890,Large Hydrographic Boat,55th Independent Hydrographic Vessel Division Novorossiysk,,https://www.kchf.ru/eng/ship/boats/bgk890.htm,"Large 
Hydrographic Boat BGK-890 Project 1896",96,126,"28,58","5,41","1,79 (max – 1,98)","11,85","1600 nmi (9,76 knots), 1100 nmi (11,85 knots)",10,"1x450 hp 6ChSP23/30 diesel, 1 fixed pitch propeller, 2 diesel-generators x25 kW, 1 diesel-generator x12 kW, 1 diesel-generator x12 kW",,Donets-2 navigation radar,14+4,,,,,,
,MGK-1067,Small Hydrographic Boat,55th Independent Hydrographic Vessel Division Novorossiysk,,https://www.kchf.ru/eng/ship/boats/mgk1067.htm,"Small 
Hydrographic Boat MGK-1067 Project 727M","4,9","6,1","9,3","2,74","0,64","8,1","128 nmi (7 knots), 100 nmi (8,1 knots)",1,"1x95 hp SW400/M2 diesel, 1 fixed pitch propeller",,,3+3,,,,,,
,Seliger,Research Ship,Temryuk Auxiliary Ship Group,,https://www.kchf.ru/eng/ship/auxiliary/seliger.htm,"Research 
ship Seliger Project 11982",,1040,"60,6","10,8","3,4","13,5",1000 nmi,20,"2x950 hp Rolls-Royce 12FP electric motors, 2 azipods, 2 bow thruster, 3x840 kW VA-840 diesel-generators, 2x280 kW VA-280 diesel-generators",,,16+9,,,,"1 Type ARS-600 autonomous underwater working vehicle,- 60 m, 1 RT-2500 underwater vehicle (Seliger), 1 Super GNOME underwater vehicle, 1 diving complex (1 hyperbaric chamber)",,
,Krab,Harbor Tug,Temryuk Auxiliary Ship Group,,https://www.kchf.ru/eng/ship/auxiliary/rb45.htm,"Tug 
RB-45 (Krab) Project 90600",303,417,"25,4","9,3","3,6",12,,,"2x1015 hp KTA 38 M1 diesels, 2x84 kW diesel generators, 2 rudder propellers",,,8,,,,2x300 m3/h fire monitors,,
,SKhZ-18,Floating Warehouse,Temryuk Auxiliary Ship Group,,https://www.kchf.ru/eng/ship/auxiliary/skhz18.htm,"Floating 
Warehouse SKhZ-18 Project 08142",,2960,"82,3","13,6","3,23",,,,Non self-propelled,,,,,,,,540,
,PKZ-205,Floating Barracks,Temryuk Auxiliary Ship Group,,,,,,,,,,,,,,,,,,,,,
,RVK-2159,Diving Boat,Rostov-on-Don Auxiliary Ship Group,,https://www.kchf.ru/eng/ship/rescue/rvk2159.htm,"Diving 
Boat RVK-2159 Project 14157",,82,25,"4,8","1,4",12,200 nmi,7,"1x415 hp diesel, 2x40 kW diesel-generators, 1 fixed pitch propeller",,,8,,,,1 diving complex (1 pressure chamber) – 60 m,,
