"Adjusted Grade","New?","Other Location Code in LCGMS","School Name","SED Code","Location Code","District","Latitude","Longitude","Address (Full)","City","Zip","Grades","Grade Low","Grade High","Community School?","Economic Need Index","School Income Estimate","Percent ELL","Percent Asian","Percent Black","Percent Hispanic","Percent Black / Hispanic","Percent White","Student Attendance Rate","Percent of Students Chronically Absent","Rigorous Instruction %","Rigorous Instruction Rating","Collaborative Teachers %","Collaborative Teachers Rating","Supportive Environment %","Supportive Environment Rating","Effective School Leadership %","Effective School Leadership Rating","Strong Family-Community Ties %","Strong Family-Community Ties Rating","Trust %","Trust Rating","Student Achievement Rating","Average ELA Proficiency","Average Math Proficiency","Grade 3 ELA - All Students Tested","Grade 3 ELA 4s - All Students","Grade 3 ELA 4s - American Indian or Alaska Native","Grade 3 ELA 4s - Black or African American","Grade 3 ELA 4s - Hispanic or Latino","Grade 3 ELA 4s - Asian or Pacific Islander","Grade 3 ELA 4s - White","Grade 3 ELA 4s - Multiracial","Grade 3 ELA 4s - Limited English Proficient","Grade 3 ELA 4s - Economically Disadvantaged","Grade 3 Math - All Students tested","Grade 3 Math 4s - All Students","Grade 3 Math 4s - American Indian or Alaska Native","Grade 3 Math 4s - Black or African American","Grade 3 Math 4s - Hispanic or Latino","Grade 3 Math 4s - Asian or Pacific Islander","Grade 3 Math 4s - White","Grade 3 Math 4s - Multiracial","Grade 3 Math 4s - Limited English Proficient","Grade 3 Math 4s - Economically Disadvantaged","Grade 4 ELA - All Students Tested","Grade 4 ELA 4s - All Students","Grade 4 ELA 4s - American Indian or Alaska Native","Grade 4 ELA 4s - Black or African American","Grade 4 ELA 4s - Hispanic or Latino","Grade 4 ELA 4s - Asian or Pacific Islander","Grade 4 ELA 4s - White","Grade 4 ELA 4s - Multiracial","Grade 4 ELA 4s - Limited English Proficient","Grade 4 ELA 4s - Economically Disadvantaged","Grade 4 Math - All Students Tested","Grade 4 Math 4s - All Students","Grade 4 Math 4s - American Indian or Alaska Native","Grade 4 Math 4s - Black or African American","Grade 4 Math 4s - Hispanic or Latino","Grade 4 Math 4s - Asian or Pacific Islander","Grade 4 Math 4s - White","Grade 4 Math 4s - Multiracial","Grade 4 Math 4s - Limited English Proficient","Grade 4 Math 4s - Economically Disadvantaged","Grade 5 ELA - All Students Tested","Grade 5 ELA 4s - All Students","Grade 5 ELA 4s - American Indian or Alaska Native","Grade 5 ELA 4s - Black or African American","Grade 5 ELA 4s - Hispanic or Latino","Grade 5 ELA 4s - Asian or Pacific Islander","Grade 5 ELA 4s - White","Grade 5 ELA 4s - Multiracial","Grade 5 ELA 4s - Limited English Proficient","Grade 5 ELA 4s - Economically Disadvantaged","Grade 5 Math - All Students Tested","Grade 5 Math 4s - All Students","Grade 5 Math 4s - American Indian or Alaska Native","Grade 5 Math 4s - Black or African American","Grade 5 Math 4s - Hispanic or Latino","Grade 5 Math 4s - Asian or Pacific Islander","Grade 5 Math 4s - White","Grade 5 Math 4s - Multiracial","Grade 5 Math 4s - Limited English Proficient","Grade 5 Math 4s - Economically Disadvantaged","Grade 6 ELA - All Students Tested","Grade 6 ELA 4s - All Students","Grade 6 ELA 4s - American Indian or Alaska Native","Grade 6 ELA 4s - Black or African American","Grade 6 ELA 4s - Hispanic or Latino","Grade 6 ELA 4s - Asian or Pacific Islander","Grade 6 ELA 4s - White","Grade 6 ELA 4s - Multiracial","Grade 6 ELA 4s - Limited English Proficient","Grade 6 ELA 4s - Economically Disadvantaged","Grade 6 Math - All Students Tested","Grade 6 Math 4s - All Students","Grade 6 Math 4s - American Indian or Alaska Native","Grade 6 Math 4s - Black or African American","Grade 6 Math 4s - Hispanic or Latino","Grade 6 Math 4s - Asian or Pacific Islander","Grade 6 Math 4s - White","Grade 6 Math 4s - Multiracial","Grade 6 Math 4s - Limited English Proficient","Grade 6 Math 4s - Economically Disadvantaged","Grade 7 ELA - All Students Tested","Grade 7 ELA 4s - All Students","Grade 7 ELA 4s - American Indian or Alaska Native","Grade 7 ELA 4s - Black or African American","Grade 7 ELA 4s - Hispanic or Latino","Grade 7 ELA 4s - Asian or Pacific Islander","Grade 7 ELA 4s - White","Grade 7 ELA 4s - Multiracial","Grade 7 ELA 4s - Limited English Proficient","Grade 7 ELA 4s - Economically Disadvantaged","Grade 7 Math - All Students Tested","Grade 7 Math 4s - All Students","Grade 7 Math 4s - American Indian or Alaska Native","Grade 7 Math 4s - Black or African American","Grade 7 Math 4s - Hispanic or Latino","Grade 7 Math 4s - Asian or Pacific Islander","Grade 7 Math 4s - White","Grade 7 Math 4s - Multiracial","Grade 7 Math 4s - Limited English Proficient","Grade 7 Math 4s - Economically Disadvantaged","Grade 8 ELA - All Students Tested","Grade 8 ELA 4s - All Students","Grade 8 ELA 4s - American Indian or Alaska Native","Grade 8 ELA 4s - Black or African American","Grade 8 ELA 4s - Hispanic or Latino","Grade 8 ELA 4s - Asian or Pacific Islander","Grade 8 ELA 4s - White","Grade 8 ELA 4s - Multiracial","Grade 8 ELA 4s - Limited English Proficient","Grade 8 ELA 4s - Economically Disadvantaged","Grade 8 Math - All Students Tested","Grade 8 Math 4s - All Students","Grade 8 Math 4s - American Indian or Alaska Native","Grade 8 Math 4s - Black or African American","Grade 8 Math 4s - Hispanic or Latino","Grade 8 Math 4s - Asian or Pacific Islander","Grade 8 Math 4s - White","Grade 8 Math 4s - Multiracial","Grade 8 Math 4s - Limited English Proficient","Grade 8 Math 4s - Economically Disadvantaged"
,,,"P.S. 157 GROVE HILL","320700010157","07X157",7,40.819262,-73.909065,"757 CAULDWELL AVE BRONX, NY 10456","BRONX","10456","PK,0K,01,02,03,04,05","PK","05","No",0.879,"$26,508.27 ",9%,0%,30%,69%,99%,0%,90%,41%,92%,"Exceeding Target",91%,"Exceeding Target",93%,"Meeting Target",80%,"Meeting Target",82%,"Approaching Target",92%,"Meeting Target","Meeting Target",2.32,2.41,93,2,0,0,2,0,0,0,0,0,93,3,0,0,3,0,0,0,1,0,87,0,0,0,0,0,0,0,0,0,87,6,0,0,2,0,0,0,0,0,100,2,0,0,2,0,0,0,0,2,103,6,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 161 JUAN PONCE DE LEON SCHOOL","320700010161","07X161",7,40.814507,-73.905159,"628 TINTON AVE BRONX, NY 10455","BRONX","10455","PK,0K,01,02,03,04,05","PK","05","No",0.906,"$25,153.14 ",19%,1%,23%,73%,96%,2%,91%,37%,90%,"Approaching Target",87%,"Meeting Target",91%,"Meeting Target",71%,"Approaching Target",79%,"Approaching Target",86%,"Meeting Target","Meeting Target",2.33,2.48,62,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,59,2,0,0,2,0,0,0,0,0,59,2,0,0,2,0,0,0,0,0,77,2,0,1,1,0,0,0,0,0,78,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"J.H.S. 162 LOLA RODRIGUEZ DE TIO","320700010162","07X162",7,40.814702,-73.912036,"600 ST ANNS AVE BRONX, NY 10455","BRONX","10455","06,07,08","06","08","Yes",0.906,"N/A",24%,1%,29%,70%,99%,1%,89%,39%,92%,"Meeting Target",93%,"Meeting Target",85%,"Meeting Target",88%,"Meeting Target",82%,"Meeting Target",93%,"Meeting Target","Approaching Target",2.04,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,105,1,0,1,0,0,0,0,0,1,110,0,0,0,0,0,0,0,0,0,112,2,0,0,2,0,0,0,0,2,117,2,0,0,1,0,0,0,0,2
,,,"P.S. 179","320700010179","07X179",7,40.809216,-73.920032,"468 E 140TH ST BRONX, NY 10454","BRONX","10454","PK,0K,01,02,03,04,05","PK","05","No",0.899,"$23,737.32 ",30%,1%,15%,83%,98%,0%,92%,33%,94%,"Meeting Target",92%,"Meeting Target",90%,"Meeting Target",83%,"Meeting Target",85%,"Meeting Target",96%,"Exceeding Target","Meeting Target",2.31,2.35,57,0,0,0,0,0,0,0,0,0,57,4,0,0,3,0,0,0,0,4,51,3,0,0,2,0,0,0,0,0,52,4,0,0,4,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL","320700011221","07X221",7,40.813507,-73.920477,"360 E 145TH ST BRONX, NY 10454","BRONX","10454","06,07,08,09,10,11,12","06","12","No",0.872,"N/A",8%,1%,24%,72%,96%,2%,93%,21%,89%,"Exceeding Target",92%,"Exceeding Target",89%,"Exceeding Target",87%,"Meeting Target",74%,"Approaching Target",91%,"Meeting Target","Meeting Target",2.25,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,3,0,0,3,0,0,0,1,0,89,6,0,0,5,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,98,6,0,0,5,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0
,,,"M.S. 223 THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY","320700010223","07X223",7,40.813507,-73.920477,"360 E 145TH ST BRONX, NY 10454","BRONX","10454","06,07,08,09,10,11,12","06","12","No",0.866,"N/A",9%,0%,20%,79%,99%,1%,95%,12%,84%,"Meeting Target",76%,"Meeting Target",85%,"Exceeding Target",71%,"Approaching Target",75%,"Approaching Target",82%,"Approaching Target","Meeting Target",2.62,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,18,0,0,15,0,0,0,0,17,86,13,0,0,11,0,0,0,0,12,94,8,0,0,7,0,0,0,0,0,93,4,0,0,4,0,0,0,0,0,92,3,0,0,3,0,0,0,0,0,92,15,0,0,12,0,0,0,0,0
,,,"P.S./I.S. 224","320700010224","07X224",7,40.810207,-73.91839,"345 BROOK AVE BRONX, NY 10454","BRONX","10454","06,07,08","06","08","No",0.903,"N/A",26%,0%,25%,74%,98%,1%,90%,35%,87%,"Meeting Target",87%,"Meeting Target",81%,"Meeting Target",80%,"Approaching Target",79%,"Approaching Target",88%,"Meeting Target","Meeting Target",2.18,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1,0,0,1,0,0,0,0,0,117,2,0,0,1,0,0,0,0,0,110,1,0,0,1,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,108,2,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0
,,,"P.S. 277","320700010277","07X277",7,40.813307,-73.913837,"519 ST ANNS AVE BRONX, NY 10454","BRONX","10454","PK,0K,01,02,03,04,05","PK","05","No",0.928,"$22,649.64 ",16%,0%,23%,74%,97%,1%,93%,22%,90%,"Meeting Target",90%,"Exceeding Target",89%,"Exceeding Target",84%,"Meeting Target",87%,"Meeting Target",93%,"Exceeding Target","Meeting Target",2.28,2.64,67,2,0,0,2,0,0,0,0,0,67,13,0,0,9,0,0,0,0,0,57,5,0,3,2,0,0,0,0,0,57,6,0,2,4,0,0,0,0,0,66,2,0,0,2,0,0,0,0,2,66,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"SOUTH BRONX ACADEMY FOR APPLIED MEDIA","320700010296","07X296",7,40.818906,-73.905333,"778 FOREST AVE BRONX, NY 10456","BRONX","10456","06,07,08","06","08","No",0.908,"N/A",13%,1%,34%,63%,97%,1%,89%,38%,78%,"Approaching Target",75%,"Approaching Target",82%,"Approaching Target",71%,"Approaching Target",71%,"Not Meeting Target",83%,"Approaching Target","Approaching Target",2.13,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3,0,0,2,0,0,0,0,3,93,3,0,0,2,0,0,0,0,3,101,2,0,0,0,0,0,0,0,2,104,1,0,0,1,0,0,0,0,1,109,1,0,0,1,0,0,0,0,1,109,0,0,0,0,0,0,0,0,0
,,,"ACADEMY OF PUBLIC RELATIONS","320700010298","07X298",7,40.818906,-73.905333,"778 FOREST AVE BRONX, NY 10456","BRONX","10456","06,07,08","06","08","No",0.882,"N/A",23%,0%,26%,72%,98%,1%,90%,37%,82%,"Meeting Target",92%,"Meeting Target",75%,"Approaching Target",92%,"Exceeding Target",75%,"Approaching Target",91%,"Meeting Target","Meeting Target",2.14,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,0,0,1,0,0,0,0,1,76,4,0,0,3,0,0,0,0,2,87,1,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,0,0,0,115,4,0,0,2,0,0,0,0,4,93,0,0,0,0,0,0,0,0,0
,,,"ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY","320700010343","07X343",7,40.810207,-73.91839,"345 BROOK AVE BRONX, NY 10454","BRONX","10454","06,07,08","06","08","No",0.885,"N/A",10%,1%,26%,72%,99%,1%,92%,29%,90%,"Meeting Target",88%,"Meeting Target",87%,"Meeting Target",88%,"Meeting Target",79%,"Meeting Target",91%,"Meeting Target","Exceeding Target",2.36,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,3,0,0,3,0,0,0,0,0,95,11,0,0,9,0,0,0,0,0,102,6,0,0,4,0,0,0,0,0,102,15,0,0,11,0,0,0,0,0,95,12,0,0,11,0,0,0,0,10,66,1,0,0,0,0,0,0,0,1
,,,"CONCOURSE VILLAGE ELEMENTARY SCHOOL","320700010359","07X359",7,40.823009,-73.92284,"750 CONCOURSE VILLAGE W BRONX, NY 10451","BRONX","10451","PK,0K,01,02,03,04,05","PK","05","No",0.897,"$28,756.98 ",23%,0%,33%,62%,95%,3%,92%,32%,100%,"N/A",100%,"N/A",99%,"N/A",98%,"N/A",91%,"N/A",99%,"N/A","N/A","N/A","N/A",35,2,0,0,1,0,0,0,0,0,36,27,0,0,18,0,0,0,5,0,46,27,0,0,16,0,0,0,6,27,46,34,0,0,20,0,0,0,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"YOUNG LEADERS ELEMENTARY SCHOOL","320700010369","07X369",7,40.809216,-73.920032,"468 E 140TH ST BRONX, NY 10454","BRONX","10454","PK,0K,01,02,03,04,05","PK","05","No",0.923,"$23,020.70 ",47%,0%,18%,81%,99%,1%,92%,30%,75%,"Not Meeting Target",86%,"Meeting Target",83%,"Approaching Target",81%,"Meeting Target",88%,"Meeting Target",90%,"Meeting Target","Approaching Target",1.97,2.04,36,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"HOSTOS-LINCOLN ACADEMY OF SCIENCE","320700011500","07X500",7,40.814702,-73.912036,"600 ST ANNS AVE BRONX, NY 10455","BRONX","10455","06,07,08,09,10,11,12","06","12","No",0.799,"N/A",5%,3%,18%,76%,94%,1%,93%,21%,83%,"Approaching Target",79%,"Approaching Target",76%,"Approaching Target",71%,"Approaching Target",77%,"Meeting Target",86%,"Meeting Target","Approaching Target",2.26,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,0,0,3,0,0,0,0,0,47,2,0,0,1,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,57,3,0,0,2,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0
,,,"THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS","320700011551","07X551",7,40.81366,-73.925999,"339 MORRIS AVE BRONX, NY 10451","BRONX","10451","06,07,08,09,10,11,12,SE","06","12","No",0.882,"N/A",14%,1%,30%,67%,97%,2%,90%,33%,80%,"Approaching Target",79%,"Approaching Target",76%,"Meeting Target",72%,"Approaching Target",77%,"Approaching Target",83%,"Approaching Target","Approaching Target",2.08,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,82,1,0,1,0,0,0,0,0,1,81,0,0,0,0,0,0,0,0,0,90,1,0,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0
,,,"P.S. X014 SENATOR JOHN CALANDRA","320800010014","08X014",8,40.835535,-73.825861,"3041 BRUCKNER BLVD BRONX, NY 10461","BRONX","10461","0K,01,02,03,04,05","0K","05","No",0.498,"$66,619.65 ",5%,4%,6%,65%,71%,24%,93%,22%,94%,"Meeting Target",96%,"Exceeding Target",98%,"Exceeding Target",91%,"Exceeding Target",84%,"Meeting Target",97%,"Exceeding Target","Meeting Target",2.61,2.8,88,6,0,0,4,0,2,0,0,0,90,12,0,0,6,0,5,0,0,6,95,10,0,0,6,0,4,0,0,5,96,8,0,0,6,0,2,0,0,4,102,12,0,0,4,0,5,0,0,4,104,9,0,0,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 036 UNIONPORT","320800010036","08X036",8,40.829446,-73.849749,"1070 CASTLE HILL AVE BRONX, NY 10472","BRONX","10472","PK,0K,01,02,03,04,05","PK","05","No",0.779,"$39,933.44 ",16%,19%,11%,64%,76%,3%,93%,24%,94%,"Meeting Target",95%,"Meeting Target",96%,"Meeting Target",86%,"Meeting Target",87%,"Meeting Target",96%,"Exceeding Target","Exceeding Target",2.6,2.73,115,0,0,0,0,0,0,0,0,0,119,13,1,0,4,7,1,0,3,11,98,4,0,0,0,4,0,0,0,1,103,16,0,0,4,11,0,0,2,4,103,14,0,2,4,3,0,0,0,7,106,20,0,1,11,4,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 048 JOSEPH R. DRAKE","320800010048","08X048",8,40.814228,-73.886889,"1290 SPOFFORD AVE BRONX, NY 10474","BRONX","10474","PK,0K,01,02,03,04,05","PK","05","No",0.922,"$27,859.91 ",18%,1%,26%,71%,97%,1%,92%,31%,88%,"Meeting Target",84%,"Meeting Target",86%,"Meeting Target",68%,"Approaching Target",77%,"Not Meeting Target",84%,"Approaching Target","Meeting Target",2.1,2.18,103,0,0,0,0,0,0,0,0,0,108,4,0,0,3,0,0,0,0,4,117,3,0,0,3,0,0,0,0,2,122,5,0,0,3,0,0,0,1,5,93,2,0,0,2,0,0,0,0,2,95,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 062 INOCENSIO CASANOVA","320800010062","08X062",8,40.813875,-73.90019,"660 FOX ST BRONX, NY 10455","BRONX","10455","PK,0K,01,02,03,04,05","PK","05","No",0.896,"$23,837.79 ",11%,0%,20%,77%,96%,3%,91%,35%,89%,"Meeting Target",94%,"Exceeding Target",92%,"Meeting Target",86%,"Meeting Target",85%,"Meeting Target",95%,"Meeting Target","Meeting Target",2.15,2.35,99,3,0,1,2,0,0,0,0,0,106,10,0,0,9,0,0,0,1,0,102,2,0,0,2,0,0,0,0,0,105,10,0,0,9,0,0,0,0,0,109,3,0,0,3,0,0,0,0,0,112,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 069 JOURNEY PREP SCHOOL","320800010069","08X069",8,40.816837,-73.860541,"560 THERIOT AVE BRONX, NY 10473","BRONX","10473","PK,0K,01,02,03,04,05","PK","05","No",0.751,"$47,598.42 ",8%,2%,16%,80%,96%,1%,93%,22%,94%,"Exceeding Target",86%,"Exceeding Target",92%,"Meeting Target",79%,"Meeting Target",81%,"Approaching Target",88%,"Meeting Target","Exceeding Target",2.72,3.02,79,9,0,0,8,0,0,0,0,9,80,23,0,0,18,0,0,0,0,20,83,10,0,0,10,0,0,0,1,0,82,19,0,0,19,0,0,0,0,0,89,3,0,1,2,0,0,0,0,0,92,11,0,2,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 071 ROSE E. SCALA","320800010071","08X071",8,40.845595,-73.829638,"3040 ROBERTS AVE BRONX, NY 10461","BRONX","10461","PK,0K,01,02,03,04,05,06,07,08","PK","08","No",0.511,"$57,078.08 ",7%,7%,4%,62%,66%,26%,93%,22%,93%,"Meeting Target",93%,"Exceeding Target",86%,"Meeting Target",91%,"Exceeding Target",79%,"Approaching Target",93%,"Exceeding Target","Exceeding Target",2.66,2.87,180,8,0,1,5,1,1,0,0,2,189,21,0,1,12,3,5,0,1,10,194,23,0,0,10,7,3,0,0,18,202,42,0,0,16,11,13,0,3,31,187,26,0,0,12,6,6,0,0,15,185,23,0,0,9,9,5,0,1,12,181,29,0,0,19,4,6,0,0,19,178,65,0,0,37,13,12,0,0,45,189,20,0,1,12,0,5,0,0,14,180,22,0,0,14,0,1,0,0,18,165,28,0,0,15,0,9,0,0,16,160,34,0,0,17,0,11,0,0,23
,,,"P.S. 072 DR. WILLIAM DORNEY","320800010072","08X072",8,40.823158,-73.818136,"2951 DEWEY AVE BRONX, NY 10465","BRONX","10465","PK,0K,01,02,03,04,05,SE","PK","05","No",0.761,"$46,642.64 ",5%,3%,19%,72%,92%,5%,91%,35%,91%,"Meeting Target",87%,"Exceeding Target",89%,"Meeting Target",79%,"Meeting Target",83%,"Meeting Target",91%,"Meeting Target","Meeting Target",2.33,2.44,108,3,0,0,2,0,0,0,0,2,110,5,0,0,4,0,0,0,0,4,118,7,0,2,4,1,0,0,0,5,113,13,0,1,8,3,1,0,1,8,128,7,0,0,6,0,0,0,0,6,128,8,0,1,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY","320800010075","08X075",8,40.82229,-73.88896,"984 FAILE ST BRONX, NY 10459","BRONX","10459","PK,0K,01,02,03,04,05","PK","05","No",0.922,"$23,987.16 ",13%,1%,26%,71%,97%,1%,91%,36%,93%,"Exceeding Target",92%,"Meeting Target",91%,"Meeting Target",83%,"Meeting Target",80%,"Approaching Target",93%,"Meeting Target","Meeting Target",2.24,2.34,92,1,0,0,0,0,0,0,0,1,93,10,0,0,7,0,0,0,0,8,89,7,0,0,5,0,0,0,0,6,90,6,0,1,4,0,0,0,0,6,85,2,0,0,2,0,0,0,0,2,87,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 093 ALBERT G. OLIVER","320800010093","08X093",8,40.822513,-73.877255,"1535 STORY AVE BRONX, NY 10473","BRONX","10473","PK,0K,01,02,03,04,05","PK","05","No",0.667,"$42,885.01 ",9%,0%,57%,40%,97%,2%,93%,28%,96%,"Meeting Target",95%,"Meeting Target",95%,"Exceeding Target",87%,"Meeting Target",93%,"Exceeding Target",96%,"Exceeding Target","Approaching Target",2.26,2.32,49,4,0,3,0,0,0,0,0,3,52,3,0,3,0,0,0,0,0,1,41,4,0,4,0,0,0,0,0,3,42,3,0,3,0,0,0,0,0,3,59,0,0,0,0,0,0,0,0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
