Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
2021-12-17,Mamá o papá,"Flora and Victor are fun, modern, caring parents. That is, until they decide to get a divorce, and the perfect job opportunity turns up for them. They now have one problem: custody.",124.712,100,7.5,es,"Comedy, Family",https://image.tmdb.org/t/p/original/yo4aBPuyWh8uB2VHPwK1O7R6WwO.jpg
2019-06-19,Toy Story 4,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",124.411,7817,7.6,en,"Family, Adventure, Animation, Comedy, Fantasy, Drama",https://image.tmdb.org/t/p/original/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg
2008-11-20,Twilight,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",124.224,11347,6.3,en,"Fantasy, Drama, Romance",https://image.tmdb.org/t/p/original/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg
2014-12-13,Kingsman: The Secret Service,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,124.136,14125,7.6,en,"Crime, Comedy, Action, Adventure",https://image.tmdb.org/t/p/original/ay7xwXn1G9fzX9TUBlkGA584rGi.jpg
2021-11-24,The Unforgivable,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,123.798,1185,7.6,en,"Drama, Crime",https://image.tmdb.org/t/p/original/1b3dNFDuE7i05TJlXrIC571yR01.jpg
2013-07-11,Pacific Rim,"A ragtag band of humans band together in the year 2025 to fight legions of monstrous creatures rising from the sea. Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes -- a washed up former pilot and an untested trainee -- who now stand as earth's final hope against the mounting apocalypse.",123.369,10377,6.8,en,"Action, Science Fiction, Adventure",https://image.tmdb.org/t/p/original/mmznhaQDwlHWpUwKuNxtQiubbmM.jpg
2020-09-10,PAW Patrol: Jet To The Rescue,"A royal relative steals a gem with the power to make things fly, the Paw Patrol takes to the skies to stop him and save Barkingburg.",123.359,131,7.0,en,"Family, Animation",https://image.tmdb.org/t/p/original/qHcn3PbjVHxBweDZxWpYH3JfugS.jpg
1997-11-18,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",123.007,20674,7.9,en,"Drama, Romance",https://image.tmdb.org/t/p/original/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg
2012-11-26,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",122.885,15731,7.3,en,"Adventure, Fantasy, Action",https://image.tmdb.org/t/p/original/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg
2016-06-08,The Conjuring 2,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,122.749,6649,7.3,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/zEqyD0SBt6HL7W9JQoWwtd5Do1T.jpg
2022-01-05,Four to Dinner,"In this rom-com challenging the concept of soulmates, parallel storylines portray four single friends as they pair up in different couple combinations.",122.573,167,6.2,it,"Comedy, Romance",https://image.tmdb.org/t/p/original/bVJLLHO7J6OiMC2LYujbF1N6fzP.jpg
2016-10-19,Jack Reacher: Never Go Back,"When Major Susan Turner is arrested for treason, ex-investigator Jack Reacher undertakes the challenging task to prove her innocence and ends up exposing a shocking conspiracy.",122.302,3914,5.9,en,"Action, Thriller",https://image.tmdb.org/t/p/original/wxLUQ1pIms3HAlVGYvEG9zg2kDs.jpg
2022-06-08,Jurassic World Dominion,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history’s most fearsome creatures.",122.236,0,0.0,en,"Adventure, Action, Science Fiction, Thriller",https://image.tmdb.org/t/p/original/blO6k1NsYgPq4sQRZyWvi962FOo.jpg
2021-10-27,Bordertown: The Mural Murders,"A mural painted with blood is found on the wall of Pasila train station, which depicts Finland's best-known serial killer Lasse Maasalo. The text in the mural, “Making the world a better place”, is linked to a voting circulating in social media, where people can vote for persons that world would be a better place without. Soon the first body is found and Sorjonen must find the person who has named himself as The Judge.",122.037,44,6.9,fi,Crime,https://image.tmdb.org/t/p/original/g24OiKp3k9b3VzrhCNcaQzHhZ60.jpg
2021-06-03,The Misfits,"After being recruited by a group of unconventional thieves, renowned criminal Richard Pace finds himself caught up in an elaborate gold heist that promises to have far-reaching implications on his life and the lives of countless others.",121.906,223,5.5,en,"Action, Thriller",https://image.tmdb.org/t/p/original/dPOyYnCkRbWAEem85N3VFpQODf5.jpg
2021-06-09,Awake,"After a sudden global event wipes out all electronics and takes away humankind’s ability to sleep, chaos quickly begins to consume the world. Only Jill, an ex-soldier with a troubled past, may hold the key to a cure in the form of her own daughter. The question is, can Jill safely deliver her daughter and save the world before she herself loses her mind.",121.733,796,6.0,en,"Drama, Science Fiction, Thriller",https://image.tmdb.org/t/p/original/uZkNbB8isWXHMDNoIbqXvmslBMC.jpg
2021-11-19,Dhamaka,"When a cynical ex-TV news anchor gets an alarming call on his radio show, he sees a chance for a career comeback — but it may cost his conscience.",121.718,52,7.2,hi,"Thriller, Drama, Crime",https://image.tmdb.org/t/p/original/KowKEuyWziUtnCYicv6zhzTQIv.jpg
1999-10-15,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",121.653,23620,8.4,en,Drama,https://image.tmdb.org/t/p/original/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg
2019-07-12,The Lion King,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",121.53,8292,7.1,en,"Adventure, Family, Animation",https://image.tmdb.org/t/p/original/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg
2021-09-01,Malignant,"Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.",121.064,1324,7.0,en,"Thriller, Horror, Mystery",https://image.tmdb.org/t/p/original/dGv2BWjzwAz6LB8a8JeRIZL8hSz.jpg
2010-06-10,The Karate Kid,"Twelve-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",120.968,4848,6.5,en,"Action, Adventure, Drama, Family",https://image.tmdb.org/t/p/original/tAMQREOoztvluqrfHiGHFVfB04B.jpg
2022-03-30,Morbius,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",120.912,0,0.0,en,"Action, Science Fiction, Fantasy",https://image.tmdb.org/t/p/original/o0DiJVE7titRdgcqIOFGKcVoBL0.jpg
2022-02-09,¡Qué Despadre!,"Pedro is a single man in his forties who likes to party, has no children and lives at night. Everything changes when he meets Alin. She mentions to him that she is looking for her dad and that there is a high probability that it is him.",120.694,2,4.0,es,"Comedy, Family, Romance",https://image.tmdb.org/t/p/original/tStemQsHwaMPoamhVJQFxWAuZAJ.jpg
2021-01-26,Wrong Turn,"Jen and a group of friends set out to hike the Appalachian Trail. Despite warnings to stick to the trail, the hikers stray off course—and cross into land inhabited by The Foundation, a hidden community of mountain dwellers who use deadly means to protect their way of life.",120.352,687,6.0,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/4U1SBHmwHkNA0eHZ2n1CuiC1K1g.jpg
2023-06-23,The Flash,"The Flash travels back in time to prevent the murder of his mother, an act which disrupts time significantly.",119.846,0,0.0,en,"Action, Adventure, Science Fiction, Fantasy, Drama",https://image.tmdb.org/t/p/original/oduJooXJya3u6wuA6FgljAFCEQp.jpg
2018-02-13,Black Panther,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",119.657,18737,7.4,en,"Action, Adventure, Science Fiction",https://image.tmdb.org/t/p/original/uxzzxijgPIY7slzFvMotPv8wjKA.jpg
2016-09-17,A Silent Voice: The Movie,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",119.623,2828,8.4,ja,"Animation, Drama",https://image.tmdb.org/t/p/original/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg
2003-05-30,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",119.616,16104,7.8,en,"Animation, Family",https://image.tmdb.org/t/p/original/eHuGQ10FUzK1mdOY69wF5pGgEf5.jpg
2014-12-16,Taken 3,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",119.377,4792,6.2,en,"Thriller, Action",https://image.tmdb.org/t/p/original/vzvMXMypMq7ieDofKThsxjHj9hn.jpg
2003-12-01,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",118.609,19183,8.5,en,"Adventure, Fantasy, Action",https://image.tmdb.org/t/p/original/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg
2003-05-21,The Texas Chainsaw Massacre,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a chainsaw-wielding killer and his family of equally psychopathic killers.",118.578,2019,6.2,en,Horror,https://image.tmdb.org/t/p/original/w0yIF8UPMNBDLwztmqgUoc4isLH.jpg
