As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score
2021-03-13,1,1,1,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",17,166
2021-03-13,2,2,-,Last Chance U: Basketball,TV Show,Yes,"Mar 10, 2021",3,27
2021-03-13,3,3,6,iCarly,TV Show,,"Feb 8, 2021",33,226
2021-03-13,4,4,9,Cocomelon,TV Show,,"Jun 1, 2020",144,426
2021-03-13,5,5,-,Parker,Movie,,"Mar 4, 2021",4,23
2021-03-13,6,6,-,Marriage or Mortgage,TV Show,Yes,"Mar 10, 2021",2,10
2021-03-13,7,7,7,Behind Her Eyes,TV Show,Yes,"Feb 17, 2021",24,151
2021-03-13,8,8,-,Good Girls,TV Show,,"Jan 1, 2019",22,118
2021-03-13,9,9,2,Murder Among the Mormons,TV Show,Yes,"Mar 3, 2021",10,72
2021-03-13,10,10,10,The Dark Knight,Movie,,"Mar 1, 2021",8,21
2021-03-14,1,-,-,Yes Day,Movie,Yes,"Mar 12, 2021",1,10
2021-03-14,2,1,1,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",18,175
2021-03-14,3,-,-,The One,TV Show,Yes,"Mar 12, 2021",1,8
2021-03-14,4,2,-,Last Chance U: Basketball,TV Show,Yes,"Mar 10, 2021",4,34
2021-03-14,5,5,-,Parker,Movie,,"Mar 4, 2021",5,29
2021-03-14,6,6,-,Marriage or Mortgage,TV Show,Yes,"Mar 10, 2021",3,15
2021-03-14,7,4,-,Cocomelon,TV Show,,"Jun 1, 2020",145,430
2021-03-14,8,3,9,iCarly,TV Show,,"Feb 8, 2021",34,229
2021-03-14,9,-,-,Paradise PD,TV Show,Yes,"Aug 31, 2018",1,2
2021-03-14,10,7,8,Behind Her Eyes,TV Show,Yes,"Feb 17, 2021",25,152
2021-03-15,1,1,-,Yes Day,Movie,Yes,"Mar 12, 2021",2,20
2021-03-15,2,2,1,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",19,184
2021-03-15,3,3,-,The One,TV Show,Yes,"Mar 12, 2021",2,16
2021-03-15,4,4,-,Last Chance U: Basketball,TV Show,Yes,"Mar 10, 2021",5,41
2021-03-15,5,5,-,Parker,Movie,,"Mar 4, 2021",6,35
2021-03-15,6,6,-,Marriage or Mortgage,TV Show,Yes,"Mar 10, 2021",4,20
2021-03-15,7,7,-,Cocomelon,TV Show,,"Jun 1, 2020",146,434
2021-03-15,8,9,-,Paradise PD,TV Show,Yes,"Aug 31, 2018",2,5
2021-03-15,9,10,7,Behind Her Eyes,TV Show,Yes,"Feb 17, 2021",26,154
2021-03-15,10,8,9,iCarly,TV Show,,"Feb 8, 2021",35,230
2021-03-16,1,1,-,Yes Day,Movie,Yes,"Mar 12, 2021",3,30
2021-03-16,2,2,1,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",20,193
2021-03-16,3,3,-,The One,TV Show,Yes,"Mar 12, 2021",3,24
2021-03-16,4,-,-,The Lost Pirate Kingdom,TV Show,Yes,"Mar 15, 2021",1,7
2021-03-16,5,4,-,Last Chance U: Basketball,TV Show,Yes,"Mar 10, 2021",6,47
2021-03-16,6,7,6,Cocomelon,TV Show,,"Jun 1, 2020",147,439
2021-03-16,7,10,3,iCarly,TV Show,,"Feb 8, 2021",36,234
2021-03-16,8,6,-,Marriage or Mortgage,TV Show,Yes,"Mar 10, 2021",5,23
2021-03-16,9,8,-,Paradise PD,TV Show,Yes,"Aug 31, 2018",3,7
2021-03-16,10,5,-,Parker,Movie,,"Mar 4, 2021",7,36
2021-03-17,1,1,-,Yes Day,Movie,Yes,"Mar 12, 2021",4,40
2021-03-17,2,2,1,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",21,202
2021-03-17,3,3,-,The One,TV Show,Yes,"Mar 12, 2021",4,32
2021-03-17,4,4,-,The Lost Pirate Kingdom,TV Show,Yes,"Mar 15, 2021",2,14
2021-03-17,5,-,-,Savages,Movie,,"Mar 16, 2021",1,6
2021-03-17,6,5,-,Last Chance U: Basketball,TV Show,Yes,"Mar 10, 2021",7,52
2021-03-17,7,6,4,Cocomelon,TV Show,,"Jun 1, 2020",148,443
2021-03-17,8,7,3,iCarly,TV Show,,"Feb 8, 2021",37,237
2021-03-17,9,8,-,Marriage or Mortgage,TV Show,Yes,"Mar 10, 2021",6,25
2021-03-17,10,9,-,Paradise PD,TV Show,Yes,"Aug 31, 2018",4,8
2021-03-18,1,1,-,Yes Day,Movie,Yes,"Mar 12, 2021",5,50
2021-03-18,2,2,1,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",22,211
2021-03-18,3,4,-,The Lost Pirate Kingdom,TV Show,Yes,"Mar 15, 2021",3,22
2021-03-18,4,5,-,Savages,Movie,,"Mar 16, 2021",2,13
2021-03-18,5,3,-,The One,TV Show,Yes,"Mar 12, 2021",5,38
2021-03-18,6,-,-,Operation Varsity Blues,Movie,Yes,"Mar 17, 2021",1,5
2021-03-18,7,7,4,Cocomelon,TV Show,,"Jun 1, 2020",149,447
2021-03-18,8,6,2,Last Chance U: Basketball,TV Show,Yes,"Mar 10, 2021",8,55
2021-03-18,9,8,3,iCarly,TV Show,,"Feb 8, 2021",38,239
2021-03-18,10,-,-,The Last Blockbuster,Movie,,"Mar 15, 2021",1,1
2021-03-19,1,1,-,Yes Day,Movie,Yes,"Mar 12, 2021",6,60
2021-03-19,2,2,1,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",23,220
2021-03-19,3,4,-,Savages,Movie,,"Mar 16, 2021",3,21
2021-03-19,4,3,-,The Lost Pirate Kingdom,TV Show,Yes,"Mar 15, 2021",4,29
2021-03-19,5,-,-,Deadly Illusions,Movie,Yes,"Mar 18, 2021",1,6
2021-03-19,6,5,-,The One,TV Show,Yes,"Mar 12, 2021",6,43
2021-03-19,7,6,-,Operation Varsity Blues,Movie,Yes,"Mar 17, 2021",2,9
2021-03-19,8,7,4,Cocomelon,TV Show,,"Jun 1, 2020",150,450
2021-03-19,9,10,-,The Last Blockbuster,Movie,,"Mar 15, 2021",2,3
2021-03-19,10,9,3,iCarly,TV Show,,"Feb 8, 2021",39,240
2021-03-20,1,1,-,Yes Day,Movie,Yes,"Mar 12, 2021",7,70
2021-03-20,2,5,-,Deadly Illusions,Movie,Yes,"Mar 18, 2021",2,15
2021-03-20,3,3,-,Savages,Movie,,"Mar 16, 2021",4,29
2021-03-20,4,2,1,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",24,227
2021-03-20,5,7,-,Operation Varsity Blues,Movie,Yes,"Mar 17, 2021",3,15
2021-03-20,6,6,-,The One,TV Show,Yes,"Mar 12, 2021",7,48
2021-03-20,7,4,-,The Lost Pirate Kingdom,TV Show,Yes,"Mar 15, 2021",5,33
2021-03-20,8,8,4,Cocomelon,TV Show,,"Jun 1, 2020",151,453
2021-03-20,9,-,-,Skylines,Movie,,"Mar 18, 2021",1,2
2021-03-20,10,9,-,The Last Blockbuster,Movie,,"Mar 15, 2021",3,4
2021-03-21,1,1,1,Yes Day,Movie,Yes,"Mar 12, 2021",8,80
2021-03-21,2,2,-,Deadly Illusions,Movie,Yes,"Mar 18, 2021",3,24
2021-03-21,3,3,-,Savages,Movie,,"Mar 16, 2021",5,37
2021-03-21,4,4,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",25,234
2021-03-21,5,5,-,Operation Varsity Blues,Movie,Yes,"Mar 17, 2021",4,21
2021-03-21,6,6,3,The One,TV Show,Yes,"Mar 12, 2021",8,53
2021-03-21,7,7,-,The Lost Pirate Kingdom,TV Show,Yes,"Mar 15, 2021",6,37
2021-03-21,8,8,7,Cocomelon,TV Show,,"Jun 1, 2020",152,456
2021-03-21,9,9,-,Skylines,Movie,,"Mar 18, 2021",2,4
2021-03-21,10,10,-,The Last Blockbuster,Movie,,"Mar 15, 2021",4,5
2021-03-22,1,2,-,Deadly Illusions,Movie,Yes,"Mar 18, 2021",4,34
2021-03-22,2,5,-,Operation Varsity Blues,Movie,Yes,"Mar 17, 2021",5,30
2021-03-22,3,1,1,Yes Day,Movie,Yes,"Mar 12, 2021",9,88
2021-03-22,4,4,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",26,241
2021-03-22,5,3,-,Savages,Movie,,"Mar 16, 2021",6,43
2021-03-22,6,-,-,Jiu Jitsu,Movie,,"Mar 20, 2021",1,5
2021-03-22,7,9,-,Skylines,Movie,,"Mar 18, 2021",3,8
2021-03-22,8,6,3,The One,TV Show,Yes,"Mar 12, 2021",9,56
2021-03-22,9,-,-,Country Comfort,TV Show,Yes,"Mar 19, 2021",1,2
2021-03-22,10,10,-,The Last Blockbuster,Movie,,"Mar 15, 2021",5,6
2021-03-23,1,1,-,Deadly Illusions,Movie,Yes,"Mar 18, 2021",5,44
2021-03-23,2,4,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",27,250
2021-03-23,3,2,-,Operation Varsity Blues,Movie,Yes,"Mar 17, 2021",6,38
2021-03-23,4,3,1,Yes Day,Movie,Yes,"Mar 12, 2021",10,95
2021-03-23,5,6,-,Jiu Jitsu,Movie,,"Mar 20, 2021",2,11
2021-03-23,6,5,-,Savages,Movie,,"Mar 16, 2021",7,48
2021-03-23,7,9,-,Country Comfort,TV Show,Yes,"Mar 19, 2021",2,6
2021-03-23,8,-,6,Cocomelon,TV Show,,"Jun 1, 2020",153,459
2021-03-23,9,8,3,The One,TV Show,Yes,"Mar 12, 2021",10,58
2021-03-23,10,7,-,Skylines,Movie,,"Mar 18, 2021",4,9
2021-03-24,1,1,-,Deadly Illusions,Movie,Yes,"Mar 18, 2021",6,54
2021-03-24,2,2,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",28,259
2021-03-24,3,3,-,Operation Varsity Blues,Movie,Yes,"Mar 17, 2021",7,46
2021-03-24,4,4,1,Yes Day,Movie,Yes,"Mar 12, 2021",11,102
2021-03-24,5,6,5,Savages,Movie,,"Mar 16, 2021",8,54
2021-03-24,6,7,-,Country Comfort,TV Show,Yes,"Mar 19, 2021",3,11
2021-03-24,7,8,7,Cocomelon,TV Show,,"Jun 1, 2020",154,463
2021-03-24,8,5,-,Jiu Jitsu,Movie,,"Mar 20, 2021",3,14
2021-03-24,9,9,3,The One,TV Show,Yes,"Mar 12, 2021",11,60
2021-03-24,10,-,8,iCarly,TV Show,,"Feb 8, 2021",40,241
2021-03-25,1,2,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",29,269
2021-03-25,2,1,-,Deadly Illusions,Movie,Yes,"Mar 18, 2021",7,63
2021-03-25,3,3,6,Operation Varsity Blues,Movie,Yes,"Mar 17, 2021",8,54
2021-03-25,4,7,7,Cocomelon,TV Show,,"Jun 1, 2020",155,470
2021-03-25,5,6,-,Country Comfort,TV Show,Yes,"Mar 19, 2021",4,17
2021-03-25,6,4,1,Yes Day,Movie,Yes,"Mar 12, 2021",12,107
2021-03-25,7,9,5,The One,TV Show,Yes,"Mar 12, 2021",12,64
2021-03-25,8,5,4,Savages,Movie,,"Mar 16, 2021",9,57
2021-03-25,9,8,-,Jiu Jitsu,Movie,,"Mar 20, 2021",4,16
2021-03-25,10,10,9,iCarly,TV Show,,"Feb 8, 2021",41,242
2021-03-26,1,1,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",30,279
2021-03-26,2,-,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",1,9
2021-03-26,3,2,5,Deadly Illusions,Movie,Yes,"Mar 18, 2021",8,71
2021-03-26,4,4,8,Cocomelon,TV Show,,"Jun 1, 2020",156,477
2021-03-26,5,3,7,Operation Varsity Blues,Movie,Yes,"Mar 17, 2021",9,60
2021-03-26,6,5,-,Country Comfort,TV Show,Yes,"Mar 19, 2021",5,22
2021-03-26,7,6,1,Yes Day,Movie,Yes,"Mar 12, 2021",13,111
2021-03-26,8,7,6,The One,TV Show,Yes,"Mar 12, 2021",13,67
2021-03-26,9,10,10,iCarly,TV Show,,"Feb 8, 2021",42,244
2021-03-26,10,-,-,Seaspiracy,Movie,Yes,"Mar 24, 2021",1,1
2021-03-27,1,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",2,19
2021-03-27,2,1,4,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",31,288
2021-03-27,3,4,8,Cocomelon,TV Show,,"Jun 1, 2020",157,485
2021-03-27,4,7,1,Yes Day,Movie,Yes,"Mar 12, 2021",14,118
2021-03-27,5,3,2,Deadly Illusions,Movie,Yes,"Mar 18, 2021",9,77
2021-03-27,6,-,-,Secret Magic Control Agency,Movie,Yes,"Mar 25, 2021",1,5
2021-03-27,7,10,-,Seaspiracy,Movie,Yes,"Mar 24, 2021",2,5
2021-03-27,8,5,5,Operation Varsity Blues,Movie,Yes,"Mar 17, 2021",10,63
2021-03-27,9,-,-,Nailed It!,TV Show,Yes,"Mar 9, 2018",11,35
2021-03-27,10,6,-,Country Comfort,TV Show,Yes,"Mar 19, 2021",6,23
2021-03-28,1,-,-,Bad Trip,Movie,,"Mar 26, 2021",1,10
2021-03-28,2,6,-,Secret Magic Control Agency,Movie,Yes,"Mar 25, 2021",2,14
2021-03-28,3,4,1,Yes Day,Movie,Yes,"Mar 12, 2021",15,126
2021-03-28,4,-,-,A Week Away,Movie,Yes,"Mar 26, 2021",1,7
2021-03-28,5,7,-,Seaspiracy,Movie,Yes,"Mar 24, 2021",3,11
2021-03-28,6,5,2,Deadly Illusions,Movie,Yes,"Mar 18, 2021",10,82
2021-03-28,7,8,5,Operation Varsity Blues,Movie,Yes,"Mar 17, 2021",11,67
2021-03-28,8,-,3,Savages,Movie,,"Mar 16, 2021",10,60
2021-03-28,9,-,-,The Secret Life of Pets 2,Movie,,"Dec 27, 2019",1,2
2021-03-28,10,-,-,The BFG,Movie,,"Mar 15, 2021",1,1
2021-03-29,1,1,-,Bad Trip,Movie,,"Mar 26, 2021",2,20
2021-03-29,2,-,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",3,28
2021-03-29,3,-,-,The Irregulars,TV Show,Yes,"Mar 26, 2021",1,8
2021-03-29,4,2,-,Secret Magic Control Agency,Movie,Yes,"Mar 25, 2021",3,21
2021-03-29,5,-,4,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",32,294
2021-03-29,6,5,-,Seaspiracy,Movie,Yes,"Mar 24, 2021",4,16
2021-03-29,7,-,-,Nailed It!,TV Show,Yes,"Mar 9, 2018",12,39
2021-03-29,8,-,-,Cocomelon,TV Show,,"Jun 1, 2020",158,488
2021-03-29,9,4,-,A Week Away,Movie,Yes,"Mar 26, 2021",2,9
2021-03-29,10,-,-,Big Time Rush,TV Show,,"Mar 26, 2021",1,1
2021-03-30,1,1,-,Bad Trip,Movie,,"Mar 26, 2021",3,30
2021-03-30,2,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",4,37
2021-03-30,3,3,-,The Irregulars,TV Show,Yes,"Mar 26, 2021",2,16
2021-03-30,4,5,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",33,301
2021-03-30,5,4,-,Secret Magic Control Agency,Movie,Yes,"Mar 25, 2021",4,27
2021-03-30,6,10,-,Big Time Rush,TV Show,,"Mar 26, 2021",2,6
2021-03-30,7,8,8,Cocomelon,TV Show,,"Jun 1, 2020",159,492
2021-03-30,8,7,-,Nailed It!,TV Show,Yes,"Mar 9, 2018",13,42
2021-03-30,9,6,-,Seaspiracy,Movie,Yes,"Mar 24, 2021",5,18
2021-03-30,10,9,-,A Week Away,Movie,Yes,"Mar 26, 2021",3,10
2021-03-31,1,1,-,Bad Trip,Movie,,"Mar 26, 2021",4,40
2021-03-31,2,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",5,46
2021-03-31,3,3,-,The Irregulars,TV Show,Yes,"Mar 26, 2021",3,24
2021-03-31,4,4,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",34,308
2021-03-31,5,5,-,Secret Magic Control Agency,Movie,Yes,"Mar 25, 2021",5,33
2021-03-31,6,6,-,Big Time Rush,TV Show,,"Mar 26, 2021",3,11
2021-03-31,7,7,7,Cocomelon,TV Show,,"Jun 1, 2020",160,496
2021-03-31,8,8,-,Nailed It!,TV Show,Yes,"Mar 9, 2018",14,45
2021-03-31,9,9,-,Seaspiracy,Movie,Yes,"Mar 24, 2021",6,20
2021-03-31,10,10,-,A Week Away,Movie,Yes,"Mar 26, 2021",4,11
2021-04-01,1,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",6,56
2021-04-01,2,1,-,Bad Trip,Movie,,"Mar 26, 2021",5,49
2021-04-01,3,3,-,The Irregulars,TV Show,Yes,"Mar 26, 2021",4,32
2021-04-01,4,4,1,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",35,315
2021-04-01,5,5,-,Secret Magic Control Agency,Movie,Yes,"Mar 25, 2021",6,39
2021-04-01,6,6,-,Big Time Rush,TV Show,,"Mar 26, 2021",4,16
2021-04-01,7,7,4,Cocomelon,TV Show,,"Jun 1, 2020",161,500
2021-04-01,8,9,-,Seaspiracy,Movie,Yes,"Mar 24, 2021",7,23
2021-04-01,9,8,-,Nailed It!,TV Show,Yes,"Mar 9, 2018",15,47
2021-04-01,10,-,-,Octonauts & The Ring of Fire,Movie,Yes,"Mar 30, 2021",1,1
2021-04-02,1,1,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",7,66
2021-04-02,2,2,-,Bad Trip,Movie,,"Mar 26, 2021",6,58
2021-04-02,3,3,-,The Irregulars,TV Show,Yes,"Mar 26, 2021",5,40
2021-04-02,4,4,1,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",36,322
2021-04-02,5,7,4,Cocomelon,TV Show,,"Jun 1, 2020",162,506
2021-04-02,6,-,-,Friends with Benefits,Movie,,"Apr 1, 2021",1,5
2021-04-02,7,5,-,Secret Magic Control Agency,Movie,Yes,"Mar 25, 2021",7,43
2021-04-02,8,6,-,Big Time Rush,TV Show,,"Mar 26, 2021",5,19
2021-04-02,9,10,-,Octonauts & The Ring of Fire,Movie,Yes,"Mar 30, 2021",2,3
2021-04-02,10,8,10,Seaspiracy,Movie,Yes,"Mar 24, 2021",8,24
2021-04-03,1,1,1,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",8,76
2021-04-03,2,2,-,Bad Trip,Movie,,"Mar 26, 2021",7,67
2021-04-03,3,-,-,Concrete Cowboy,Movie,Yes,"Apr 2, 2021",1,8
2021-04-03,4,3,-,The Irregulars,TV Show,Yes,"Mar 26, 2021",6,47
2021-04-03,5,-,-,Hasta el cielo,Movie,Yes,"Apr 2, 2021",1,6
2021-04-03,6,6,-,Friends with Benefits,Movie,,"Apr 1, 2021",2,10
2021-04-03,7,-,-,Worn Stories,TV Show,Yes,"Apr 1, 2021",1,4
2021-04-03,8,4,2,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",37,325
2021-04-03,9,5,3,Cocomelon,TV Show,,"Jun 1, 2020",163,508
2021-04-03,10,7,6,Secret Magic Control Agency,Movie,Yes,"Mar 25, 2021",8,44
2021-04-04,1,1,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",9,86
2021-04-04,2,3,-,Concrete Cowboy,Movie,Yes,"Apr 2, 2021",2,17
2021-04-04,3,6,-,Friends with Benefits,Movie,,"Apr 1, 2021",3,18
2021-04-04,4,2,1,Bad Trip,Movie,,"Mar 26, 2021",8,74
2021-04-04,5,7,-,Worn Stories,TV Show,Yes,"Apr 1, 2021",2,10
2021-04-04,6,4,-,The Irregulars,TV Show,Yes,"Mar 26, 2021",7,52
2021-04-04,7,-,-,The Serpent,TV Show,Yes,"Apr 2, 2021",1,4
2021-04-04,8,-,-,White Boy,Movie,,"Apr 1, 2021",1,3
2021-04-04,9,9,-,Cocomelon,TV Show,,"Jun 1, 2020",164,510
2021-04-04,10,5,-,Hasta el cielo,Movie,Yes,"Apr 2, 2021",2,7
2021-04-05,1,1,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",10,96
2021-04-05,2,2,-,Concrete Cowboy,Movie,Yes,"Apr 2, 2021",3,26
2021-04-05,3,-,-,What Lies Below,Movie,,"Apr 4, 2021",1,8
2021-04-05,4,3,-,Friends with Benefits,Movie,,"Apr 1, 2021",4,25
2021-04-05,5,-,-,Hop,Movie,,"Jan 16, 2020",2,10
2021-04-05,6,7,-,The Serpent,TV Show,Yes,"Apr 2, 2021",2,9
2021-04-05,7,4,1,Bad Trip,Movie,,"Mar 26, 2021",9,78
2021-04-05,8,6,3,The Irregulars,TV Show,Yes,"Mar 26, 2021",8,55
2021-04-05,9,8,-,White Boy,Movie,,"Apr 1, 2021",2,5
2021-04-05,10,-,-,Sniper: Ghost Shooter,Movie,,"Apr 1, 2021",1,1
2021-04-06,1,3,-,What Lies Below,Movie,,"Apr 4, 2021",2,18
2021-04-06,2,1,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",11,105
2021-04-06,3,2,-,Concrete Cowboy,Movie,Yes,"Apr 2, 2021",4,34
2021-04-06,4,4,-,Friends with Benefits,Movie,,"Apr 1, 2021",5,32
2021-04-06,5,6,-,The Serpent,TV Show,Yes,"Apr 2, 2021",3,15
2021-04-06,6,-,-,Family Reunion,TV Show,Yes,"Jul 10, 2019",1,5
2021-04-06,7,10,-,Sniper: Ghost Shooter,Movie,,"Apr 1, 2021",2,5
2021-04-06,8,-,7,Cocomelon,TV Show,,"Jun 1, 2020",165,513
2021-04-06,9,-,-,Saving Private Ryan,Movie,,"Apr 1, 2021",1,2
2021-04-06,10,-,4,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",38,326
2021-04-07,1,1,-,What Lies Below,Movie,,"Apr 4, 2021",3,28
2021-04-07,2,2,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",12,114
2021-04-07,3,5,-,The Serpent,TV Show,Yes,"Apr 2, 2021",4,23
2021-04-07,4,3,-,Concrete Cowboy,Movie,Yes,"Apr 2, 2021",5,41
2021-04-07,5,6,-,Family Reunion,TV Show,Yes,"Jul 10, 2019",2,11
2021-04-07,6,4,-,Friends with Benefits,Movie,,"Apr 1, 2021",6,37
2021-04-07,7,7,-,Sniper: Ghost Shooter,Movie,,"Apr 1, 2021",3,9
2021-04-07,8,9,-,Saving Private Ryan,Movie,,"Apr 1, 2021",2,5
2021-04-07,9,-,-,Legally Blonde,Movie,Yes,"Apr 1, 2021",1,2
2021-04-07,10,8,7,Cocomelon,TV Show,,"Jun 1, 2020",166,514
2021-04-08,1,1,-,What Lies Below,Movie,,"Apr 4, 2021",4,38
2021-04-08,2,2,1,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",13,123
2021-04-08,3,3,-,The Serpent,TV Show,Yes,"Apr 2, 2021",5,31
2021-04-08,4,4,-,Concrete Cowboy,Movie,Yes,"Apr 2, 2021",6,48
2021-04-08,5,5,-,Family Reunion,TV Show,Yes,"Jul 10, 2019",3,17
2021-04-08,6,8,-,Saving Private Ryan,Movie,,"Apr 1, 2021",3,10
2021-04-08,7,10,7,Cocomelon,TV Show,,"Jun 1, 2020",167,518
2021-04-08,8,7,-,Sniper: Ghost Shooter,Movie,,"Apr 1, 2021",4,12
2021-04-08,9,9,-,Legally Blonde,Movie,Yes,"Apr 1, 2021",2,4
2021-04-08,10,6,-,Friends with Benefits,Movie,,"Apr 1, 2021",7,38
2021-04-09,1,2,1,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",14,133
2021-04-09,2,1,-,What Lies Below,Movie,,"Apr 4, 2021",5,47
2021-04-09,3,-,-,This is a Robbery: The Worl…,TV Show,Yes,"Apr 7, 2021",1,8
2021-04-09,4,3,-,The Serpent,TV Show,Yes,"Apr 2, 2021",6,38
2021-04-09,5,7,5,Cocomelon,TV Show,,"Jun 1, 2020",168,524
2021-04-09,6,4,-,Concrete Cowboy,Movie,Yes,"Apr 2, 2021",7,53
2021-04-09,7,5,-,Family Reunion,TV Show,Yes,"Jul 10, 2019",4,21
2021-04-09,8,6,-,Saving Private Ryan,Movie,,"Apr 1, 2021",4,13
2021-04-09,9,9,-,Legally Blonde,Movie,Yes,"Apr 1, 2021",3,6
2021-04-09,10,8,-,Sniper: Ghost Shooter,Movie,,"Apr 1, 2021",5,13
2021-04-10,1,-,-,Thunder Force,Movie,Yes,"Apr 9, 2021",1,10
2021-04-10,2,1,1,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",15,142
2021-04-10,3,3,-,This is a Robbery: The Worl…,TV Show,Yes,"Apr 7, 2021",2,16
2021-04-10,4,2,-,What Lies Below,Movie,,"Apr 4, 2021",6,54
2021-04-10,5,4,-,The Serpent,TV Show,Yes,"Apr 2, 2021",7,44
2021-04-10,6,5,9,Cocomelon,TV Show,,"Jun 1, 2020",169,529
2021-04-10,7,-,-,The Little Rascals,Movie,,"Apr 2, 2021",1,4
2021-04-10,8,6,3,Concrete Cowboy,Movie,Yes,"Apr 2, 2021",8,56
2021-04-10,9,9,-,Legally Blonde,Movie,Yes,"Apr 1, 2021",4,8
2021-04-10,10,7,-,Family Reunion,TV Show,Yes,"Jul 10, 2019",5,22
2021-04-11,1,1,-,Thunder Force,Movie,Yes,"Apr 9, 2021",2,20
2021-04-11,2,3,-,This is a Robbery: The Worl…,TV Show,Yes,"Apr 7, 2021",3,25
2021-04-11,3,2,1,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",16,150
2021-04-11,4,7,-,The Little Rascals,Movie,,"Apr 2, 2021",2,11
2021-04-11,5,5,7,The Serpent,TV Show,Yes,"Apr 2, 2021",8,50
2021-04-11,6,4,-,What Lies Below,Movie,,"Apr 4, 2021",7,59
2021-04-11,7,6,9,Cocomelon,TV Show,,"Jun 1, 2020",170,533
2021-04-11,8,8,2,Concrete Cowboy,Movie,Yes,"Apr 2, 2021",9,59
2021-04-11,9,9,-,Legally Blonde,Movie,Yes,"Apr 1, 2021",5,10
2021-04-11,10,-,-,Sniper: Ghost Shooter,Movie,,"Apr 1, 2021",6,14
2021-04-12,1,1,-,Thunder Force,Movie,Yes,"Apr 9, 2021",3,30
2021-04-12,2,2,-,This is a Robbery: The Worl…,TV Show,Yes,"Apr 7, 2021",4,34
2021-04-12,3,3,1,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",17,158
2021-04-12,4,4,-,The Little Rascals,Movie,,"Apr 2, 2021",3,18
2021-04-12,5,5,6,The Serpent,TV Show,Yes,"Apr 2, 2021",9,56
2021-04-12,6,10,10,Sniper: Ghost Shooter,Movie,,"Apr 1, 2021",7,19
2021-04-12,7,7,-,Cocomelon,TV Show,,"Jun 1, 2020",171,537
2021-04-12,8,9,-,Legally Blonde,Movie,Yes,"Apr 1, 2021",6,13
2021-04-12,9,6,3,What Lies Below,Movie,,"Apr 4, 2021",8,61
2021-04-12,10,8,2,Concrete Cowboy,Movie,Yes,"Apr 2, 2021",10,60
2021-04-13,1,1,-,Thunder Force,Movie,Yes,"Apr 9, 2021",4,40
2021-04-13,2,2,-,This is a Robbery: The Worl…,TV Show,Yes,"Apr 7, 2021",5,43
2021-04-13,3,3,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",18,166
2021-04-13,4,5,5,The Serpent,TV Show,Yes,"Apr 2, 2021",10,63
2021-04-13,5,4,-,The Little Rascals,Movie,,"Apr 2, 2021",4,24
2021-04-13,6,-,-,The Stand-In,Movie,,"Apr 10, 2021",1,5
2021-04-13,7,7,8,Cocomelon,TV Show,,"Jun 1, 2020",172,541
2021-04-13,8,-,-,"Nicky, Ricky, Dicky & Dawn",TV Show,,"Apr 12, 2021",1,3
2021-04-13,9,-,10,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",39,328
