age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score
82,1927,,October,2009, minister of labor and social security (1993â€“1994),Gino Giugni,Italian,16
84,1925,,October,2009, composer,Giselher Klebe,German,2
77,1932, after short illness,October,2009, priest chief executive of Concern Worldwide (1981â€“1997),Aengus Finucane,Irish,6
90,1919,,October,2009, Minister of the Interior (1974â€“1978),Werner Maihofer,German,3
82,1927, heart failure,October,2009, restaurateur (Ben's Chili Bowl),Ben Ali,American,3
60,1949, cancer,October,2009, guitarist (NRBQ),Steve Ferguson,American,2
92,1917,,October,2009, fashion photographer (Vogue),Irving Penn,American,18
77,1932, brain cancer,October,2009, record producer and record label owner (Sun Records),Shelby Singleton,American,4
66,1943, leukemia,October,2009, politician mayor of Bethlehem Pennsylvania (2003â€“2004),James Delgrosso,American,3
89,1920,,October,2009, football player (Middlesbrough) and manager (Falkirk),Alex McCrae,Scottish,3
53,1956,,October,2009, Olympic judoka,Torsten ReiÃŸmann,German,
77,1932, bone cancer,October,2009, Roman Catholic Bishop of Wilmington (1995â€“2008),Michael Angelo Saltarelli,American,8
79,1930,,October,2009, football and bandy player,Arne Bakker,Norwegian,4
57,1952, colorectal cancer [88],October,2009, professor (USC School of Cinematic Arts),Anne Friedberg,American,
84,1925,,October,2009, director and producer (Doctor Who),Barry Letts,British,4
75,1934,,October,2009, Roman Catholic Bishop of Wabag (1982â€“2008),Hermann Raich,Austrian,1
97,1912, governor (1954â€“1957) and High Commissioner (1957â€“1958) of Ubangi-Shari,October,2009, administrator,Louis Sanmarco,French,
55,1954, cardiac arrest,October,2009, television and radio host,DrÃ© Steemans,Belgian,
75,1934, after long illness,October,2009, footballer,Horst Szymaniak,German,4
33,1976, pulmonary oedema,October,2009, pop singer (Boyzone),Stephen Gately,Irish,125
89,1920, heart failure and pneumonia,October,2009, baseball player (New York Giants Cincinnati Reds),Larry Jansen,American,7
80,1929, after long illness,October,2009, archbishop Bishop of Urgell and co-Prince of Andorra (1971â€“2003),Joan MartÃ_ i Alanis,Spanish,2
74,1935,,October,2009, member of the Seanad (since 1997),Peter Callanan,Irish,3
26,1983, car accident,October,2009, footballer,Gustav Kral,Austrian,6
39,1970, voice actress and singer,October,2009, actress,Veronika Neugebauer,German,
75,1934, cholangiocarcinoma,October,2009, film director,Halit RefiÄŸ,Turkish,9
66,1943, complications from cardiac surgery,October,2009, Olympic swimmer,Alberto Castagnetti,Italian,2
60,1949, stroke,October,2009, punk impresario and club owner (The Masque),Brendan Mullen,American,5
87,1922,,October,2009, footballer (Liverpool Port Vale),Stan Palk,English,4
63,1946, liver cancer,October,2009, rock singer (Blue Cheer),Dickie Peterson,American,22
58,1951, natural causes,October,2009, football player (Los Angeles Rams),Cullen Bryant,American,5
73,1936, car crash,October,2009, shipowner and businessman,Atle Jebsen,Norwegian,2
82,1927, first person to top the UK Singles Chart,October,2009, singer and actor (The Godfather),Al Martino,American,23
80,1929,,October,2009, film director and essayist,Paul BarbÄƒ NeagrÄƒ,Romanian,1
76,1933, natural causes,October,2009, professional wrestler and manager actor (The Super Mario Bros. Super Show!),Lou Albano,American,36
82,1927,,October,2009, Auxiliary Bishop of Santa Maria (1969â€“1971) and Porto Alegre (1971â€“2001),AntÃ´nio do Carmo Cheuiche,Brazilian,
71,1938, pancreatic cancer,October,2009, Australian artist Archibald Prize winner (1988),Fred Cress,British-born,5
71,1938,,October,2009, Zealand actor (The Lord of the Rings: The Fellowship of the Ring),Martyn Sanderson,New,4
74,1935, brain cancer,October,2009, actress (To Kill a Mockingbird),Collin Wilcox,American,3
84,1925,,October,2009, Nazi concentration camp guard,Josias Kumpf,Austrian,14
86,1923, psychiatrist and pharmacologist,October,2009, physician,Tollak B. Sirnes,Norwegian,5
93,1916,,October,2009, Golden Age comic book artist (Iron Man),George Tuska,American,38
70,1939, cancer,October,2009, football player,Heinz Versteeg,Dutch,
77,1932, heart and kidney failure,October,2009, politician U.S. Representative for Michigan (1979â€“1993),Bob Davis,American,3
96,1913, member of the SÄ…jÅ«dis,October,2009, cultural historian,MeilÄ— LukÅ¡ienÄ—,Lithuanian,1
85,1924,,October,2009, Roman Catholic Metropolitan Archbishop of Szczecin-KamieÅ„ (1992â€“1999),Marian Przykucki,Polish,
84,1925, after long illness,October,2009, singer,Carla Boni,Italian,2
66,1943, heart attack,October,2009, U.S. Representative for Wisconsin (1997â€“1999) U.S. Mint Director (2000â€“2001),Jay W. Johnson,American,6
82,1927, People's Artist of Russia,October,2009, film actor,Vladimir Kashpur,Russian,
62,1947, suicide by hanging,October,2009, musician (The Folk Crusaders Sadistic Mika Band),Kazuhiko Kato,Japanese,3
93,1916, [177],October,2009, composer (The Addams Family Green Acres),Vic Mizzy,American,6
71,1938, dementia,October,2009, diplomat press secretary to Queen Elizabeth II (1978â€“1987),Michael Shea,British,6
78,1931, Parkinson's disease,October,2009, actor and film director,Ion Cojar,Romanian,8
91,1918,,October,2009, biologist,Adriaan Kortlandt,Dutch,2
54,1955, cancer,October,2009, politician,Ovidiu MuÅŸetescu,Romanian,
95,1914,,October,2009, physician and inventor (Ponseti method),Ignacio Ponseti,Spanish,7
82,1927,,October,2009, captain of the Springboks (1956),Basie Vivier,South,10
72,1937,,October,2009, politician,Nimma Raja Reddy,Indian,1
82,1927,,October,2009, composer and lyricist,Alberto Testa,Italian,
60,1949, leukemia,October,2009, intelligence officer director of the Serviciul RomÃ¢n de InformaÅ£ii (2001â€“2006),Radu Timofte,Romanian,12
91,1918,,October,2009, actor (Dr,Joseph Wiseman,Canadian,7
83,1926,,October,2009, animator,Attila Dargay,Hungarian,1
97,1912, Governor of Wyoming (1963â€“1967) and U,October,2009, politician,Clifford Hansen,American,18
82,1927,,October,2009, politician,Carl Fredrik Lowzow,Norwegian,1
82,1927,,October,2009, comic book artist (Jommeke),Jef Nys,Belgian,11
47,1962,,October,2009, Emmy Award winner (The Ben Stiller Show),Sultan Pepper,American,1
63,1946,,October,2009, Olympic silver (1976) and bronze (1980) medal-winning sailor,Andrey Balashov,Russian,
78,1931, after short illness,October,2009, football player (Barnsley Walsall) and coach,John Jarman,Welsh,2
83,1926,,October,2009, Olympic silver medal-winning (1948) rower,Paul Massey,British,
80,1929, pancreatic cancer,October,2009, Pulitzer Prize-winning journalist (1960),Jack Nelson,American,4
94,1915, illness,October,2009, politician,Giuliano Vassalli,Italian,1
86,1923,,October,2009, historian,Pierre Chaunu,French,10
87,1922,,October,2009, footballer (Liverpool Wales),Ray Lambert,Welsh,1
91,1918,,October,2009, baseball player (Washington Senators Chicago Cubs Cleveland Indians),Herman Reich,American,
69,1940, laryngeal cancer,October,2009, politician Finance Minister (2003â€“2004) and Deputy Prime Minister (2004),Suchart Chaovisith,Thai,1
88,1921,,October,2009, Roman Catholic Bishop of Crema,Libero Tresoldi,Italian,
91,1918,,October,2009, footballer (Huddersfield Town Oldham Athletic),Albert Watson,English,
95,1914,,October,2009, American actor (The Diary of Anne Frank),Lou Jacobi,Canadian-born,3
75,1934, degenerative brain disease,October,2009, basketball player (DePaul Blue Demons New York Knicks),Ron Sobieszczyk,American,4
67,1942, lung cancer,October,2009, actor,Yasuo Iwata,Japanese,1
68,1941,,October,2009, professional Go player,Yoshiteru Abe,Japanese,3
43,1966, shot,October,2009, political activist and opposition leader in Ingushetia businessman (Ingushetia.org),Maksharip Aushev,Russian,7
83,1926,,October,2009, former commander of the Corps of Gendarmerie of Vatican City,Camillo Cibin,Italian,4
96,1913,,October,2009, World War II Waffen-SS officer,Fritz Darges,German,11
93,1916,,October,2009, architect (Ghirardelli Square Franklin Delano Roosevelt Memorial),Lawrence Halprin,American,16
88,1921,,October,2009, theatre director,Gerhard Knoop,Norwegian,2
90,1919,,October,2009, Olympic athlete,Ingeborg Mello,Argentinian,1
77,1932,,October,2009, music critic,Heinz-Klaus Metzger,German,
66,1943,,October,2009, Roman Catholic Bishop of Celaya,LÃ¡zaro PÃ©rez JimÃ©nez,Mexican,1
80,1929,,October,2009, British philosopher,Alexander Piatigorsky,Russian-born,10
78,1931, after long illness,October,2009, politician speaker of the Vidhan Sabha of Andhra Pradesh (1983â€“1985),Tangi Satyanarayana,Indian,2
70,1939, kidney failure,October,2009, Roman Catholic archbishop of Verapoly (since 1996),Daniel Acharuparambil,Indian,3
61,1948, after long illness,October,2009, member of the Texas Senate (1989â€“2004) Ambassador to Sweden (2004â€“2006),Teel Bivins,American,11
54,1955, apparent seizure,October,2009, politician member of the Alabama House of Representatives (since 2002),Lea Fite,American,5
75,1934,,October,2009, professor and graphic designer,Tapani Aartomaa,Finnish,2
34,1975, suicide by train,October,2009, paralympian swimmer gold medalist (2004),Alex Harris,Australian,7
65,1944, colon cancer,October,2009, Canadian politician British Columbia MLA (1996â€“2005) Mayor of Whistler,Ted Nebbeling,Dutch-born,2
76,1933, lung cancer,October,2009, comedian (ShÅçten),Sanyutei Enraku,Japanese,1
88,1921,,October,2009, missionary,Olav Hodne,Norwegian,1
85,1924, heart failure,October,2009, radio actor (The Archers),Norman Painting,British,4
63,1946, stroke,October,2009, lawyer and politician (NPD),JÃ_rgen Rieger,German,10
89,1920,,October,2009, Olympic bronze medal-winning (1948) ice hockey player,Beat RÃ_edi,Swiss,2
89,1920, Alzheimer's disease,October,2009, academic founder of NYIT Chancellor of NSU (1970â€“1985),Alexander Schure,American,3
81,1928, respiratory disease,October,2009, politician Governor of Louisiana (1980â€“1984),Dave Treen,American,60
58,1951, lung cancer,October,2009, singer-songwriter blues harmonica player (Steve Miller Band),Norton Buffalo,American,7
91,1918, cancer,October,2009, football coach (Iowa Hawkeyes),Forest Evashevski,American,49
76,1933, lung cancer,October,2009, plaintiff in landmark 'palimony' lawsuit (Marvin v. Marvin),Michelle Triola Marvin,American,6
43,1966,,October,2009, ice hockey player,Igor Vyazmikin,Russian,2
81,1928,,October,2009, Roman Catholic Bishop of Santiago de los Caballeros,Roque Antonio Adames RodrÃ_guez,Dominican,1
85,1924, age-related causes,October,2009, Korean spy chief Director of the National Intelligence Service (1970â€“1973),Lee Hu-rak,South,1
87,1922, author and philosopher,October,2009, scientist,Mustafa Mahmud,Egyptian,3
94,1915,,October,2009, football player (Northwestern Wildcats),Steve Reid,American,2
59,1950, heart attack,October,2009, businessman and media mogul co-founder of ITI Group co-owner of TVN,Jan Wejchert,Polish,3
69,1940, stroke,November,2009, party official (Fatah),Sakher Habash,Palestinian,3
94,1915,,November,2009, forest scientist,Endel Laas,Estonian,6
88,1921,,November,2009, Roman Catholic Bishop of Pasto,Arturo Salazar MejÃ_a,Colombian,1
78,1931,,November,2009, poet,Alda Merini,Italian,1
90,1919,,November,2009, MP for Greyâ€”Simcoe (1972â€“1988) and Bruceâ€”Grey (1988â€“1993),Gus Mitges,Canadian,2
42,1967, complications from staphylococcal infection,November,2009, basketball player (Miami Heat),Alan Ogg,American,3
74,1935, heart attack,November,2009, football official Chairman of SC Freiburg,Achim Stocker,German,5
113,1896,,November,2009, supercentenarian,Ida Frabboni,Italian,27
74,1935,,November,2009, footballer (Sheffield United) [20],Keith Kettleborough,British,5
49,1960,,November,2009, bassist (The Waterboys) and record producer,Mark Smith,British,3
90,1919,,November,2009, footballer (Aberdeen),Archie Baird,Scottish,4
92,1917, natural causes,November,2009, actor (McHale's Navy),Carl Ballantine,American,16
105,1904,,November,2009, abstract painter,TamÃ¡s Lossonczy,Hungarian,
61,1948,,November,2009, baseball player and manager (Hiroshima Toyo Carp),Toshiyuki Mimura,Japanese,1
65,1944,,November,2009, Minister of Foreign Affairs (1998â€“2004),Win Aung,Burmese,1
98,1911,,November,2009, Governor of Kansas (1965â€“1967),William H. Avery,American,23
65,1944,,November,2009, Olympic gold medal-winning biathlete (1972 1976) [46],Ivan Biakov,Russian,4
85,1924,,November,2009, Roman Catholic Bishop of Stockholm (1977â€“1998),Hubertus Brandenburg,German-born,
52,1957,,November,2009, footballer,Stefano Chiodi,Italian,1
85,1924, heart attack,November,2009, jazz nightclub owner (The Village Gate),Art D'Lugoff,American,9
82,1927, pancreatic cancer,November,2009, politician Minister for Foreign Affairs (1993),Kabun MutÅç,Japanese,3
79,1930, heart attack,November,2009, academic President of Loyola Marymount University (1991â€“1999),Thomas P. O'Malley,American,1
69,1940,,November,2009, Roman Catholic Bishop of Palmira,Abraham Escudero Montoya,Colombian,1
52,1957, cancer,November,2009, musician,Jacno,French,1
87,1922,,November,2009, theatre director,Otomar KrejÄça,Czech,1
103,1906,,November,2009, prelate of the Roman Catholic Church,Antonio Rosario Mennonna,Italian,1
91,1918, pulmonary edema,November,2009, President (1988â€“1989),Manuel SolÃ_s,Panamanian,5
77,1932, heart attack,November,2009, television writer (Dark Shadows),Ron Sproat,American,8
47,1962, breast cancer,November,2009, actress,Yelena Bondarchuk,Russian,1
89,1920, complications of a stroke,November,2009, actor screenwriter and film director,Anselmo Duarte,Brazilian,4
57,1952, after long illness,November,2009, footballer (Burnley),Billy Ingham,British,5
81,1928,,November,2009, MP (1972â€“1975),Allan Mulder,Australian,1
87,1922,,November,2009, baseball player (All-American Girls Professional Baseball League),Ellen Ahrndt,American,
58,1951, cancer,November,2009, cricketer (Devon),Hiley Edwards,English,7
34,1975, fall,November,2009, drummer (Maserati !!!),Jerry Fuchs,American,12
92,1917,,November,2009, basketball player and coach (Rochester Royals Syracuse Nationals),Al Cervi,American,10
88,1921, heart failure,November,2009, Ambassador to Haiti (1980â€“1981),Henry L. Kimelman,American,
68,1941, complications following a stroke,November,2009, football player (Minnesota Vikings),Earsell Mackbee,American,5
80,1929,,November,2009, Olympic bronze medal-winning (1948) rower,Ib Olsen,Danish,
