Year,Laureate_Id,Firstname,Lastname,Category,Gender,Prize_Share,Motivation,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
1967,385,Ragnar,Granit,medicine,male,3,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",30-10-1900,Russian Empire (now Finland),Helsinki,FI,12-03-1991,Sweden,Stockholm,SE,Karolinska Institutet,Stockholm,Sweden
1967,387,George,Wald,medicine,male,3,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",18-11-1906,USA,New York NY,US,12-04-1997,USA,Cambridge MA,US,Harvard University,Cambridge MA,USA
1967,235,George,Porter,chemistry,male,4,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",06-12-1920,United Kingdom,Stainforth,GB,31-08-2002,United Kingdom,Canterbury,GB,Royal Institution of Great Britain,London,United Kingdom
1967,641,Miguel Angel,Asturias,literature,male,1,"""for his vivid literary achievement deep-rooted in the national traits and traditions of Indian peoples of Latin America""",1899-10-19,Guatemala,Guatemala City,GT,09-06-1974,Spain,Madrid,ES,,,
1967,234,Ronald G.W.,Norrish,chemistry,male,4,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",1897-11-09,United Kingdom,Cambridge,GB,07-06-1978,United Kingdom,Cambridge,GB,Institute of Physical Chemistry,Cambridge,United Kingdom
1967,233,Manfred,Eigen,chemistry,male,2,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",09-05-1927,Germany,Bochum,DE,06-02-2019,Germany,Göttingen,DE,Max-Planck-Institut für Physikalische Chemie,Göttingen,Germany
1967,386,Keffer,Hartline,medicine,male,3,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",22-12-1903,USA,Bloomsburg PA,US,17-03-1983,USA,Fallston MD,US,Rockefeller University,New York NY,USA
1967,88,Hans,Bethe,physics,male,1,"""for his contributions to the theory of nuclear reactions especially his discoveries concerning the energy production in stars""",02-07-1906,Germany (now France),Strasbourg,FR,06-03-2005,USA,Ithaca NY,US,Cornell University,Ithaca NY,USA
1968,389,H. Gobind,Khorana,medicine,male,3,"""for their interpretation of the genetic code and its function in protein synthesis""",09-01-1922,India,Raipur,IN,09-11-2011,USA,Concord MA,US,University of Wisconsin,Madison WI,USA
1968,390,Marshall W.,Nirenberg,medicine,male,3,"""for their interpretation of the genetic code and its function in protein synthesis""",10-04-1927,USA,New York NY,US,15-01-2010,USA,New York NY,US,National Institutes of Health,Bethesda MD,USA
1968,236,Lars,Onsager,chemistry,male,1,"""for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes""",27-11-1903,Norway,Kristiania (now Oslo),NO,05-10-1976,USA,Coral Gables FL,US,Yale University,New Haven CT,USA
1968,526,René,Cassin,peace,male,1,"""for his struggle to ensure the rights of man as stipulated in the UN Declaration""",1887-10-05,France,Bayonne,FR,20-02-1976,France,Paris,FR,,,
1968,388,Robert W.,Holley,medicine,male,3,"""for their interpretation of the genetic code and its function in protein synthesis""",28-01-1922,USA,Urbana IL,US,11-02-1993,USA,Los Gatos CA,US,Cornell University,Ithaca NY,USA
1968,89,Luis,Alvarez,physics,male,1,"""for his decisive contributions to elementary particle physics in particular the discovery of a large number of resonance states made possible through his development of the technique of using hydrogen bubble chamber and data analysis""",13-06-1911,USA,San Francisco CA,US,01-09-1988,USA,Berkeley CA,US,University of California,Berkeley CA,USA
1968,642,Yasunari,Kawabata,literature,male,1,"""for his narrative mastery which with great sensibility expresses the essence of the Japanese mind""",1899-06-11,Japan,Osaka,JP,16-04-1972,Japan,Zushi,JP,,,
1969,237,Derek,Barton,chemistry,male,2,"""for their contributions to the development of the concept of conformation and its application in chemistry""",08-09-1918,United Kingdom,Gravesend,GB,16-03-1998,USA,College Station TX,US,Imperial College,London,United Kingdom
1969,643,Samuel,Beckett,literature,male,1,"""for his writing which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation""",13-04-1906,Ireland,Dublin,IE,22-12-1989,France,Paris,FR,,,
1969,677,Ragnar,Frisch,economics,male,2,"""for having developed and applied dynamic models for the analysis of economic processes""",1895-03-03,Norway,Oslo,NO,31-01-1973,Norway,Oslo,NO,University of Oslo,Oslo,Norway
1969,90,Murray,Gell-Mann,physics,male,1,"""for his contributions and discoveries concerning the classification of elementary particles and their interactions""",15-09-1929,USA,New York NY,US,24-05-2019,USA,Santa Fe NM,US,California Institute of Technology (Caltech),Pasadena CA,USA
1969,678,Jan,Tinbergen,economics,male,2,"""for having developed and applied dynamic models for the analysis of economic processes""",12-04-1903,the Netherlands,the Hague,NL,09-06-1994,the Netherlands,the Hague,NL,The Netherlands School of Economics,Rotterdam,the Netherlands
1969,527,International Labour Organization,,peace,org,1,"""for creating international legislation insuring certain norms for working conditions in every country""",1919-00-00,,,,0000-00-00,,,,,,
1969,393,Salvador E.,Luria,medicine,male,3,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",13-08-1912,Italy,Turin,IT,06-02-1991,USA,Lexington MA,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1969,392,Alfred D.,Hershey,medicine,male,3,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",04-12-1908,USA,Owosso MI,US,22-05-1997,USA,Syosset NY,US,Carnegie Institution of Washington,Long Island New York NY,USA
1969,391,Max,Delbrück,medicine,male,3,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",04-09-1906,Germany,Berlin,DE,09-03-1981,USA,Pasadena CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
1969,238,Odd,Hassel,chemistry,male,2,"""for their contributions to the development of the concept of conformation and its application in chemistry""",1897-05-17,Norway,Kristiania (now Oslo),NO,11-05-1981,Norway,Oslo,NO,University of Oslo,Oslo,Norway
1970,91,Hannes,Alfvén,physics,male,2,"""for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics""",30-05-1908,Sweden,Norrköping,SE,02-04-1995,Sweden,Djursholm,SE,Royal Institute of Technology,Stockholm,Sweden
1970,92,Louis,Néel,physics,male,2,"""for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics""",22-11-1904,France,Lyon,FR,17-11-2000,France,Brive-Corrèze,FR,University of Grenoble,Grenoble,France
1970,528,Norman,Borlaug,peace,male,1,"""for having given a well-founded hope - the green revolution""",25-03-1914,USA,Cresco IA,US,12-09-2009,USA,Dallas TX,US,,,
1970,239,Luis,Leloir,chemistry,male,1,"""for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates""",06-09-1906,France,Paris,FR,02-12-1987,Argentina,Buenos Aires,AR,Institute for Biochemical Research,Buenos Aires,Argentina
1970,644,Alexandr,Solzhenitsyn,literature,male,1,"""for the ethical force with which he has pursued the indispensable traditions of Russian literature""",11-12-1918,Russia,Kislovodsk,RU,03-08-2008,Russia,Troitse-Lykovo,RU,,,
1970,679,Paul A.,Samuelson,economics,male,1,"""for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science""",15-05-1915,USA,Gary IN,US,13-12-2009,USA,Belmont MA,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1970,396,Julius,Axelrod,medicine,male,3,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",30-05-1912,USA,New York NY,US,29-12-2004,USA,Rockville MD,US,National Institutes of Health,Bethesda MD,USA
1970,395,Ulf,von Euler,medicine,male,3,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",07-02-1905,Sweden,Stockholm,SE,09-03-1983,Sweden,Stockholm,SE,Karolinska Institutet,Stockholm,Sweden
1970,394,Sir Bernard,Katz,medicine,male,3,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",26-03-1911,Germany,Leipzig,DE,20-04-2003,United Kingdom,London,GB,University College,London,United Kingdom
1971,529,Willy,Brandt,peace,male,1,"""for paving the way for a meaningful dialogue between East and West""",18-12-1913,Germany,Lübeck,DE,08-10-1992,Germany,Unkel,DE,,,
1971,93,Dennis,Gabor,physics,male,1,"""for his invention and development of the holographic method""",05-06-1900,Hungary,Budapest,HU,08-02-1979,United Kingdom,London,GB,Imperial College,London,United Kingdom
1971,680,Simon,Kuznets,economics,male,1,"""for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development""",30-04-1901,Russian Empire (now Belarus),Pinsk,BY,08-07-1985,USA,Cambridge MA,US,Harvard University,Cambridge MA,USA
1971,240,Gerhard,Herzberg,chemistry,male,1,"""for his contributions to the knowledge of electronic structure and geometry of molecules particularly free radicals""",25-12-1904,Germany,Hamburg,DE,03-03-1999,Canada,Ottawa,CA,National Research Council of Canada,Ottawa,Canada
1971,397,Earl W.,Sutherland Jr.,medicine,male,1,"""for his discoveries concerning the mechanisms of the action of hormones""",19-11-1915,USA,Burlingame KS,US,09-03-1974,USA,Miami FL,US,Vanderbilt University,Nashville TN,USA
1971,645,Pablo,Neruda,literature,male,1,"""for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams""",12-07-1904,Chile,Parral,CL,23-09-1973,Chile,Santiago,CL,,,
1972,647,Heinrich,Böll,literature,male,1,"""for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature""",21-12-1917,Germany,Cologne,DE,16-07-1985,West Germany (now Germany),Bornheim-Merten,DE,,,
1972,398,Gerald M.,Edelman,medicine,male,2,"""for their discoveries concerning the chemical structure of antibodies""",01-07-1929,USA,New York NY,US,17-05-2014,USA,La Jolla CA,US,Rockefeller University,New York NY,USA
1972,95,Leon N.,Cooper,physics,male,3,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",28-02-1930,USA,New York NY,US,0000-00-00,,,,Brown University,Providence RI,USA
1972,242,Stanford,Moore,chemistry,male,4,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",04-09-1913,USA,Chicago IL,US,23-08-1982,USA,New York NY,US,Rockefeller University,New York NY,USA
1972,241,Christian,Anfinsen,chemistry,male,2,"""for his work on ribonuclease especially concerning the connection between the amino acid sequence and the biologically active conformation""",26-03-1916,USA,Monessen PA,US,14-05-1995,USA,Randallstown MD,US,National Institutes of Health,Bethesda MD,USA
1972,243,William H.,Stein,chemistry,male,4,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",25-06-1911,USA,New York NY,US,02-02-1980,USA,New York NY,US,Rockefeller University,New York NY,USA
1972,66,John,Bardeen,physics,male,3,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",23-05-1908,USA,Madison WI,US,30-01-1991,USA,Boston MA,US,University of Illinois,Urbana IL,USA
1972,682,Kenneth J.,Arrow,economics,male,2,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",23-08-1921,USA,New York NY,US,21-02-2017,USA,Palo Alto CA,US,Harvard University,Cambridge MA,USA
1972,681,John R.,Hicks,economics,male,2,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",08-04-1904,United Kingdom,Warwick,GB,20-05-1989,United Kingdom,Blockley,GB,All Souls College,Oxford,United Kingdom
1972,96,Robert,Schrieffer,physics,male,3,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",31-05-1931,USA,Oak Park IL,US,27-07-2019,USA,Tallahassee FL,US,University of Pennsylvania,Philadelphia PA,USA
1972,399,Rodney R.,Porter,medicine,male,2,"""for their discoveries concerning the chemical structure of antibodies""",08-10-1917,United Kingdom,Newton-le-Willows,GB,06-09-1985,United Kingdom,Winchester,GB,University of Oxford,Oxford,United Kingdom
1973,99,Brian D.,Josephson,physics,male,2,"""for his theoretical predictions of the properties of a supercurrent through a tunnel barrier in particular those phenomena which are generally known as the Josephson effects""",04-01-1940,United Kingdom,Cardiff,GB,0000-00-00,,,,University of Cambridge,Cambridge,United Kingdom
1973,244,Ernst Otto,Fischer,chemistry,male,2,"""for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds""",10-11-1918,Germany,Munich,DE,23-07-2007,Germany,Munich,DE,Technical University,Munich,Germany
1973,245,Geoffrey,Wilkinson,chemistry,male,2,"""for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds""",14-07-1921,United Kingdom,Todmorden,GB,26-09-1996,United Kingdom,London,GB,Imperial College,London,United Kingdom
1973,531,Le Duc Tho,,peace,male,2,"""for jointly having negotiated a cease fire in Vietnam in 1973""",14-10-1911,Vietnam,Nam Ha province,VN,13-10-1990,Vietnam,Hanoi,VN,,,
1973,683,Wassily,Leontief,economics,male,1,"""for the development of the input-output method and for its application to important economic problems""",05-08-1906,Russia,St. Petersburg,RU,05-02-1999,USA,New York NY,US,Harvard University,Cambridge MA,USA
