,Game ID,White Rating,Black Rating,Opening ECO,Opening Ply,White Centi-pawn Loss,White's Number of Inaccuracies,White's Number of Mistakes,White's Number of Blunders,Black Centi-pawn Loss,Black's Number of Inaccuracies,Black's Number of Mistakes,Black's Number of Blunders
6204,sIUQKlNs,1676,1760,D31,6,39,6,1,1,56,5,0,4
6205,lgJSuEMr,1675,1683,D20,5,122,2,0,5,146,4,1,4
6206,Q1WNr7LZ,1648,1666,B50,6,63,9,2,6,48,4,3,2
6207,8auU9z6n,1678,1605,A84,4,38,2,1,2,23,4,1,1
6208,6F3DM0VV,1318,1253,A00,1,54,9,1,1,75,6,3,3
6209,TG6XwRBe,1309,1666,A00,1,39,2,2,2,22,4,0,1
6210,weLcLB5m,1924,1649,C46,5,48,3,1,1,76,3,2,2
6211,GwY0NSoS,2119,2079,B10,8,47,2,0,1,14,2,0,0
6212,m66tqjWx,2125,2159,C50,6,61,1,2,1,27,2,0,1
6213,2dimnH4D,2263,1726,D02,3,32,3,0,1,47,2,0,3
6214,AHIyhCai,2029,2246,D20,4,123,11,2,12,106,5,3,9
6215,Y0I22ICh,1961,2001,B17,8,76,4,5,5,61,3,0,7
6216,bpi9yJTB,2035,2005,A65,11,39,5,1,5,26,3,2,3
6217,URxocAK9,1956,1818,D37,12,21,0,0,1,40,1,1,1
6218,YhcMUX4l,1383,1382,C20,3,96,6,2,1,62,4,1,1
6219,LLdUIphy,1479,1475,B30,4,60,3,1,1,28,2,0,1
6220,BkxUdfR9,1250,1249,C24,4,68,3,1,0,105,2,1,4
6221,fQ5Darxt,2315,2180,A45,2,27,2,0,0,85,5,1,1
6222,lC03h5RI,1792,1812,B30,4,91,3,0,4,54,5,0,2
6223,Xo3L5G62,1723,1767,B30,4,66,8,0,1,39,3,2,1
6224,r6aP8WxM,1830,1740,A22,4,47,5,1,2,23,3,1,0
6225,2gY5dcSj,1753,1896,C62,6,29,4,2,5,44,8,4,5
6226,zsr2Cjqc,1737,1609,C48,7,20,0,0,0,75,2,1,1
6227,hTn93n5I,1729,1581,B06,4,75,6,1,4,100,9,1,4
6228,09ElhGDZ,1994,1997,C25,3,58,7,4,3,60,3,4,3
6229,NNOjru6u,1983,1938,C00,4,68,2,2,4,104,2,1,6
6230,RJbyW9NL,1983,1998,B20,3,44,3,0,1,39,2,0,2
6231,70m33coN,1982,2030,B20,3,22,7,1,0,22,4,1,0
6232,AHeGEzPa,1977,1949,C26,5,41,3,2,1,61,6,3,1
6233,Q2PdUoOL,2115,1968,A04,2,70,7,3,5,47,7,2,3
6234,wLADE5jK,1974,1956,C05,6,56,2,0,1,49,1,0,1
6235,y0noDzXb,1967,2033,B20,3,46,6,1,2,62,17,0,4
6236,GOP1rGSV,1935,1961,C00,3,83,6,1,2,41,4,4,0
6237,dgEKzu2F,1963,1889,D00,3,21,1,0,1,50,4,1,1
6238,4pKbsOV0,1909,1854,C65,6,51,5,2,3,36,10,3,0
6239,xGwb6dMS,1915,2027,C71,8,53,5,1,2,31,2,2,0
6240,pHL2DyXm,2042,1899,C96,20,48,3,0,3,33,2,4,2
6241,I1ix1wa0,1877,1913,B15,7,48,1,1,3,69,2,1,4
6242,whEpysAY,1945,1945,E70,8,34,5,2,2,52,9,3,4
6243,8VslbF3s,1621,1907,B20,2,79,1,0,2,22,1,0,1
6244,E8MiAi3J,1628,1818,C20,3,71,6,0,1,25,0,0,0
6245,OL2YwMsM,1640,1861,B20,2,77,4,4,4,55,5,1,3
6246,MM8aDKSc,1656,1506,D43,8,67,0,2,1,102,0,1,6
6247,C6GMM8y6,1647,1591,D20,5,18,2,0,0,109,1,1,1
6248,badHm0Sw,1642,1417,A41,3,75,6,4,3,104,6,2,2
6249,qRYfFT25,1636,1462,D91,9,53,1,1,1,83,1,0,2
6250,lJCMY8R8,1643,1502,D43,8,64,2,0,1,102,2,2,2
6251,OrWkQUCc,1500,1393,A45,8,81,5,5,4,95,6,3,4
6252,4sIb8TlQ,1873,1910,C23,4,76,2,4,2,88,5,0,4
6253,g3L42EyN,1775,1913,A45,2,53,7,1,2,83,8,1,3
6254,XMr4dqFc,1137,1375,D00,4,156,2,1,3,170,1,1,4
6255,sAN6jKWX,1339,1205,C44,5,56,4,1,1,78,12,2,1
6256,w3SxBdEq,1500,1500,A00,1,101,5,0,6,105,3,2,4
6257,w4hV8yyV,1949,1843,B07,6,163,6,2,5,133,6,2,4
6258,sv9j8MUg,1947,1920,A40,2,44,2,4,1,18,3,1,0
6259,w7JOiQyz,1904,1882,C16,7,78,2,2,2,121,2,0,4
6260,hlIiXGIP,1569,1598,C72,9,71,3,2,4,39,3,1,2
6261,0BdxHquO,1055,975,A00,2,51,6,1,1,87,10,3,1
6262,cl9F8r6w,1994,2050,B20,3,44,2,0,4,70,4,2,3
6263,VaZMfZtm,1951,1868,C00,4,83,5,1,3,110,4,2,4
6264,W9Wphu3z,1924,1922,B20,3,89,3,3,4,124,2,3,4
6265,fhLb5cHr,2123,1355,D15,7,19,2,0,0,48,3,2,1
6266,gthw1s1y,1491,1365,B30,5,20,3,0,0,48,1,1,1
6267,aRxyc8W5,1384,1348,B23,4,53,3,2,1,14,1,0,0
6268,BtlhVfEv,1366,1301,D06,4,178,3,3,6,202,9,4,6
6269,9QuOCcA1,1509,1389,C65,6,30,4,1,0,52,8,1,1
6270,sksC46Rm,1361,1322,C40,3,53,4,0,2,80,4,0,4
6271,oqpyFNkC,1406,1377,C63,6,88,3,1,1,36,1,0,0
6272,M3uIEap3,1336,1606,B00,5,70,4,1,1,25,2,1,0
6273,DX0PfbiJ,1773,1881,C42,8,106,1,1,2,25,2,0,0
6274,HGkkYl4P,1998,2377,A57,7,15,1,0,0,41,1,0,1
6275,EY6BbL1A,1997,1465,A43,2,25,4,2,0,41,9,1,2
6276,ld8LQyvt,1920,1987,C45,7,105,1,0,2,39,1,0,1
6277,FFSNYmv6,1983,1710,D00,3,82,3,0,3,123,3,4,4
6278,Y4bbaoes,1577,1595,B20,2,67,6,5,1,36,3,3,1
6279,XCiJ4tpN,1557,1559,D31,5,77,8,3,4,48,6,2,2
6280,Aod0glkj,1351,1387,A40,1,44,3,1,1,102,3,1,2
6281,FCuDM96o,1486,1500,A40,1,84,5,5,0,51,2,0,1
6282,zUtulhHZ,1404,1427,C53,7,84,4,2,1,56,4,0,1
6283,OjCZ84nz,1298,1326,C42,5,31,1,0,0,85,2,1,1
6284,ghE1IWAX,1993,2000,B22,3,79,3,4,6,46,7,4,1
6285,llydY3NR,1970,2081,C53,9,64,2,3,1,84,5,2,3
6286,bJ4rgM7x,1461,1473,C41,4,37,3,1,2,49,5,1,3
6287,ftDGi2DC,1534,1887,C02,6,41,8,1,1,60,6,1,3
6288,dqQVgjzg,1684,1619,A02,1,29,4,1,0,55,2,2,2
6289,c0guT0jN,1772,1962,D02,3,48,1,0,2,7,0,0,0
6290,vfbW9w0O,1755,1999,A05,4,7,0,0,0,39,6,1,0
6291,4NNQQQox,1753,1767,A40,6,84,1,3,3,123,4,1,3
6292,BSrafpCa,1747,1750,D07,6,67,0,1,1,101,5,2,1
6293,CXMipD2x,1710,1723,E10,5,91,13,6,5,76,11,5,5
6294,YxM1oGE1,1935,1882,B50,4,47,2,2,0,67,4,1,1
6295,w7ebGMIn,1082,1197,B20,2,146,2,1,6,206,4,2,3
6296,UaM2X3BA,1770,1820,C50,5,47,1,2,2,73,2,0,1
6297,jixPUnWM,1813,1882,D06,4,45,9,2,0,74,6,1,2
6298,C2uOxL6t,1808,1734,B27,3,97,3,3,7,120,2,5,7
6299,7EUhDTCX,1795,1805,C49,8,65,1,0,5,86,2,3,5
6300,eR6rXHyN,1779,1778,C00,3,50,0,0,2,86,5,3,2
6301,VLdyPTlt,2187,2208,A58,17,25,0,0,2,57,1,2,2
6302,if6u4leA,2242,2214,B20,3,98,10,5,6,98,13,3,6
6303,jFTyd1kq,1678,1678,D36,11,53,8,4,2,30,3,0,2
6304,Ab3RFV9N,1459,1695,A16,3,116,5,1,4,146,4,3,7
6305,Zqd3sVJ6,1708,1659,E81,11,43,4,2,1,15,2,0,0
6306,fpCR9oTk,1696,1719,A43,3,23,3,1,1,51,2,1,3
6307,n57vzUZP,1710,1622,E32,12,67,5,4,5,43,9,2,3
6308,HVtyMEgV,1699,1704,D35,9,58,5,4,3,33,4,2,2
6309,CxF7b9cv,1717,1709,A45,2,54,1,2,2,76,0,3,4
6310,1MqyTky2,1703,1552,D30,4,21,1,0,0,43,0,2,1
6311,Ms4dQEHK,1712,1691,C02,7,85,3,5,5,67,7,2,3
6312,uI1ZH0Ma,1704,1629,A40,2,152,9,2,8,167,9,2,7
6313,z8AgrsqA,1708,1500,B02,5,24,6,1,1,58,10,1,2
6314,9ayugRxM,1706,886,B04,8,44,3,0,1,68,6,1,2
6315,TEUqTQqT,1437,892,B00,2,87,3,0,2,123,3,2,2
6316,EMd7Kzr1,1058,994,B00,2,80,5,1,6,82,5,1,6
6317,vISKDHoR,1130,1500,D00,3,32,2,1,2,68,2,1,2
6318,YC9gVqNi,1646,1649,D11,7,66,3,0,5,40,2,3,2
6319,Vvf0Rl5n,1667,1662,D02,5,59,1,1,2,21,2,1,0
6320,ojxWtPpv,1652,1610,D02,3,39,2,0,1,54,4,0,2
6321,RZD1Rv4F,1859,1898,B06,2,84,8,3,4,106,9,2,4
6322,LZZEgvei,1846,1381,B00,5,53,2,0,0,110,2,2,1
6323,Aeu5diKQ,1178,1244,D00,3,78,4,2,6,53,1,1,5
6324,EDeCdbqr,1325,1167,C24,4,61,5,2,1,95,8,0,2
6325,w6sO07TZ,1371,1689,B00,2,39,6,1,2,24,7,0,1
6326,WQOiuPiA,1352,1629,C44,5,42,3,0,4,57,6,2,5
6327,6ItY4X4v,1659,1790,B17,8,82,7,2,5,111,8,3,5
6328,HIDzH0Zw,2112,2094,B13,11,10,0,0,0,58,0,0,1
6329,NKbj80az,1904,2107,A52,7,52,1,0,1,77,2,0,2
6330,NL5HfDb0,1558,1588,A04,2,61,4,1,1,96,5,1,3
6331,Jkrauc4q,1628,1581,D00,4,26,2,0,1,3,0,0,0
6332,CfWncjkT,1609,1631,A48,4,60,5,3,2,30,1,4,0
6333,u1F2Owm6,1907,1746,C45,7,59,9,0,0,34,1,0,0
6334,OWtKj3i3,1218,1373,B21,3,161,4,0,9,119,2,2,7
6335,1yBFfsJ0,1929,1948,C23,3,60,4,1,3,76,8,2,4
6336,G6JiXEYf,1959,1904,A25,4,16,2,1,0,51,5,1,1
6337,fXjy0ccx,1918,1924,A40,6,20,1,0,0,57,5,0,1
6338,YOCLW9nj,1725,1763,B30,5,93,10,6,6,93,5,3,10
6339,On394q9P,1723,1764,C80,10,89,8,6,7,87,6,1,9
6340,29vqQ5b8,1746,1409,B34,9,67,11,4,2,51,4,2,4
6341,hWtZFaBg,1720,1742,B94,11,116,1,1,2,62,1,0,1
6342,B7YMysH4,1745,1755,B22,3,84,3,1,5,120,2,2,7
6343,8G9F70Io,1773,1740,B87,14,79,2,4,3,50,2,4,2
6344,KfiGM406,1754,1726,B22,3,49,7,5,3,31,6,3,1
6345,GW9EdaSu,1717,1582,C43,6,38,1,0,1,126,0,1,3
6346,5tjjJtCE,1728,1773,B13,5,36,2,1,1,10,1,0,0
6347,cxIik07B,1435,1418,C42,5,107,5,0,1,70,1,2,2
6348,EEggCAOF,2336,1713,E11,7,9,0,0,0,37,4,0,0
6349,YIYdpoxx,1391,1895,B00,2,113,6,1,3,63,4,1,2
6350,tauvHNGs,1378,1472,D40,8,61,6,1,2,97,3,0,5
6351,ul7Rlces,1480,1415,B06,5,88,2,1,3,22,2,1,0
6352,D3YiFKIu,1810,1838,C41,5,9,0,0,0,73,4,1,0
6353,MafQyEDM,1850,1794,B01,4,24,0,1,1,6,0,0,0
6354,yFyR2Tpk,1818,1649,C21,6,2,0,0,0,5,0,0,0
6355,AYj0psS2,2561,2401,A40,2,26,4,1,1,10,3,0,0
6356,JeDgpvH2,2413,2557,A00,3,40,5,1,0,6,0,0,0
6357,pgYHDGnC,2414,2430,B00,5,8,0,0,0,37,3,0,1
6358,9vXJfKI7,2446,2429,B00,4,13,3,0,0,14,3,1,0
6359,ILiUdxma,2416,2480,A00,1,35,5,2,0,50,5,2,2
6360,1Fwk8dyf,2432,2404,A13,6,54,1,2,1,26,6,0,0
6361,0FBnNLzf,2394,2365,A00,1,19,5,0,0,42,6,1,1
6362,ZHkMObZb,2391,2504,A00,1,50,7,1,2,32,2,2,1
6363,iC1DZAVY,2401,2427,A00,1,85,2,3,1,17,1,0,0
6364,3ZDmBLfN,1342,1459,C20,2,174,3,4,8,143,7,1,7
6365,Dw3hKQ6v,1781,1788,A45,2,103,6,4,6,89,7,3,6
6366,rnMdqujc,1755,2212,C46,6,72,1,1,1,27,1,1,0
6367,0dqil5Un,1316,1754,B30,4,84,6,1,1,111,5,2,1
6368,Rd3TR6Y0,1586,1869,C65,7,8,0,0,0,42,5,0,0
6369,XA6u4jLM,2028,1947,A40,2,58,4,1,2,83,7,2,2
6370,YntRC2On,2006,1969,A52,7,42,1,2,2,73,3,1,2
6371,nPgsEXid,1957,1982,D47,14,50,1,0,1,33,3,0,0
6372,wveqTPhN,1965,1984,C50,6,24,3,1,2,24,1,3,1
6373,h5KTxYmN,1900,1987,C23,4,27,3,0,0,56,1,0,2
6374,ElqxDjYL,1962,1996,D37,7,22,3,0,1,31,2,2,1
6375,3MQOucAf,1860,1978,A00,1,28,5,0,0,63,4,1,2
6376,TTkw7kkA,1963,1986,D32,14,14,1,0,0,115,1,0,1
6377,kR9WWHdu,2011,1953,C50,9,90,4,1,4,59,1,3,2
6378,RsuT6nU8,1963,1944,B00,2,32,3,1,0,74,5,1,1
6379,akLcOiSQ,1886,1856,D02,5,75,3,0,3,146,2,0,4
6380,5UuxEzUZ,1854,1886,A00,1,129,7,7,8,107,4,3,10
6381,MPHuidUR,1887,1880,C45,7,106,4,3,6,95,4,3,8
6382,aR3EoRc1,1821,1880,B00,2,70,4,4,4,49,6,1,2
6383,gVODT5IY,2134,2055,B21,12,89,4,2,4,61,2,0,5
6384,161UuJsT,2054,2306,B00,4,48,5,2,2,68,2,2,4
6385,jSoQm1CY,2150,2048,A00,7,90,5,0,9,108,2,3,9
6386,HuDtMcMP,1390,1440,C50,6,61,4,3,1,24,3,1,0
6387,7wGmupcp,1296,1423,C34,6,88,15,3,5,73,8,5,6
6388,hfhudx1r,1500,1624,B10,2,43,1,0,2,7,0,0,0
6389,4SatUpQC,1548,1615,B06,4,55,6,4,1,36,3,4,0
6390,7NfCz0U9,1838,1963,B13,10,13,0,0,0,44,4,2,1
6391,UnjUDoby,2077,1793,C50,6,43,3,0,1,15,1,0,0
6392,szX9zWvA,1512,1755,C44,5,45,3,2,0,9,0,0,0
6393,jbh6YxgO,1736,2068,B40,4,77,4,1,5,56,5,0,5
6394,nuP5tvAL,1985,1723,D06,4,49,5,3,1,32,9,1,0
6395,X5zo1BmA,1905,1513,B00,2,16,1,0,0,80,2,1,1
6396,vdtbTC0Z,1200,1321,A45,4,27,1,0,2,62,3,0,1
6397,ktMK0LYF,1179,1190,C53,9,33,3,1,1,77,7,0,1
6398,kJjyDduO,1348,1818,B10,3,22,2,1,3,23,2,3,2
6399,4BG5tT3X,1899,1777,D00,4,39,0,0,1,10,0,0,0
6400,rz0SGJOH,1761,1743,B07,7,101,4,1,3,59,3,1,1
6401,hQRaV2Hw,1797,1512,B15,5,88,3,4,1,58,2,2,2
6402,3xFTKKlo,1485,1792,D00,3,35,6,0,2,14,2,1,0
6403,I3Gy77eU,1479,1789,D00,3,63,0,3,2,30,2,0,2
6404,dK0TNZoU,1166,1286,C46,6,58,4,1,1,101,3,0,3
6405,24WwUUwr,1810,1806,B06,5,102,6,5,7,123,6,3,9
6406,5hCrLgNe,1679,1844,C02,9,68,4,1,2,32,3,0,1
6407,CJpYJC85,1718,1700,C62,6,81,4,2,4,104,4,1,4
6408,iGKdCMqD,1470,1455,B01,4,62,1,0,3,122,2,0,4
6409,CWyqHdbe,1799,1923,A01,1,106,3,1,2,53,1,0,2
6410,sATTK4s5,1926,1879,D00,4,47,5,4,0,28,1,0,1
6411,1qfATfcM,1651,1923,C00,3,66,8,1,5,49,3,3,4
6412,3nK4gns0,1604,1691,B02,4,71,1,4,5,71,4,2,6
6413,J1m8VELf,1935,1862,A21,4,34,4,0,1,34,0,0,1
6414,8KyzY9uP,1778,1971,B21,5,76,7,2,2,57,5,0,1
6415,5ccfqkyU,2022,2016,E61,5,57,7,2,2,38,1,0,3
6416,LykGp5M4,1332,1259,B20,2,100,4,2,5,77,3,3,5
6417,0dZTBiD8,1316,1470,C50,8,72,3,2,4,47,2,2,2
6418,LtxKQjOl,2197,2154,C41,6,11,0,0,0,81,1,0,1
6419,z4QcFrbs,1361,1451,B12,6,32,2,1,1,20,1,0,0
6420,a6lpBPIw,1431,1464,B10,2,64,4,0,4,98,4,0,3
6421,3U6cfxx0,1449,1477,A45,2,32,2,3,0,55,3,2,1
6422,0CHwhzIe,1118,1452,B10,3,135,2,0,3,92,0,2,1
6423,EPJpAE5t,1614,1627,D10,5,72,1,2,5,87,4,1,6
6424,Xm8KOz8F,1418,1444,C60,6,23,1,1,2,11,1,1,1
6425,lxpm2eiE,1661,1658,E90,9,77,7,2,7,64,9,1,5
6426,aRUnL2wV,1236,1467,C02,7,93,2,0,1,7,0,0,0
6427,daLfdDSH,2258,2371,B02,5,33,1,0,1,7,0,0,0
6428,5PBxycmS,2181,2362,B23,5,41,4,0,1,15,2,0,0
6429,LLzcXk67,2022,2358,B66,14,58,3,2,1,18,1,0,0
6430,EEJkNC2a,2068,2370,A45,4,19,2,2,0,18,2,2,0
6431,erPqoeRw,2351,2385,B40,5,15,2,0,0,41,4,1,1
6432,iysenYsi,2261,2355,D02,5,11,2,0,0,12,1,0,0
6433,APuyDgyH,2230,2343,B03,11,55,6,0,3,25,2,0,1
6434,pSQEpSLN,2330,2204,E16,12,18,2,1,0,39,3,1,1
6435,AphUIHJV,2490,2301,A10,2,45,4,1,2,23,3,1,0
6436,s6HO45SV,2088,2291,B52,9,34,3,2,0,15,0,0,0
6437,f7FNPhGZ,1797,1877,A01,5,30,5,3,3,46,10,4,3
6438,kv000qrm,1865,1911,C42,5,66,2,3,3,101,3,4,4
6439,Ka05rVTL,1876,1866,B44,8,66,4,2,3,40,4,2,2
6440,IXamdRUK,1850,1866,C44,5,88,2,0,1,15,1,0,0
6441,Tu8nj6Xe,1851,1877,C45,8,29,1,1,1,50,5,2,2
6442,HPpeFrIM,1887,1907,C50,6,68,9,4,6,53,8,5,4
6443,6nejjDqc,1870,2132,C50,6,17,2,0,0,51,1,2,1
6444,RvAle70D,1889,1880,A20,2,21,3,1,0,53,5,0,2
6445,QasjIipk,1891,1878,B01,4,37,8,0,2,20,4,2,1
6446,H3Z4jwoq,1894,1881,D05,7,57,3,1,2,34,5,0,2
6447,J1IlIC3Z,1879,1910,A02,1,75,3,0,2,15,1,0,0
6448,ISDoIaxo,1434,1905,C60,5,68,7,5,5,67,2,4,3
6449,3tfXKK2j,1899,1898,B30,5,10,0,0,0,53,2,0,1
6450,blqvHECK,1893,1869,C46,8,80,1,2,3,83,0,2,3
6451,03Gst9vQ,1894,1866,C46,5,4,2,0,0,43,6,0,1
6452,qFk4nIYi,1887,1867,C41,4,5,0,0,0,67,1,0,1
6453,kdlfeLyu,1880,1896,C60,6,6,0,0,0,40,4,1,1
6454,YCw6IMwk,1902,1874,C50,9,73,0,2,2,21,0,1,0
6455,t3ywnv5e,2108,2007,D00,4,76,0,1,1,47,2,1,1
6456,Nj9tqUPb,2108,2156,D00,3,42,3,1,2,39,0,2,4
6457,xBAf1rHa,2103,2091,D00,3,104,5,2,7,128,3,1,9
6458,5v2dUoq6,2086,2097,B10,2,59,9,1,7,49,2,3,5
6459,N23ajbaM,1371,1382,A00,1,76,2,4,3,88,3,2,3
6460,3kPw98Gw,1321,1272,A00,1,41,2,2,2,90,3,1,4
6461,yM0ZmHlg,1264,998,C20,3,46,1,4,1,69,1,1,5
6462,OPIGhMcc,2207,2140,B22,6,48,2,1,1,79,1,0,2
6463,Vwv1xHfr,1985,2240,C45,8,29,1,0,1,5,0,0,0
6464,OM8a0eVc,2069,2079,C45,7,54,3,2,5,39,9,2,3
6465,Vc274crD,2068,1991,B00,3,55,1,2,3,37,5,2,2
6466,mqSYOyij,2058,2052,B01,8,20,2,0,0,88,1,0,1
6467,9ILkK0NY,1473,1521,C41,8,46,1,0,3,68,2,2,3
6468,1WTV6B76,1517,1529,A48,5,66,4,5,2,93,3,1,6
6469,c5F75iUv,1488,1356,C45,7,90,4,0,3,124,4,2,3
6470,e6thjjz2,1475,1696,B20,3,40,2,0,1,16,0,0,0
6471,AS74oN6f,1631,1433,B01,4,19,1,0,0,56,3,0,1
6472,acn9EfHC,1398,1500,A45,2,57,4,1,1,47,3,0,1
6473,JdsyqGPM,1540,1680,D00,4,65,5,1,1,19,1,1,0
6474,vpVzys8m,1623,1547,A50,3,43,3,1,0,91,6,2,2
6475,Dy1olWoY,1557,1525,A00,3,65,4,2,1,31,3,2,0
6476,EQY67aNr,1663,1495,C65,6,27,1,2,1,44,3,3,3
6477,tuiKSwXr,1391,1457,B12,5,86,5,4,5,57,3,4,4
6478,R6a1kMkV,1374,1406,C41,5,48,5,0,1,72,8,0,2
6479,aud0E7ti,1922,2021,D11,7,65,1,0,1,18,2,0,0
6480,bbG8525D,1917,1850,E73,12,49,2,1,4,79,5,4,4
6481,C4Fr5BBW,1944,1910,B43,10,140,8,3,6,119,6,1,7
6482,DPwhFtBS,1916,1916,B40,4,41,3,0,0,82,4,3,1
6483,SzCeSOv2,1909,1922,D20,5,79,2,2,2,121,1,2,3
6484,SpOL3n7g,1996,1914,D04,5,9,1,0,0,34,3,2,0
6485,4Mk2RWBC,1920,1911,E10,6,67,7,2,2,43,4,2,2
6486,uOY2QFQP,1900,1914,D00,4,41,4,1,1,19,3,1,0
6487,BBdNR49J,1891,1920,B22,3,57,3,1,2,84,2,4,2
6488,6RzxCGF2,1926,1924,D85,8,89,2,1,3,42,3,0,1
6489,tTORAvce,1811,1897,D08,4,12,0,0,0,95,2,0,1
6490,x94lZ6PK,1925,1881,C50,6,12,4,0,0,38,8,0,1
6491,Z1rBS6mX,1889,1859,C50,8,101,1,3,5,67,4,3,3
6492,09ANMSUt,1635,1500,B10,4,86,3,0,4,44,2,0,2
6493,yrMgejNQ,1697,1801,C47,7,33,1,0,1,52,5,2,1
6494,b1jyEQFm,1616,1694,B01,4,6,2,0,0,29,6,0,1
6495,jgByw3Ek,1515,1519,C46,5,18,1,0,0,65,4,0,2
6496,bk2iOa9N,1673,1570,C46,5,92,4,0,3,69,0,1,2
6497,HqqXfkBi,1909,1803,B50,5,27,2,1,1,26,1,1,1
6498,MZdvJARs,1542,1772,E12,8,61,1,2,1,14,1,0,0
6499,Hsr9ZfIJ,1523,1328,C40,3,136,3,2,9,113,0,3,7
6500,FCr22gym,1545,1577,B30,5,128,3,1,2,92,1,0,2
6501,cQtnn4kp,1251,1240,D00,3,125,4,2,7,154,11,2,6
6502,w79w3m9x,1254,1610,D00,3,49,5,0,1,15,4,0,0
6503,KLz5pZ9C,1309,1527,B01,4,50,8,3,3,64,6,3,7
6504,h65p4Z65,1428,1279,B03,5,8,0,0,0,111,3,0,1
6505,TXOnp4zM,1300,1685,B23,3,43,3,2,1,19,1,0,0
6506,rKEqoL2e,1371,1497,A45,4,40,5,0,2,18,5,1,0
6507,judeAMqn,1403,1326,B01,4,60,3,1,2,21,0,1,0
6508,wwKWzppx,1442,1278,B01,4,79,5,4,9,68,4,4,6
6509,XJQ5dYks,1668,1456,D02,4,62,3,1,5,85,4,2,6
6510,p0V6R24x,1667,1641,D02,4,56,1,0,2,30,2,0,0
6511,nl1ns1F8,1489,1731,D30,4,67,10,2,9,76,13,5,9
6512,RNz2gD5I,1451,1581,C02,7,63,2,2,1,42,1,0,0
6513,Seva33Ql,1900,1855,D91,9,49,4,1,2,62,1,3,3
6514,CaGhrXwV,1876,1869,D10,5,56,4,0,3,35,4,2,1
6515,bL4X9YAF,1896,1917,D08,7,86,2,1,3,56,3,2,2
6516,Uc5rBXeM,1907,1928,C01,5,56,6,1,2,61,8,1,2
6517,aZkb8lNy,1909,1930,D08,7,15,1,1,0,64,6,0,1
6518,6ZC03Y70,1970,1923,C01,7,36,1,2,0,40,1,1,1
6519,r3Dk1LMj,1851,1893,C00,5,65,5,4,2,42,7,2,0
6520,8duoP9XY,1904,2013,E10,5,64,2,0,3,36,2,0,2
6521,WbBs8nHa,1774,1871,A04,2,69,1,2,7,97,3,4,5
6522,YNlSZfoX,1828,1767,A45,2,54,3,1,4,55,7,2,6
6523,hVwzRGeq,1736,1629,D30,6,24,1,1,1,46,4,2,1
6524,6LAxIq1g,1637,1638,B28,5,90,7,1,3,65,6,0,1
6525,qMq4iWIG,1631,1637,D04,5,94,8,0,3,63,8,1,1
6526,pGLwjSPK,1798,2043,C50,6,71,2,2,1,47,3,0,1
6527,kfOOsh3L,2043,1850,B32,7,53,3,0,3,72,7,1,4
6528,2wLHxAOi,1820,2043,D53,8,14,3,0,0,36,3,1,1
6529,XSB2u9hG,2043,2023,B00,2,60,5,1,3,31,5,3,0
6530,5t3rooNX,1924,2036,C44,9,31,1,0,1,6,0,0,0
6531,r5msX9iV,2042,1917,C36,7,6,0,0,0,40,3,3,0
6532,Ro4tYB2I,1924,2035,D35,6,32,0,0,1,7,0,0,0
6533,rwHChc99,1647,1556,B32,8,66,3,4,5,48,3,3,3
6534,XiNn9iRk,1762,1703,D35,6,49,6,2,2,84,3,2,4
6535,VRZV2vci,2062,1996,A41,2,81,4,3,12,82,6,1,8
6536,30UDieQG,2113,2073,A45,2,24,1,0,0,88,1,0,1
6537,bjTOu6lZ,1426,1687,C25,4,106,2,0,2,22,2,0,0
6538,08HN1woD,1873,1830,B01,4,69,4,3,1,101,8,2,2
6539,WfidleJ0,1845,1799,B01,4,92,6,1,10,93,3,1,9
6540,p6dqztOq,1302,1724,A00,5,61,7,2,5,84,8,5,4
6541,43QjepxO,1712,1395,C42,5,50,5,1,2,70,5,1,4
6542,Jipep1u1,1272,1710,B21,3,17,1,0,0,39,0,0,1
6543,9qmrjsMq,1390,1706,B21,5,61,9,5,1,50,5,3,2
6544,emzmcgFT,1701,1446,C50,6,50,4,1,4,67,5,4,4
6545,cNvc8XXM,1453,1695,A28,7,87,9,4,3,75,4,2,4
6546,jG91saO4,1690,1427,C54,13,27,3,1,1,43,6,0,2
6547,dLrDM4IS,1385,1685,B20,3,43,4,1,2,8,2,1,0
6548,oqKJFWNp,1704,1510,B06,5,82,5,0,2,48,1,2,2
6549,PXTVe6MJ,1368,1701,B20,3,65,2,0,2,20,1,1,0
6550,MfoJgWLh,2163,2034,D85,13,14,2,1,0,45,4,0,1
6551,oQyYd8PW,1606,1606,C20,3,27,5,1,1,29,6,2,1
6552,8IHrpHX9,1617,1594,C41,5,40,4,1,2,13,3,0,0
6553,VHdZGztR,1616,1626,C50,9,51,2,1,1,104,1,0,2
6554,3D84o3Jr,1617,1580,C50,6,23,2,1,0,53,4,1,2
6555,ocuMDDpc,1624,1616,C46,7,50,0,1,5,49,0,1,5
6556,NPHAhajG,1604,1635,C48,8,101,0,1,3,137,2,1,3
6557,64iwZ759,1651,1624,A45,3,89,7,3,4,66,7,3,3
6558,VC47WDoG,1691,1633,C48,7,56,0,0,1,85,2,1,2
6559,IVuXZNPD,1583,1424,A01,2,46,4,2,2,82,4,0,4
6560,1AFDz8AY,1357,1457,C00,3,42,1,1,2,85,3,3,2
6561,ZH5UPnos,1734,1468,B40,5,7,0,0,0,47,1,0,1
