BeerID,Name,URL,Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount,UserId
449,Bell's Oberon Clone- original,/homebrew/recipe/view/46809/bell-s-oberon-clone-original,Weizen/Weissbier,170,22.71,1.068,1.019,6.43,19.77,8.44,28.77,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,20,CO2,2.4 volumes,10194
450,Sour cherry saison,/homebrew/recipe/view/12146/sour-cherry-saison,Saison,134,20.82,1.065,1.013,6.82,40.36,12.19,26.5,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,corn sugar,6 oz,
451,Orange/Cinnamon/Vanilla Metheglin,/homebrew/recipe/view/4787/orange-cinnamon-vanilla-metheglin,Metheglin,104,18.93,1.134,1.034,13.23,0,5.33,9.46,10,N/A,100,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
452,XBEER WEIZENBOCK I,/homebrew/recipe/view/210124/xbeer-weizenbock-i,Weizenbock,171,38,1.08,1.02,7.88,22.49,18.94,48,90,1.063,70,4.2,Specific Gravity,All Grain,1,17,N/A,N/A,40623
453,COOP F5 Clone,/homebrew/recipe/view/123552/coop-f5-clone,American IPA,7,18.93,1.069,1.019,6.52,60.18,11.59,26.12,60,1.05,65,1.5,Specific Gravity,All Grain,1,15.56,N/A,N/A,
454,#0014 Tropicalia Clone,/homebrew/recipe/view/255949/-0014-tropicalia-clone,American IPA,7,18.93,1.066,1.017,6.43,80.23,7.72,30.28,60,1.041,60.8,N/A,Specific Gravity,BIAB,N/A,18.33,N/A,N/A,
455,Electric IPA,/homebrew/recipe/view/278272/electric-ipa,American IPA,7,45.42,1.063,1.014,6.55,68.03,6.73,53,60,1.054,90,1.25,Specific Gravity,All Grain,1,18.89,N/A,N/A,20984
456,BIAB IPA,/homebrew/recipe/view/12759/biab-ipa,American IPA,7,20.82,1.06,1.016,5.84,77.85,6.41,22.71,60,N/A,60,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
457,Apple Strudel Tripel,/homebrew/recipe/view/4136/apple-strudel-tripel,Belgian Specialty Ale,25,20.82,1.113,1.032,10.63,2.2,10.31,11.36,40,N/A,75,N/A,Specific Gravity,extract,N/A,N/A,Corn Sugar,3.2 oz,
458,Sam Adams Latitude 48 IPA Clone,/homebrew/recipe/view/79960/sam-adams-latitude-48-ipa-clone,American IPA,7,20.82,1.06,1.015,5.88,59.37,9.74,25.74,60,1.048,69,1.5,Specific Gravity,All Grain,0.75,20,N/A,N/A,15241
459,Coffee Oatmeal Stout,/homebrew/recipe/view/37777/coffee-oatmeal-stout,Oatmeal Stout,114,18.93,1.05,1.013,4.76,26.41,39.4,11.36,30,1.083,35,N/A,Specific Gravity,extract,N/A,21.11,corn sugar,4 oz,2361
460,Sam Adams Octoberfest Clone,/homebrew/recipe/view/268433/sam-adams-octoberfest-clone,Oktoberfest/Märzen,115,18.93,1.072,1.021,6.65,28.62,40.98,28.39,60,1.048,70,1.5,Specific Gravity,All Grain,0.35,20,N/A,N/A,
461,Winter Maple Cream Ale,/homebrew/recipe/view/81095/winter-maple-cream-ale,Cream Ale,45,20.82,1.075,1.019,7.34,8.54,15.48,28.39,60,1.055,75,N/A,Specific Gravity,All Grain,N/A,N/A,Maple Syrup,.6 Cup / 6.1 oz,
462,Deschutes Red Chair NWPA clone home brew rec...,/homebrew/recipe/view/3982/deschutes-red-chair-nwpa-clone-home-brew-recipe,American IPA,7,19.87,1.057,1.015,5.54,82.53,8.12,26.5,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,Dextrose,3.5 oz,
463,Lola's Dirty Blonde Ale/Chocolate Ale,/homebrew/recipe/view/55742/lola-s-dirty-blonde-ale-chocolate-ale,Specialty Beer,145,20.82,1.055,1.011,5.76,27.14,14.8,28.39,60,1.041,70,N/A,Specific Gravity,All Grain,N/A,N/A,Corn Sugar,N/A,482
464,Meantime IPA Clone,/homebrew/recipe/view/6425/meantime-ipa-clone,English IPA,65,23,1.072,1.017,7.26,36.61,8.45,29,75,N/A,70,N/A,Specific Gravity,All Grain,N/A,22,N/A,N/A,
465,Bitburger Clone,/homebrew/recipe/view/168129/bitburger-clone,German Pilsner (Pils),81,22.71,1.054,1.013,5.45,36.69,3.35,30.28,90,1.041,80,1.25,Specific Gravity,All Grain,N/A,11.11,N/A,N/A,
466,2,/homebrew/recipe/view/227709/002,American Pale Ale,10,24,1.049,1.013,4.81,42.43,4.61,28,60,1.042,72,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,44768
467,Wit0915,/homebrew/recipe/view/282370/wit0915,Witbier,175,23,1.05,1.012,4.96,16.25,4.64,22,60,1.052,78,3,Specific Gravity,All Grain,0.75,N/A,N/A,N/A,
468,NixonBrew - This Stuff Will Make You a G** D...,/homebrew/recipe/view/104292/nixonbrew-this-stuff-will-make-you-a-g-d-sexual-tyrannosaurus,American IPA,7,18.93,1.07,1.013,7.44,66.16,6.56,26.5,60,1.05,70,1.3,Specific Gravity,All Grain,0.35,17.78,Bottle,3.8 oz,
469,Irish Red Ale (8 weeks),/homebrew/recipe/view/45768/irish-red-ale-8-weeks-,Irish Red Ale,92,21,1.051,1.014,4.93,42.4,19.98,25,60,1.043,70,2.5,Specific Gravity,All Grain,N/A,20,N/A,N/A,5390
470,Traditional Dunkelweizen,/homebrew/recipe/view/190503/traditional-dunkelweizen,Dunkelweizen,59,19.87,1.057,1.014,5.59,0,15.39,25.55,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
471,The Proposition,/homebrew/recipe/view/286896/the-proposition,Specialty IPA: Red IPA,150,5,1.07,1.005,8.49,68.9,18.71,9,90,1.039,71,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A,48505
472,Ky's Maudite,/homebrew/recipe/view/26083/ky-s-maudite,Belgian Dark Strong Ale,21,19.87,1.083,1.021,8.15,26.79,14.37,25.55,60,N/A,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,993
473,Samuel Smith Nut Brown Ale,/homebrew/recipe/view/19565/samuel-smith-nut-brown-ale,Northern English Brown,113,20.82,1.057,1.017,5.29,0,17.05,11.36,60,N/A,75,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,
474,Chimay Red Clone,/homebrew/recipe/view/116569/chimay-red-clone,Belgian Dubbel,22,20.82,1.072,1.018,7.11,27.51,18.3,13.25,60,1.114,70,N/A,Specific Gravity,Partial Mash,0.5,21.11,Corn Sugar,N/A,20681
475,West Coast Amber (Chinook/Cascade),/homebrew/recipe/view/2180/west-coast-amber-chinook-cascade-,American Amber Ale,4,41.64,1.069,1.016,6.97,101.09,13.07,60.57,90,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,forced carbonation,10 psi,380
476,Eld och Radium 2,/homebrew/recipe/view/77285/eld-och-radium-2,American Pale Ale,10,5,1.054,1.015,5.33,43.1,9.09,8,60,1.034,70,N/A,Specific Gravity,BIAB,N/A,21,N/A,N/A,18597
477,Bakke Brygg Robust Porter 23 l Grainfather...,/homebrew/recipe/view/86350/bakke-brygg-robust-porter-23-l-grainfather,Robust Porter,129,23,1.058,1.014,5.81,37.73,38.45,28,60,1.048,83,N/A,Specific Gravity,All Grain,N/A,18,Sukkerlake,5 5 sukker/l,18325
478,Snifter Grade IIPA (experimental),/homebrew/recipe/view/18779/snifter-grade-iipa-experimental-,Imperial IPA,86,19.87,1.077,1.019,8.08,130.47,13.3,28.39,75,N/A,60,N/A,Specific Gravity,All Grain,1,18.33,Dextrose,3.5 oz,
479,Bourbon Barrel Porter,/homebrew/recipe/view/13201/bourbon-barrel-porter,Wood-Aged Beer,176,20.82,1.067,1.02,6.29,57.74,40,26.5,60,N/A,80,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,898
480,Imperial Saison w/Lemongrass & Ginger,/homebrew/recipe/view/18839/imperial-saison-w-lemongrass-ginger,Saison,134,22.71,1.086,1.021,8.43,19.95,11.51,28.39,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,Corn Sugar? Strong Ale yeast?,??,3750
481,Schwarzbier,/homebrew/recipe/view/22723/schwarzbier,Schwarzbier,135,40,13.4728,3.10738,5.57,22.01,21.36,45,60,12,83,N/A,Plato,All Grain,N/A,N/A,N/A,N/A,
482,Cream ale,/homebrew/recipe/view/1317/cream-ale,Cream Ale,45,20.82,1.061,1.017,5.79,27.1,4.32,11.36,60,N/A,75,N/A,Specific Gravity,extract,N/A,N/A,Forced carbonation,N/A,
483,YOUNGS SPECIAL BITTER 1968,/homebrew/recipe/view/10890/youngs-special-bitter-1968,Special/Best/Premium Bitter,144,20,1.046,1.014,4.17,34.79,7.22,23,90,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,FORCED CARB,N/A,1752
484,Rebel Grapefruit IPA Clone,/homebrew/recipe/view/320785/rebel-grapefruit-ipa-clone,American IPA,7,20.82,1.064,1.014,6.56,55.41,8.02,24.61,60,1.054,65,1.5,Specific Gravity,All Grain,0.5,N/A,N/A,N/A,18590
485,Three Micks Irish Red Ale 1.2,/homebrew/recipe/view/113429/three-micks-irish-red-ale-1-2,Irish Red Ale,92,20.82,1.059,1.015,5.66,25.49,18.39,26.5,60,1.046,70,1.5,Specific Gravity,All Grain,0.75,18.89,N/A,N/A,12326
486,Killjoy Quad Damage,/homebrew/recipe/view/218285/killjoy-quad-damage,Belgian Dark Strong Ale,21,18,23.6839,5.83082,10.05,29.58,21.09,27,90,16.2,72,3,Plato,All Grain,N/A,21,N/A,N/A,
487,May the schwarz bier with you v2,/homebrew/recipe/view/240738/may-the-schwarz-bier-with-you-v2,Schwarzbier,135,24,1.048,1.01,4.95,26.93,23.57,45,60,1.025,70,3,Specific Gravity,All Grain,N/A,18,N/A,N/A,33656
488,Russian River Blind Pig Clone,/homebrew/recipe/view/115033/russian-river-blind-pig-clone,Imperial IPA,86,22.71,1.064,1.013,6.68,75.55,5.89,32.18,60,1.045,70,1.25,Specific Gravity,All Grain,0.75,18.33,N/A,N/A,20984
489,Russian River Pliny the Elder Clone,/homebrew/recipe/view/89247/russian-river-pliny-the-elder-clone,Imperial IPA,86,45.42,1.085,1.018,8.75,251.23,6.37,56.4,90,1.064,90,1.25,Specific Gravity,All Grain,1.25,18.89,N/A,N/A,20984
490,Speidel #1 IPA,/homebrew/recipe/view/36647/speidel-1-ipa,American IPA,7,20,1.066,1.016,6.46,70.37,8.25,28.5,60,N/A,80,N/A,Specific Gravity,All Grain,0.75,22,Table sugar. 18L,113 g,10010
491,Rowdy,/homebrew/recipe/view/207615/rowdy,American Wheat or Rye Beer,15,20.82,1.064,1.016,6.26,46.69,16.45,28.39,60,1.047,75,N/A,Specific Gravity,All Grain,1,18.89,N/A,N/A,
492,Pumpkin Porter,/homebrew/recipe/view/72501/pumpkin-porter,Brown Porter,37,41.64,1.05,1.008,5.51,33.18,19.59,47.32,60,1.044,72,1.5,Specific Gravity,All Grain,0.5,17.22,N/A,N/A,
493,Imperial Rye IPA,/homebrew/recipe/view/47644/imperial-rye-ipa,Imperial IPA,86,20.82,1.082,1.021,8.09,103.51,10.97,24.61,60,1.07,78,N/A,Specific Gravity,All Grain,N/A,16.67,corn sugar,4 oz,
494,American Amber,/homebrew/recipe/view/74837/american-amber,American Amber Ale,4,41.64,1.046,1.008,4.91,45.02,11.11,47.32,60,1.04,72,1.5,Specific Gravity,All Grain,0.75,20,N/A,N/A,
495,Meaghan's IPA,/homebrew/recipe/view/19627/meaghan-s-ipa,American IPA,7,24.61,1.066,1.02,6.1,48.95,6.44,32.18,90,1.051,75,1.5,Specific Gravity,All Grain,0.75,17.78,Corn Sugar,1.4 oz,
496,Pineapple Chardonnay Sour,/homebrew/recipe/view/63187/pineapple-chardonnay-sour,Saison,134,22.71,1.053,1.009,5.73,33.81,4.63,26.5,60,1.045,70,N/A,Specific Gravity,All Grain,0.5,17.78,N/A,N/A,2068
497,Major's Milk,/homebrew/recipe/view/770/major-s-milk,Oatmeal Stout,114,20.82,1.071,1.025,5.96,33.24,34.96,24.61,60,1.06,74,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
498,TBM Mosaic Pale Ale,/homebrew/recipe/view/99595/tbm-mosaic-pale-ale,American Pale Ale,10,19.87,1.057,1.014,5.56,39.28,7.81,26.5,90,1.042,72,1.25,Specific Gravity,All Grain,1,19.44,N/A,N/A,1345
499,Century  Russian Imperial Stout (new),/homebrew/recipe/view/137426/century-russian-imperial-stout-new-,Russian Imperial Stout,132,20.82,1.169,1.025,18.81,160.74,40,28.39,90,1.124,80,1.5,Specific Gravity,All Grain,1.25,20,N/A,N/A,
500,Indian Summer Pale Ale,/homebrew/recipe/view/162625/indian-summer-pale-ale,American Pale Ale,10,25,1.06,1.017,5.69,12.96,9.27,7,70,1.215,56,3,Specific Gravity,All Grain,N/A,22,N/A,N/A,
501,Dragon's Breath (Spitfire Clone),/homebrew/recipe/view/216338/dragon-s-breath-spitfire-clone-,Extra Special/Strong Bitter (ESB),68,22,1.05,1.014,4.77,38.66,14.17,26,60,1.043,70,3,Specific Gravity,All Grain,0.75,20,N/A,N/A,
502,Maui Big Swell IPA Clone,/homebrew/recipe/view/113592/maui-big-swell-ipa-clone,American IPA,7,20.82,1.064,1.014,6.54,69.39,6.04,26.5,75,1.05,70,1.25,Specific Gravity,All Grain,N/A,19.44,N/A,N/A,18665
503,Autumn's Bounty Imperial Maple Nut Brown Ale...,/homebrew/recipe/view/19923/autumn-s-bounty-imperial-maple-nut-brown-ale,American Brown Ale,6,20.82,1.091,1.025,8.56,48.98,31.66,32.18,90,N/A,71,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1809
504,Bakke Brygg Belgisk Blond 25 L,/homebrew/recipe/view/109767/bakke-brygg-belgisk-blond-25-l,Belgian Blond Ale,20,25,1.062,1.012,6.52,18.81,4.35,29,90,1.047,77,N/A,Specific Gravity,All Grain,1,18,Sukkerlake,7 5 g sukker/L,18325
505,Thunderstruck Pumpkin Ale AG,/homebrew/recipe/view/16131/thunderstruck-pumpkin-ale-ag,American Amber Ale,4,20.82,1.056,1.016,5.27,47.22,18.03,26.5,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,2938
506,"10 gallon All Grain ""Scrap Iron"" IPA",/homebrew/recipe/view/61832/10-gallon-all-grain-scrap-iron-ipa,American IPA,7,20.82,1.054,1.013,5.28,74.67,13.29,28.39,60,1.039,70,1.5,Specific Gravity,All Grain,0.35,N/A,N/A,N/A,
507,Cocoa Porter,/homebrew/recipe/view/60139/cocoa-porter,Baltic Porter,19,19.68,1.074,1.025,6.47,34.93,36.68,28.39,60,1.051,65,N/A,Specific Gravity,All Grain,0.35,18.33,N/A,N/A,345
508,Bakke Brygg Doppelbock 20 L,/homebrew/recipe/view/105424/bakke-brygg-doppelbock-20-l,Doppelbock,54,20,1.079,1.019,7.87,23.82,21.99,26,90,1.061,65,N/A,Specific Gravity,All Grain,N/A,10,N/A,N/A,18325
509,Saison Secale,/homebrew/recipe/view/77897/saison-secale,Saison,134,30.28,1.056,1.006,6.66,22.43,9.97,37.85,60,1.045,70,N/A,Specific Gravity,BIAB,0.35,23.89,N/A,N/A,
510,American Barley Wine,/homebrew/recipe/view/11296/american-barley-wine,American Barleywine,5,22.71,1.11,1.022,11.58,146.28,15.13,26.5,60,N/A,74,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1569
511,Omnipollo Fatamorgana Clone,/homebrew/recipe/view/273545/omnipollo-fatamorgana-clone,American IPA,7,9.46,1.082,1.02,8.05,56.58,5.58,11.36,60,1.068,48,1.5,Specific Gravity,All Grain,N/A,16.67,N/A,N/A,
512,Dog Brown Ale (Smutty Nose),/homebrew/recipe/view/17930/dog-brown-ale-smutty-nose-,American Brown Ale,6,18.93,1.05,1.013,4.82,20.78,24.17,24.61,60,1.038,70,N/A,Specific Gravity,All Grain,0.75,N/A,Dark Brown Sugar,2/3 cup (.66),390
513,Jimmie's Graff version 1,/homebrew/recipe/view/5017/jimmie-s-graff-version-1,Other Specialty Cider or Perry,121,18.93,1.23,1.023,27.12,2.62,22.96,17.03,90,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
514,Sweet Raspberry Wheat,/homebrew/recipe/view/4690/sweet-raspberry-wheat,Fruit Beer,75,18.93,1.062,1.015,6.08,23.97,6.23,26.5,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1086
515,Anchor Liberty Ale Clone,/homebrew/recipe/view/207365/anchor-liberty-ale-clone,American Pale Ale,10,18.93,1.058,1.015,5.61,47.99,4.3,22.71,60,1.048,60,1.25,Specific Gravity,All Grain,0.75,19.44,N/A,N/A,
516,Råger,/homebrew/recipe/view/353757/,Saison,134,5,1.05,1.009,5.42,23.92,5.62,8,60,1.031,70,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
517,Accumulation IPA Clone,/homebrew/recipe/view/304299/accumulation-ipa-clone,Specialty IPA: White IPA,152,20.82,1.064,1.016,6.41,64.93,4.22,22.71,60,1.059,75,1.25,Specific Gravity,All Grain,N/A,21.11,N/A,N/A,
518,Clone  Goose Island Sophie,/homebrew/recipe/view/217409/clone-goose-island-sophie,Saison,134,20.82,1.061,1.013,6.23,30.98,3.84,26.5,60,1.048,70,1.5,Specific Gravity,All Grain,1,23.89,N/A,N/A,
519,JB's Little Pumpkin Ale,/homebrew/recipe/view/882/jb-s-little-pumpkin-ale,Holiday/Winter Special Spiced Beer,85,20.82,1.072,1.016,7.36,41.45,6.76,26.5,90,1.048,70,1.25,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
520,American Wheat,/homebrew/recipe/view/5121/american-wheat,American Wheat or Rye Beer,15,20.82,1.05,1.014,4.79,19.5,3.49,28.01,90,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,CO2,N/A,396
521,Double IPA,/homebrew/recipe/view/28678/double-ipa,American IPA,7,24.61,1.091,1.015,10.01,129.85,7.89,26.5,90,1.084,75,N/A,Specific Gravity,All Grain,N/A,18.33,N/A,N/A,
522,Firestone union jack clone,/homebrew/recipe/view/5430/firestone-union-jack-clone,American IPA,7,18.93,1.066,1.015,6.73,110.6,7.04,22.71,60,1.055,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
523,Mocktoberfest,/homebrew/recipe/view/4984/mocktoberfest,Oktoberfest/Märzen,115,20.82,1.062,1.019,5.58,50.58,9.25,26.5,90,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,Keg,10psi,
524,Bud Like,/homebrew/recipe/view/105533/bud-like,Light American Lager,100,20.82,1.038,1.011,3.58,7.48,2.58,28.39,60,1.028,82,1.5,Specific Gravity,All Grain,1.25,18.33,N/A,N/A,
525,Bakke Brygg Dobbel IPA 25 l,/homebrew/recipe/view/109269/bakke-brygg-dobbel-ipa-25-l,Imperial IPA,86,25,1.077,1.013,8.34,106.28,7.16,29,90,1.059,73,N/A,Specific Gravity,All Grain,1,18,N/A,N/A,18325
526,Orfy's Mild Mannered Ale,/homebrew/recipe/view/52359/orfy-s-mild-mannered-ale,Mild,105,22.71,1.032,1.007,3.2,19.73,18.16,28.39,60,N/A,70,N/A,Specific Gravity,All Grain,0.75,16.67,N/A,N/A,
527,California  Common,/homebrew/recipe/view/3868/california-common,California Common Beer,39,41.64,1.053,1.013,5.31,66,8.89,60.57,90,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,380
528,Double Honey Saison,/homebrew/recipe/view/15620/double-honey-saison,Belgian Blond Ale,20,3.79,1.088,1.018,9.2,64.04,10.22,5.68,60,1.058,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,2962
529,Tripel,/homebrew/recipe/view/69217/tripel,Belgian Tripel,26,20.82,1.075,1.014,8.01,35.71,4.56,29.15,70,1.044,65,2.2,Specific Gravity,All Grain,1,22.22,forced carbonation,N/A,17602
530,EBH Amarillo Session SMaSH,/homebrew/recipe/view/10841/ebh-amarillo-session-smash,American Pale Ale,10,20.82,1.05,1.012,4.9,29.72,3.37,24.61,60,N/A,74,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1279
531,Ginger Pale Ale,/homebrew/recipe/view/11398/ginger-pale-ale,American Pale Ale,10,20.82,1.055,1.014,5.43,22.5,9.11,26.5,60,N/A,66,N/A,Specific Gravity,All Grain,N/A,N/A,bottle conditioning,N/A,
532,EPA,/homebrew/recipe/view/110457/epa,American IPA,7,25,1.06,1.016,5.69,49.28,16.65,24,60,1.062,75,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,18597
533,Sam Smith's Oatmeal Stout,/homebrew/recipe/view/53201/sam-smith-s-oatmeal-stout,Oatmeal Stout,114,23,1.051,1.015,4.78,24.44,36.33,28.5,60,N/A,69,N/A,Specific Gravity,All Grain,0.75,20,N/A,N/A,14597
534,Dunkelweizen,/homebrew/recipe/view/2637/dunkelweizen,Dunkelweizen,59,20.82,1.046,1.012,4.39,18.65,10.08,11.36,60,N/A,65,N/A,Specific Gravity,Partial Mash,N/A,N/A,Table Sugar,6 oz.,
535,BGSA ( DUVEL CLONE),/homebrew/recipe/view/56968/bgsa-duvel-clone-,Belgian Golden Strong Ale,23,20.82,1.079,1.019,7.79,35.07,3.31,28.39,90,N/A,78,N/A,Specific Gravity,All Grain,N/A,16.67,N/A,N/A,15452
536,Traditional German Gratzer (Smoked Wheat)...,/homebrew/recipe/view/14430/traditional-german-gratzer-smoked-wheat-,Other Smoked Beer,120,41.64,1.035,1.009,3.42,33.72,2.97,53,90,N/A,72,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,380
537,Punk IPA (if brewdog were trill),/homebrew/recipe/view/327430/punk-ipa-if-brewdog-were-trill-,American Pale Ale,10,23,1.06,1.014,6.09,38.22,5.5,28.5,60,1.048,70,2.5,Specific Gravity,All Grain,N/A,19,N/A,N/A,42873
538,NEIPA Tropical & Juicy Braumeister 20L,/homebrew/recipe/view/407144/neipa-tropical-juicy-braumeister-20l,American IPA,7,21,1.063,1.015,6.31,60.94,6.5,25,70,1.053,73,N/A,Specific Gravity,BIAB,0.75,20,N/A,N/A,54364
539,Dangerous Blonde,/homebrew/recipe/view/405404/dangerous-blonde,Belgian Blond Ale,20,25,1.065,1.01,7.18,29.56,6.18,30,90,1.054,75,3,Specific Gravity,All Grain,0.5,20,N/A,N/A,73710
540,Abbot Ale style,/homebrew/recipe/view/231271/abbot-ale-style,Special/Best/Premium Bitter,144,23,1.051,1.011,5.14,36.05,11.85,25,60,1.047,70,2.5,Specific Gravity,All Grain,N/A,20,N/A,N/A,
541,Patersbier (All Grain),/homebrew/recipe/view/4354/patersbier-all-grain-,Belgian Specialty Ale,25,10.6,1.049,1.009,5.25,20.35,2.88,13.25,60,N/A,83,N/A,Specific Gravity,BIAB,N/A,N/A,Corn Sugar,3.25 oz,
542,Dusseldorf Alt,/homebrew/recipe/view/970/dusseldorf-alt,Dusseldorf Altbier,51,19.87,1.054,1.013,5.28,36.87,13.6,26.5,90,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,corn sugar,4 oz.,
543,Stone Brewing Co. - Stone IPA Clone,/homebrew/recipe/view/115683/stone-brewing-co-stone-ipa-clone,American IPA,7,20.82,1.071,1.017,7.09,101.27,6.1,13.25,60,1.111,70,N/A,Specific Gravity,Partial Mash,0.75,21.11,Corn Sugar,N/A,20681
544,Honey Hefeweizen,/homebrew/recipe/view/7935/honey-hefeweizen,Weizen/Weissbier,170,18.93,1.051,1.013,5,15.27,3.63,11.36,60,N/A,75,N/A,Specific Gravity,extract,N/A,N/A,corn sugar,8 oz,
545,American white,/homebrew/recipe/view/301921/american-white,American Wheat Beer,14,18.93,1.055,1.009,6.04,27.4,3.9,29,60,1.036,75,1.46,Specific Gravity,All Grain,N/A,21.67,N/A,N/A,
546,3,/homebrew/recipe/view/227692/003,American Pale Ale,10,24,1.048,1.012,4.82,49.63,5.74,28,60,1.041,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,44768
547,Trappist Style Tripel (great Westmalle clone...,/homebrew/recipe/view/382875/trappist-style-tripel-great-westmalle-clone-,Belgian Tripel,26,21,19.5274,3.71451,9.29,23.77,5.49,24,60,15.7,82,2.5,Plato,All Grain,N/A,N/A,N/A,N/A,
548,90 Shilling Clone,/homebrew/recipe/view/29958/90-shilling-clone,American Amber Ale,4,18.93,1.053,1.015,5,64.13,13.69,24.61,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,8363
549,Wee Heavy,/homebrew/recipe/view/15896/wee-heavy,Strong Scotch Ale,160,22.71,1.075,1.022,6.96,22.09,19.4,32.18,60,N/A,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
550,American DIPA,/homebrew/recipe/view/3161/american-dipa,Imperial IPA,86,22.71,1.089,1.021,8.89,112.72,9.31,30.28,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
551,White House Honey Ale,/homebrew/recipe/view/62046/white-house-honey-ale,American Amber Ale,4,20,1.064,1.018,6,35.03,13.25,18,60,1.071,75,N/A,Specific Gravity,BIAB,N/A,20,Cane Sugar,109,14997
552,Dirty Blonde Ale,/homebrew/recipe/view/191559/dirty-blonde-ale,Blonde Ale,30,18.93,1.063,1.016,6.16,0,6.99,22.71,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,35054
553,Honey Brown - British Ale,/homebrew/recipe/view/23824/honey-brown-british-ale,British Strong Ale,36,21,1.057,1.012,5.89,45.08,19.53,28,90,1.037,75,5.56,Specific Gravity,All Grain,N/A,20,N/A,N/A,5560
554,Imperial stout,/homebrew/recipe/view/229619/imperial-stout,Russian Imperial Stout,132,23,1.084,1.015,9.07,59.5,49.67,30,60,1.059,70,2,Specific Gravity,All Grain,1,18,N/A,N/A,
555,Lervik Lucky Jack Clone,/homebrew/recipe/view/12966/lervik-lucky-jack-clone,American Pale Ale,10,23,1.052,1.013,5.14,36.89,8.02,25,60,1.048,76,4,Specific Gravity,All Grain,0.75,19,N/A,N/A,
556,Hemp Beer,/homebrew/recipe/view/211383/hemp-beer,Spice  Herb  or Vegetable Beer,155,19,13.1223,2.58355,5.65,21.97,12.82,26,80,9.7,65,3.5,Plato,All Grain,0.75,18,N/A,N/A,
557,Fuller's ESB,/homebrew/recipe/view/57032/fuller-s-esb,Extra Special/Strong Bitter (ESB),68,42,1.06,1.019,5.42,25.73,8.54,49.9,90,N/A,75,N/A,Specific Gravity,All Grain,0.75,20,N/A,N/A,
558,Magic Hat Brewing - #9 Clone,/homebrew/recipe/view/92091/magic-hat-brewing-9-clone,Specialty Beer,145,20.82,1.053,1.016,4.91,33.58,12.96,13.25,60,1.084,70,N/A,Specific Gravity,Partial Mash,0.75,20,Corn Sugar,N/A,20681
559,Red beard's delight,/homebrew/recipe/view/404/red-beard-s-delight,Irish Red Ale,92,17.98,1.054,1.011,5.72,28.27,17.67,18.93,60,1.052,60,N/A,Specific Gravity,All Grain,N/A,21.11,N/A,N/A,
560,Hungarian HopLager,/homebrew/recipe/view/31622/hungarian-hoplager,Bohemian Pilsener,31,20.82,1.071,1.018,6.86,130.4,4.24,28.39,90,N/A,75,N/A,Specific Gravity,All Grain,0.35,N/A,N/A,N/A,
561,Harp Irish Lager Clone,/homebrew/recipe/view/209607/harp-irish-lager-clone,Premium American Lager,124,48,1.049,1.008,5.34,25.12,3.46,60,90,1.039,80,2.5,Specific Gravity,All Grain,1.5,11,N/A,N/A,40623
