Color,VehicleModel,VehicleDesc,ModelYear,VehicleType,DateStolen,Location
White,Suzuki,DR350,1998,Roadbike,12/10/2021,Bay of Plenty
Orange,Hitachi,ZX17U-5A,2021,Tractor,17/11/2021,Northland
Orange,KTM,790,2021,Roadbike,22/02/2022,Auckland City
Red,Ducati,MONSTER,2005,Roadbike,15/12/2021,Northland
Black,SYM,CROX,2021,Moped,15/11/2021,Canterbury
Green,Benelli,TNT,2021,Roadbike,8/12/2021,Waikato
Red,TNT Motor,ROMA,2021,Moped,2/01/2022,Canterbury
Red,Benelli,502C,2021,Roadbike,17/03/2022,Counties/Manukau
White,Kawasaki,EN,2019,Roadbike,7/02/2022,Waitemata
Black,TNT Motor,OTTO,2020,Moped,9/01/2022,Auckland City
Black,TNT Motor,ROMA,2020,Moped,20/10/2021,Wellington
Black,Aprilia,TUONO,2003,Roadbike,16/03/2022,Wellington
Blue,Yamaha,MT03LA,2020,Roadbike,2/03/2022,Counties/Manukau
Black,KTM,990,2006,Roadbike,18/01/2022,Wellington
White,Suzuki,UZ50,2020,Moped,9/11/2021,Bay of Plenty
White,KTM,500,2021,Roadbike,23/02/2022,Waitemata
Black,Factory Built,VIVA,2021,Moped,20/11/2021,Tasman
Black,Forza,CAPRI,2021,Moped,12/10/2021,Auckland City
Red,Aprilia,STX,2021,Roadbike,11/02/2022,Wellington
Black,Yamaha,YZF-R3A,2021,Roadbike,20/02/2022,Central
Black,TNT Motor,ROMA,2021,Moped,14/02/2022,Wellington
Orange,PGO,LIGERO,2021,Moped,22/02/2022,Wellington
Blue,Royal Enfield,METEOR,2021,Roadbike,4/03/2022,Auckland City
Red,Suzuki,GSX150DF,2022,Roadbike,3/02/2022,Counties/Manukau
Red,TNT Motor,ROMA,2022,Moped,29/03/2022,Canterbury
Red,Aprilia,RX,2020,Roadbike,25/01/2022,Waikato
Blue,Yamaha,MT03LA,2020,Roadbike,1/04/2022,Counties/Manukau
Grey,Yamaha,XP560E,2020,Roadbike,1/12/2021,Waitemata
White,Suzuki,UZ50,2020,Moped,20/12/2021,Auckland City
Black,Yamaha,MT03LA,2020,Roadbike,8/03/2022,Auckland City
Black,TNT Motor,ROMA,2021,Moped,1/02/2022,Wellington
Red,Honda,XR,2021,Roadbike,16/01/2022,Auckland City
Black,Vmoto,MOPED,2008,Moped,12/01/2022,Waitemata
Orange,KTM,350,2021,Roadbike,28/01/2022,Auckland City
Black,Factory Built,ZNEN,2021,Roadbike,18/12/2021,Waitemata
Orange,KTM,1290,2021,Roadbike,30/03/2022,Counties/Manukau
White,PGO,LIGERO,2021,Moped,28/01/2022,Wellington
White,KTM,390,2021,Roadbike,4/12/2021,Wellington
Black,Kawasaki,EX,2021,Roadbike,11/02/2022,Auckland City
Silver,KTM,390,2022,Roadbike,25/03/2022,Auckland City
Green,Kawasaki,ZX,2010,Roadbike,10/02/2022,Wellington
Black,Suzuki,GSX750F,2007,Roadbike,23/02/2022,Wellington
Blue,TNT Motor,ROMA,2020,Moped,1/03/2022,Bay of Plenty
Black,Yamaha,MT03LA,2020,Roadbike,30/11/2021,Auckland City
Black,Kawasaki,EX,2020,Roadbike,8/10/2021,Auckland City
Black,Royal Enfield,CLASSIC,2020,Roadbike,30/01/2022,Bay of Plenty
Black,Benelli,502C,2021,Roadbike,20/10/2021,Wellington
Silver,Suzuki,GSX250FRLL9,2020,Roadbike,17/02/2022,Wellington
Black,Factory Built,VIVA,2021,Moped,18/10/2021,Wellington
Brown,Suzuki,UZ50,2021,Moped,11/12/2021,Auckland City
Black,Suzuki,GSX-R1000,2011,Roadbike,30/12/2021,Auckland City
Black,Suzuki,GN250,2005,Roadbike,13/02/2022,Wellington
Black,TNT Motor,ROMA,2021,Moped,13/10/2021,Wellington
Black,Forza,F50,2021,Moped,15/02/2022,Waitemata
Black,KTM,690,2022,Roadbike,24/03/2022,Auckland City
Black,Subaru,LEGACY,1998,Saloon,20/01/2022,Central
Gold,Honda,ODYSSEY,1999,Stationwagon,2/02/2022,Southern
Silver,Mazda,CAPELLA,1999,Stationwagon,29/01/2022,Wellington
Silver,Mazda,CAPELLA,1999,Stationwagon,29/01/2022,Wellington
White,Holden,RODEO 4X4,2004,Utility,7/02/2022,Central
Black,Mercedes-Benz,ML,2004,Stationwagon,20/10/2021,Counties/Manukau
White,Toyota,HIACE,2004,Light Van,15/12/2021,Waikato
Silver,Nissan,MAXIMA,2004,Saloon,22/02/2022,Northland
Cream,Toyota Lexus,GS,1998,Saloon,28/01/2022,Waitemata
Silver,Volkswagen,GOLF,1997,Hatchback,4/03/2022,Waikato
Blue,Mitsubishi,TRITON,2004,Utility,6/03/2022,Central
Red,Toyota,HILUX,2004,Utility,17/12/2021,Bay of Plenty
White,Toyota,HIACE,1997,Stationwagon,30/03/2022,Counties/Manukau
Black,Nissan,TERRANO,1997,Stationwagon,30/01/2022,Auckland City
White,Ford,COURIER,2004,Utility,18/12/2021,Bay of Plenty
White,Toyota,HIACE,2004,Light Van,28/02/2022,Central
White,Toyota,HIACE,2004,Light Van,11/02/2022,Auckland City
White,Ford,COURIER,2004,Utility,23/03/2022,Southern
Silver,Mazda,FAMILIA,1997,Hatchback,14/12/2021,Central
Silver,Toyota,HILUX,2004,Utility,6/03/2022,Central
Red,Toyota,HILUX,1994,Stationwagon,12/02/2022,Bay of Plenty
Gold,Daewoo,KALOS,2004,Hatchback,16/11/2021,Bay of Plenty
Green,Nissan,SAFARI,1995,Stationwagon,22/11/2021,Counties/Manukau
Green,Isuzu,BIGHORN,1993,Stationwagon,30/03/2022,Canterbury
Blue,Toyota,HILUX,1995,Stationwagon,1/04/2022,Canterbury
Green,Subaru,LEGACY,1997,Stationwagon,11/01/2022,Waikato
Silver,Ford,FALCON,2004,Saloon,26/10/2021,Bay of Plenty
Red,Ford,COURIER,2004,Utility,11/02/2022,Wellington
Black,Toyota,CAMRY,2004,Saloon,9/02/2022,Bay of Plenty
White,Subaru,OUTBACK,2004,Stationwagon,29/03/2022,Canterbury
Red,Toyota,COROLLA,1997,Hatchback,31/12/2021,Southern
Gold,Mazda,MX-5,1998,Convertible,2/04/2022,Auckland City
White,Ford,COURIER,2004,Utility,18/03/2022,Auckland City
White,Ford,ECONOVAN,2004,Light Van,25/03/2022,Auckland City
White,Ford,COURIER,2004,Utility,20/10/2021,Bay of Plenty
Black,Nissan,MAXIMA,2004,Saloon,16/10/2021,Bay of Plenty
Blue,Ford,FALCON,2004,Saloon,10/11/2021,Canterbury
Green,Toyota,HILUX,1995,Stationwagon,23/12/2021,Auckland City
Blue,Nissan,CEFIRO,1995,Saloon,1/04/2022,Auckland City
White,Toyota,CORONA,1996,Saloon,28/03/2022,Bay of Plenty
White,Mazda,FAMILIA,2000,Stationwagon,29/03/2022,Bay of Plenty
Silver,Honda,CRV,1996,Stationwagon,6/02/2022,Auckland City
White,Nissan,PULSAR,1997,Hatchback,14/01/2022,Waitemata
Silver,Honda,ACCORD,2004,Saloon,1/03/2022,Counties/Manukau
White,Nissan,SUNNY,1995,Saloon,15/12/2021,Eastern
Blue,Ford,MONDEO,2004,Saloon,29/10/2021,Counties/Manukau
White,Toyota,ECHO,2004,Hatchback,3/12/2021,Canterbury
Silver,Subaru,LEGACY,2002,Stationwagon,9/03/2022,Auckland City
Silver,Isuzu,WIZARD,2000,Stationwagon,13/11/2021,Counties/Manukau
White,Mazda,BOUNTY,2004,Utility,16/03/2022,Bay of Plenty
Green,Toyota,HILUX,1996,Stationwagon,19/12/2021,Tasman
Silver,Ford,FALCON,2004,Saloon,19/10/2021,Bay of Plenty
Green,Ford,FALCON,2004,Saloon,18/01/2022,Bay of Plenty
Red,Subaru,IMPREZA,2003,Saloon,15/12/2021,Waitemata
Grey,Mitsubishi,CARISMA,1996,Saloon,31/10/2021,Wellington
Black,Honda,ACCORD,2004,Saloon,10/03/2022,Bay of Plenty
Silver,Subaru,FORESTER,2002,Stationwagon,12/11/2021,Wellington
White,Toyota,HIACE,1996,Light Van,22/03/2022,Waitemata
Silver,Mitsubishi,TRITON,2004,Utility,28/12/2021,Auckland City
Silver,Toyota,HILUX,1992,Other Truck,7/01/2022,Northland
Red,Subaru,IMPREZA,2000,Stationwagon,16/03/2022,Counties/Manukau
Silver,Toyota,CALDINA,1994,Stationwagon,7/03/2022,Central
Grey,Holden,COMMODORE,2004,Saloon,10/11/2021,Northland
White,Daihatsu,DELTA V76HU,1987,Flat Deck Truck,16/11/2021,Central
Silver,Ford,FALCON,2004,Stationwagon,13/01/2022,Auckland City
Silver,Toyota,HILUX,2004,Utility,27/03/2022,Wellington
Red,Toyota,HILUX,2004,Utility,10/03/2022,Eastern
White,Toyota,HILUX,1994,Stationwagon,6/03/2022,Southern
Black,Toyota,RAV4,1996,Stationwagon,19/02/2022,Bay of Plenty
White,Toyota,TOWNACE,1991,Mobile Home - Light,24/01/2022,Auckland City
Blue,Honda,ODYSSEY,1996,Stationwagon,21/10/2021,Auckland City
Gold,Ford,MONDEO,2004,Saloon,24/01/2022,Central
White,Toyota,HIACE,1998,Light Van,6/02/2022,Central
White,Toyota,HIACE,1999,Light Van,25/01/2022,Wellington
Blue,Mazda,BOUNTY,2004,Utility,13/10/2021,Bay of Plenty
Blue,Mitsubishi,CHALLENGER,2004,Stationwagon,5/04/2022,Auckland City
Grey,Ford,COURIER,2004,Utility,18/02/2022,Central
White,Nissan,ELGRAND,2007,Stationwagon,6/02/2022,Waitemata
Grey,Holden,RODEO 4X4,2004,Utility,21/02/2022,Northland
Silver,Nissan,SUNNY,1996,Saloon,13/10/2021,Waikato
White,Subaru,LEGACY,1996,Stationwagon,2/03/2022,Central
Silver,Toyota,COROLLA,1996,Hatchback,2/03/2022,Bay of Plenty
Grey,Honda,ACCORD,1997,Saloon,16/03/2022,Waitemata
White,Nissan,PULSAR,1997,Saloon,7/03/2022,Eastern
Silver,Subaru,LEGACY,2001,Saloon,6/12/2021,Canterbury
Gold,Daihatsu,CHARADE,2004,Hatchback,16/02/2022,Tasman
Blue,Nissan,PULSAR,1996,Stationwagon,31/10/2021,Counties/Manukau
Grey,Subaru,IMPREZA,1999,Stationwagon,31/03/2022,Southern
Blue,Nissan,SUNNY,1996,Saloon,6/04/2022,Waitemata
Red,Subaru,IMPREZA,1997,Stationwagon,16/12/2021,Eastern
Blue,Holden,CREWMAN,2004,Utility,22/11/2021,Canterbury
Silver,Mitsubishi,PAJERO,2004,Stationwagon,19/10/2021,Canterbury
White,Toyota,HIACE,2004,Light Van,25/03/2022,Wellington
White,Ford,COURIER,2004,Utility,15/12/2021,Counties/Manukau
Blue,Mazda,BOUNTY,2004,Utility,12/12/2021,Wellington
Blue,Toyota,HIACE,2004,Light Van,26/03/2022,Wellington
Blue,Ford,TERRITORY,2004,Stationwagon,2/04/2022,Central
Blue,Toyota,LANDCRUISER,1998,Stationwagon,30/03/2022,Canterbury
Silver,Toyota,LANDCRUISER,1994,Stationwagon,4/11/2021,Canterbury
Green,Toyota,HILUX,1995,Stationwagon,19/03/2022,Tasman
Red,Ford,COURIER,1999,Utility,13/12/2021,Bay of Plenty
White,Honda,CIVIC,1996,Saloon,25/10/2021,Southern
Blue,Ford,COURIER,2005,Utility,20/12/2021,Bay of Plenty
Red,Toyota,CAVALIER,1996,Sports Car,18/10/2021,Eastern
Silver,Ford,FALCON,2005,Saloon,31/12/2021,Canterbury
Blue,BMW,530I,2005,Saloon,22/12/2021,Wellington
Silver,Honda,ODYSSEY,1998,Stationwagon,13/02/2022,Canterbury
White,Mazda,BOUNTY,2005,Utility,8/10/2021,Waitemata
White,Mazda,BOUNTY,2005,Utility,1/04/2022,Wellington
Black,Nissan,TERRANO,1996,Stationwagon,11/10/2021,Central
Silver,Subaru,FORESTER,1997,Stationwagon,3/04/2022,Central
Blue,Toyota,HILUX,1996,Stationwagon,16/02/2022,Canterbury
Blue,Honda,CIVIC,1997,Saloon,9/03/2022,Eastern
White,Ford,COURIER,2005,Utility,28/12/2021,Canterbury
White,Toyota,CELICA,1997,Sports Car,5/03/2022,Central
Blue,Toyota,IPSUM,1996,Stationwagon,4/01/2022,Auckland City
Gold,Hyundai,SANTA FE,2004,Stationwagon,15/03/2022,Southern
Blue,Suzuki,SWIFT,2005,Hatchback,5/11/2021,Eastern
Blue,BMW,318TI,1995,Hatchback,16/03/2022,Wellington
White,Holden,RODEO 4X4,2005,Utility,13/11/2021,Auckland City
Blue,Volkswagen,PASSAT,2000,Saloon,16/12/2021,Waikato
Blue,Nissan,MICRA,2005,Saloon,15/11/2021,Wellington
Grey,BMW,530I,2005,Saloon,19/11/2021,Counties/Manukau
White,Toyota,HILUX,2005,Utility,18/12/2021,Bay of Plenty
Black,Audi,A4,2005,Saloon,17/12/2021,Counties/Manukau
Green,Toyota,RAV4,1994,Stationwagon,5/03/2022,Bay of Plenty
Red,Mazda,BOUNTY,2005,Utility,23/03/2022,Southern
Grey,Holden,VX COMMODORE,2002,Saloon,21/03/2022,Central
White,Nissan,NAVARA,2005,Utility,6/01/2022,Bay of Plenty
Blue,Mazda,BOUNTY,2005,Utility,29/01/2022,Canterbury
White,Mazda,CAPELLA,2002,Saloon,17/11/2021,Bay of Plenty
White,Mazda,CAPELLA,2002,Saloon,17/11/2021,Bay of Plenty
White,Mazda,BOUNTY,2005,Utility,4/04/2022,Canterbury
Blue,Isuzu,BIGHORN,1994,Stationwagon,10/03/2022,Northland
Blue,Toyota,HILUX,1994,Stationwagon,18/01/2022,Canterbury
Blue,Ford,COURIER,2005,Utility,5/04/2022,Waikato
White,Nissan,SUNNY,1998,Saloon,11/02/2022,Canterbury
White,Ford,COURIER,2005,Utility,16/03/2022,Central
Black,Nissan,TERRANO,1993,Stationwagon,17/10/2021,Canterbury
Grey,Trailer,AMED 09,2012,Trailer - Heavy,22/11/2021,Waitemata
White,Ford,FALCON,2005,Stationwagon,30/01/2022,Waikato
Blue,Toyota,COROLLA,1998,Stationwagon,17/11/2021,Tasman
Red,Holden,COMMODORE,2005,Saloon,9/03/2022,Counties/Manukau
Green,Toyota,RAV4,1996,Hatchback,27/03/2022,Bay of Plenty
White,Toyota,HIACE,1996,Light Van,27/01/2022,Central
Blue,Toyota,SPRINTER,1998,Stationwagon,1/02/2022,Waikato
Blue,Nissan,PULSAR,1997,Stationwagon,29/03/2022,Waikato
Red,Mazda,FAMILIA,1998,Stationwagon,25/01/2022,Central
Black,Ford,TERRITORY,2005,Stationwagon,5/11/2021,Auckland City
Silver,Ford,COURIER,2005,Utility,1/01/2022,Wellington
Silver,Subaru,IMPREZA,1998,Stationwagon,7/02/2022,Canterbury
Grey,Isuzu,BIGHORN,1996,Stationwagon,18/11/2021,Canterbury
Blue,BMW,323I,2000,Saloon,15/02/2022,Canterbury
White,Holden,RODEO 4X2,2005,Utility,25/11/2021,Counties/Manukau
Black,Ford,COURIER,2005,Utility,3/03/2022,Auckland City
Yellow,Caterpillar,3.06E+04,0,,23/11/2021,Auckland City
Blue,Ford,COURIER,2005,Utility,10/12/2021,Wellington
Red,Ford,COURIER,2005,Utility,23/10/2021,Wellington
Black,Mazda,MAZDA6,2005,Hatchback,4/04/2022,Counties/Manukau
Blue,BMW,318TI,1996,Hatchback,5/01/2022,Tasman
Silver,Subaru,IMPREZA,1997,Stationwagon,10/03/2022,Counties/Manukau
White,Nissan,ATLAS,1994,Other Truck,25/01/2022,Wellington
White,Isuzu,ELF,1994,Other Truck,12/02/2022,Counties/Manukau
White,Toyota,HIACE,1999,Light Van,12/02/2022,Counties/Manukau
Blue,Hyundai,SANTA FE,2005,Stationwagon,12/10/2021,Tasman
White,Mazda,BOUNTY,2005,Utility,10/02/2022,Auckland City
Grey,Ford,COURIER,2005,Utility,8/10/2021,Bay of Plenty
Blue,Honda,TORNEO,1998,Saloon,15/01/2022,Eastern
White,Ford,COURIER,2005,Utility,13/10/2021,Auckland City
Silver,Toyota,ALTEZZA,2003,Saloon,29/01/2022,Bay of Plenty
Black,Ford,TERRITORY,2005,Stationwagon,26/01/2022,Counties/Manukau
Brown,Toyota,HIACE,1994,Light Van,20/12/2021,Bay of Plenty
Green,Toyota,LANDCRUISER,1995,Stationwagon,24/12/2021,Canterbury
Red,Ford,FOCUS,2005,Hatchback,1/11/2021,Central
Silver,Ford,MONDEO,2005,Saloon,30/03/2022,Wellington
White,Honda,ACCORD,1998,Saloon,29/03/2022,Auckland City
Green,Ford,COURIER,2005,Utility,4/04/2022,Counties/Manukau
Blue,Ford,FALCON,2005,Saloon,7/11/2021,Canterbury
Silver,Toyota,HILUX,1994,Stationwagon,14/11/2021,Canterbury
White,Toyota,HIACE,1998,Light Van,8/12/2021,Canterbury
Black,Ford,TERRITORY,2005,Stationwagon,7/12/2021,Wellington
Black,Holden,COMMODORE,2005,Saloon,7/12/2021,Northland
White,Ford,FOCUS,2005,Hatchback,28/12/2021,Canterbury
Green,BMW,530I,2005,Saloon,27/03/2022,Wellington
Blue,Toyota,HILUX,1995,Stationwagon,18/10/2021,Canterbury
Silver,Toyota,TOWNACE,1995,Light Van,27/02/2022,Canterbury
Black,Toyota,LEVIN,1998,Saloon,29/12/2021,Canterbury
White,Mazda,BOUNTY,2005,Utility,27/03/2022,Canterbury
Red,Ford,FALCON,2003,Saloon,23/01/2022,Bay of Plenty
Silver,Ford,TERRITORY,2005,Stationwagon,5/03/2022,Eastern
White,Ford,MONDEO,2005,Stationwagon,31/01/2022,Waikato
White,Ford,COURIER,2005,Utility,18/01/2022,Waikato
Red,Suzuki,ESCUDO,1994,Stationwagon,7/02/2022,Central
Grey,Honda,CIVIC,2005,Saloon,9/10/2021,Northland
Black,Nissan,SKYLINE,1996,Sports Car,9/01/2022,Waitemata
Silver,Toyota,HIACE,1997,Light Van,25/02/2022,Auckland City
Blue,Holden,UTE,2005,Utility,2/12/2021,Auckland City
White,Ford,COURIER,2005,Utility,2/03/2022,Canterbury
Black,Mazda,BOUNTY,2005,Utility,4/02/2022,Bay of Plenty
White,Mazda,FAMILIA,2000,Stationwagon,4/04/2022,Waikato
Gold,Ford,TERRITORY,2005,Stationwagon,17/02/2022,Waikato
Silver,Ford,COURIER,2005,Utility,5/04/2022,Canterbury
Silver,Mazda,MAZDA6,2005,Saloon,31/01/2022,Northland
Black,Peugeot,307,2005,Hatchback,2/04/2022,Wellington
Green,Toyota,CAMRY,1998,Saloon,2/04/2022,Waikato
Blue,Daihatsu,SIRION,2005,Hatchback,3/12/2021,Canterbury
White,Nissan,PULSAR,1998,Hatchback,28/10/2021,Waikato
Silver,Honda,ODYSSEY,1996,Stationwagon,28/01/2022,Waikato
Green,Isuzu,BIGHORN,1997,Stationwagon,4/11/2021,Canterbury
Silver,Toyota,SPRINTER,1999,Saloon,4/02/2022,Canterbury
Blue,Mazda,FAMILIA,1996,Saloon,15/12/2021,Eastern
White,Ford,COURIER,2005,Utility,16/12/2021,Waikato
Black,BMW,330I,2002,Saloon,28/01/2022,Auckland City
Blue,Mazda,ATENZA,2003,Hatchback,9/03/2022,Bay of Plenty
Blue,Toyota,PRADO,1996,Stationwagon,21/03/2022,Central
Blue,Holden,ASTRA,2005,Hatchback,4/04/2022,Tasman
White,Mazda,BOUNTY,2005,Utility,8/10/2021,Bay of Plenty
Silver,Toyota,HILUX,2005,Utility,21/10/2021,Bay of Plenty
Blue,Ford,TRANSIT,2005,Heavy Van,28/10/2021,Northland
Black,Ford,TERRITORY,2005,Stationwagon,25/03/2022,Counties/Manukau
Grey,Nissan,PRIMERA,1996,Saloon,10/10/2021,Waikato
Silver,Briford,744,2004,Trailer,25/11/2021,Wellington
Black,Subaru,LEGACY,2005,Saloon,4/04/2022,Counties/Manukau
Blue,Toyota,STARLET,1994,Hatchback,10/01/2022,Southern
White,Ford,COURIER,2005,Utility,15/12/2021,Auckland City
Silver,Toyota,WILL,2001,Hatchback,14/01/2022,Waitemata
White,Nissan,NAVARA,2005,Utility,24/03/2022,Wellington
White,Ford,COURIER,2005,Utility,27/03/2022,Southern
White,BMW,525I,2007,Saloon,5/04/2022,Counties/Manukau
White,Mazda,BOUNTY,2005,Utility,30/03/2022,Counties/Manukau
Blue,Ford,COURIER,2005,Utility,28/03/2022,Tasman
Silver,Nissan,CEFIRO,1995,Saloon,15/01/2022,Canterbury
White,Morris,FGK60,1943,Mobile Home - Light,19/10/2021,Central
Green,Isuzu,BIGHORN,1996,Stationwagon,9/10/2021,Bay of Plenty
Silver,Mitsubishi,COLT,2003,Hatchback,16/12/2021,Wellington
Brown,Nissan,TERRANO,1996,Stationwagon,10/10/2021,Northland
Silver,Holden,BARINA,2004,Hatchback,17/01/2022,Waikato
Blue,Nissan,TERRANO,1997,Stationwagon,20/12/2021,Bay of Plenty
Red,Mitsubishi,GALANT,2006,Saloon,13/10/2021,Central
Blue,BMW,320I,1995,Saloon,21/01/2022,Tasman
White,Suzuki,CULTUS,1998,Stationwagon,7/02/2022,Northland
Blue,Toyota,CALDINA,1996,Stationwagon,13/03/2022,Wellington
Silver,Holden,COMMODORE,2006,Stationwagon,21/03/2022,Counties/Manukau
Silver,Saab,9-3 LINEAR,2006,Saloon,7/02/2022,Waitemata
Silver,Toyota,EMINA,1996,Stationwagon,6/01/2022,Wellington
White,Ford,COURIER,2006,Utility,30/12/2021,Bay of Plenty
Black,Toyota,CALDINA,1997,Stationwagon,16/12/2021,Auckland City
Blue,Mazda,FAMILIA,1998,Saloon,4/04/2022,Auckland City
White,Nissan,LAUREL,1998,Saloon,9/03/2022,Waitemata
White,Ford,COURIER,2006,Utility,24/03/2022,Southern
Green,Nissan,SAFARI,1994,Stationwagon,18/03/2022,Waitemata
Silver,Holden,COMMODORE,2006,Saloon,11/02/2022,Waikato
Grey,Honda,CRV,1997,Stationwagon,4/01/2022,Bay of Plenty
Silver,Nissan,TERRANO,1998,Stationwagon,9/03/2022,Bay of Plenty
White,Mazda,BOUNTY,2006,Utility,23/11/2021,Counties/Manukau
Silver,Nissan,PULSAR,1998,Saloon,9/12/2021,Canterbury
White,Toyota,HIACE,1997,Light Van,1/04/2022,Counties/Manukau
Silver,Hyundai,ELANTRA,2006,Saloon,19/02/2022,Waitemata
Silver,Toyota,LANDCRUISER,1996,Stationwagon,11/02/2022,Canterbury
Silver,Nissan,SKYLINE,1996,Saloon,27/02/2022,Waikato
Blue,Subaru,IMPREZA,2000,Stationwagon,3/03/2022,Central
Black,Nissan,TERRANO,1999,Stationwagon,30/01/2022,Canterbury
Brown,Toyota,HIACE,1995,Stationwagon,25/01/2022,Central
Blue,Honda,ODYSSEY,2002,Stationwagon,23/12/2021,Waikato
Black,Holden,COMMODORE,2006,Saloon,27/10/2021,Waitemata
Red,Toyota,YARIS,2006,Hatchback,22/02/2022,Canterbury
White,Ford,COURIER,2006,Utility,22/10/2021,Wellington
Silver,Subaru,IMPREZA,1996,Stationwagon,19/02/2022,Eastern
Red,Mazda,PROCEED,1994,Utility,24/10/2021,Auckland City
Red,Ford,FALCON,2006,Saloon,12/12/2021,Bay of Plenty
Red,Subaru,LEGACY,2003,Saloon,27/01/2022,Bay of Plenty
White,Subaru,IMPREZA,1998,Saloon,17/03/2022,Southern
Grey,Ford,COURIER,2005,Utility,16/02/2022,Bay of Plenty
White,Ford,COURIER,2006,Utility,25/03/2022,Auckland City
Silver,Subaru,IMPREZA,1996,Stationwagon,2/01/2022,Southern
Silver,Ford,COURIER,2006,Utility,20/02/2022,Canterbury
White,Mazda,CAPELLA,1999,Stationwagon,29/11/2021,Northland
Silver,Ford,COURIER,2006,Utility,20/11/2021,Counties/Manukau
White,Toyota,ALTEZZA,1998,Saloon,9/01/2022,Wellington
Blue,Nissan,MISTRAL,1994,Stationwagon,23/11/2021,Canterbury
Blue,Toyota,GRANVIA,1995,Stationwagon,2/11/2021,Canterbury
Red,Honda,ODYSSEY,1996,Stationwagon,21/12/2021,Canterbury
White,Mazda,BOUNTY,2006,Utility,7/02/2022,Waikato
Green,Nissan,PATROL,1996,Light Van,21/03/2022,Counties/Manukau
White,Ford,COURIER,2006,Utility,24/11/2021,Northland
Silver,Nissan,PRIMERA,1996,Saloon,16/10/2021,Northland
Silver,Honda,LOGO,1999,Stationwagon,2/11/2021,Auckland City
Red,Toyota,AVALON,2001,Saloon,17/12/2021,Wellington
Blue,Toyota,LUCIDA,1999,Stationwagon,5/04/2022,Canterbury
Grey,Ford,COURIER,2006,Utility,8/12/2021,Tasman
Red,Toyota,JUNO,1997,Sports Car,13/12/2021,Bay of Plenty
Brown,Ford,FESTIVA,1999,Stationwagon,5/04/2022,Eastern
Silver,Toyota,ESTIMA,1997,Stationwagon,11/02/2022,Southern
Grey,Holden,COMMODORE,2006,Saloon,1/03/2022,Canterbury
White,Isuzu,BIGHORN,1997,Stationwagon,3/02/2022,Canterbury
Silver,Nissan,CONDOR,1992,Other Truck,15/12/2021,Bay of Plenty
Silver,Nissan,SILVIA,1997,Hatchback,24/01/2022,Canterbury
Silver,Suzuki,GRAND VITARA,2006,Stationwagon,25/12/2021,Central
Black,Hyundai,SONATA,2006,Saloon,29/11/2021,Canterbury
Brown,Toyota,RAV4,2006,Stationwagon,28/12/2021,Canterbury
Black,Mazda,BOUNTY,2006,Utility,16/12/2021,Eastern
White,Mazda,BONGO,2006,Light Van,7/01/2022,Waitemata
Grey,Nissan,PRIMERA,1995,Saloon,29/10/2021,Bay of Plenty
Gold,Honda,ACCORD,2006,Saloon,19/03/2022,Waikato
Brown,Toyota,HILUX,2006,Utility,22/12/2021,Counties/Manukau
Red,Subaru,IMPREZA,1997,Stationwagon,1/12/2021,Southern
Silver,Ford,COURIER,2006,Utility,9/01/2022,Bay of Plenty
Black,Mazda,MAZDA6,2006,Stationwagon,27/10/2021,Auckland City
Black,Nissan,MURANO,2006,Stationwagon,3/04/2022,Northland
Silver,Mercedes-Benz,E,2004,Saloon,18/03/2022,Waitemata
Blue,Toyota,RAV4,1995,Stationwagon,26/03/2022,Eastern
Blue,Volkswagen,BEETLE,2002,Stationwagon,11/02/2022,Auckland City
White,Holden,RODEO 4X2,2006,Utility,15/10/2021,Bay of Plenty
Blue,Mitsubishi,OUTLANDER,2006,Stationwagon,1/04/2022,Waikato
White,Toyota,HILUX,2006,Utility,8/01/2022,Counties/Manukau
Silver,Subaru,IMPREZA,1999,Stationwagon,28/10/2021,Wellington
Silver,Nissan,CEFIRO,1997,Saloon,2/02/2022,Northland
Silver,Ford,COURIER,2006,Utility,29/12/2021,Waikato
Red,Ford,COURIER,2003,Utility,4/03/2022,Waikato
Red,Ford,COURIER,2003,Utility,4/03/2022,Waikato
Blue,Toyota,LANDCRUISER,1998,Stationwagon,23/02/2022,Canterbury
Black,Hyundai,TUCSON,2006,Stationwagon,25/02/2022,Counties/Manukau
Black,Ford,FALCON,2006,Saloon,8/12/2021,Eastern
White,Ford,COURIER,2006,Utility,21/02/2022,Central
Silver,Mitsubishi,OUTLANDER,2006,Stationwagon,14/03/2022,Bay of Plenty
White,Toyota,HILUX,2006,Utility,21/03/2022,Central
Silver,Holden,RODEO 4X4,2006,Utility,18/02/2022,Tasman
Silver,Mitsubishi,LANCER,2001,Stationwagon,19/02/2022,Wellington
Grey,Mitsubishi,CHALLENGER,1997,Stationwagon,30/01/2022,Northland
Silver,Mazda,MAZDA6,2006,Hatchback,12/01/2022,Central
Black,BMW,X5,2004,Stationwagon,2/01/2022,Auckland City
White,Mitsubishi,L300,2006,Light Van,11/12/2021,Auckland City
Silver,Toyota,CYNOS,1999,Hatchback,13/12/2021,Bay of Plenty
White,Mazda,BOUNTY,2006,Utility,6/11/2021,Wellington
White,Mitsubishi,TRITON,2006,Utility,19/02/2022,Waikato
White,Mazda,BOUNTY,2006,Utility,15/12/2021,Waitemata
Grey,Ford,FALCON,2006,Saloon,7/10/2021,Wellington
